parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,chains,draws_per_chain,warmup_per_chain,adapt_delta,divergences,max_depth_hits,min_bfmi,passed
"natural[1,3]",2.75699,0.00954166,1.09295,1.0352,1.28751,2.59246,4.80381,15251.7,11721.4,4.19292,1.00042,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[1,4]",0.23463,0.00173866,0.223601,0.185459,0.0111314,0.184738,0.606361,17428.5,12935.4,4.79135,1.0001,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[1,5]",1.55568,0.00511101,0.728713,0.717339,0.390433,1.53653,2.7881,20521.6,11591.0,5.6417,1.00011,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[2,1]",0.108892,0.000869709,0.0767687,0.054849,0.0265341,0.0899195,0.256311,7006.32,10119.0,1.92614,1.00062,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[2,2]",0.563527,0.00249931,0.330499,0.31202,0.136282,0.505139,1.2028,14496.1,10627.8,3.98517,1.00038,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[2,3]",2.12161,0.0108013,1.15075,0.990427,0.697672,1.88838,4.33105,13572.4,9977.38,3.73126,1.00051,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[2,4]",0.350314,0.00564537,0.551824,0.203601,0.00802485,0.171327,1.30333,16752.6,10572.2,4.60554,1.00025,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[2,5]",2.32116,0.00577817,0.807916,0.781136,1.05729,2.2803,3.71674,19968.2,12829.9,5.48953,1.00089,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[3,1]",0.10423,0.00111992,0.0824934,0.0530901,0.0235956,0.0828094,0.256784,4895.37,7991.84,1.34581,1.00074,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[3,2]",0.487396,0.00317088,0.350936,0.343211,0.0646749,0.41345,1.15411,9881.13,10053.5,2.71646,1.00001,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[3,3]",1.03018,0.0132892,1.13859,0.547661,0.108173,0.628138,3.4808,10946.3,8649.59,3.00929,0.999988,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[3,4]",0.662654,0.0109792,1.06411,0.376746,0.00419806,0.285315,2.79864,11186.2,10282.8,3.07525,1.00026,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[3,5]",2.99144,0.00576973,0.767134,0.746658,1.83493,2.9342,4.32989,18275.0,12311.4,5.02405,0.999937,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[4,1]",0.0519418,0.000438329,0.0336432,0.0269234,0.0132195,0.0451165,0.113049,5428.58,9656.39,1.49239,1.00022,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[4,2]",0.895192,0.00356983,0.433376,0.412974,0.305443,0.831222,1.70434,13192.3,11722.6,3.62675,1.00007,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[4,3]",2.93429,0.00991058,1.15536,1.10815,1.3302,2.77502,5.07496,15420.5,11670.4,4.2393,0.999973,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[4,4]",0.547561,0.00356629,0.413657,0.318077,0.0574522,0.489082,1.23715,15180.2,11818.9,4.17325,0.99993,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[4,5]",2.30082,0.00494403,0.685554,0.665003,1.21125,2.27435,3.47435,19286.1,13189.8,5.30202,1.00023,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[5,1]",0.101478,0.000891856,0.0768433,0.0505471,0.024439,0.0813524,0.247061,7527.78,9019.54,2.06949,1.00029,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[5,2]",0.855304,0.00435934,0.492853,0.478197,0.191429,0.781747,1.76144,10074.8,7630.55,2.7697,0.999905,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[5,3]",0.836965,0.00891612,0.667639,0.36682,0.193445,0.676521,2.04015,9413.18,6447.31,2.58782,1.0005,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[5,4]",0.116143,0.00285586,0.283265,0.0411261,0.000869403,0.0309113,0.481534,14829.8,11450.3,4.07693,1.00036,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[5,5]",0.992087,0.00454214,0.642453,0.635177,-0.0568767,0.980468,2.05252,20092.5,13135.7,5.52373,1.00007,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[6,1]",0.110965,0.000697297,0.0656871,0.0525932,0.0332129,0.0972675,0.233698,7906.59,8199.68,2.17363,1.00025,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[6,2]",0.699161,0.00290398,0.364162,0.351312,0.209474,0.643113,1.37473,13014.7,10160.4,3.57792,1.00031,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[6,3]",2.12628,0.00923077,1.03291,0.896153,0.875571,1.91537,4.08333,15270.8,10703.3,4.19816,1.00008,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[6,4]",0.173328,0.00232492,0.270769,0.105816,0.00440244,0.0897602,0.597704,17288.0,12534.5,4.75273,1.00003,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[6,5]",1.18795,0.00378009,0.557039,0.55721,0.308575,1.17048,2.1225,21989.5,13563.6,6.04524,1.00011,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[7,1]",0.0878008,0.000924151,0.0603033,0.0472485,0.0201582,0.0743343,0.202298,3478.3,9449.86,0.956235,1.00045,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[7,2]",0.394237,0.00128432,0.196173,0.175945,0.143406,0.358242,0.765044,23082.7,10707.5,6.34576,0.999949,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[7,3]",4.59494,0.0123989,1.52556,1.50746,2.32086,4.46225,7.29554,15814.1,12586.1,4.34752,1.0002,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[7,4]",3.91811,0.0125381,1.75042,1.69726,1.46813,3.69574,7.13565,22197.2,12286.2,6.10233,1.00015,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[7,5]",2.52904,0.0064274,0.899452,0.887203,1.12416,2.48761,4.06902,20126.3,11302.9,5.53301,1.00049,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[8,1]",0.0933116,0.00093586,0.074579,0.0479083,0.0205122,0.0731274,0.237634,5520.65,10440.4,1.51771,1.00037,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[8,2]",0.500555,0.00256341,0.301861,0.290323,0.114605,0.445696,1.07313,11757.2,10271.2,3.23223,1.00005,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[8,3]",1.68461,0.0106838,1.0321,0.805526,0.494029,1.43296,3.7145,12347.4,9077.01,3.39448,1.00025,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[8,4]",0.316014,0.00519165,0.541845,0.174639,0.00614495,0.141546,1.18219,16528.9,12304.9,4.54402,1.00006,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[8,5]",2.18995,0.00437741,0.640079,0.635804,1.18869,2.16014,3.30085,21546.0,12355.7,5.92331,1.00005,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[9,1]",0.15266,0.00164614,0.114885,0.0809083,0.0338965,0.12087,0.38583,3890.8,7856.5,1.06964,1.00037,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[9,2]",0.198736,0.00124341,0.140276,0.120965,0.0380535,0.164602,0.475532,11228.7,10331.0,3.08692,1.00039,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[9,3]",1.79319,0.0151341,1.39965,1.16266,0.234314,1.41682,4.58661,10917.6,9072.09,3.00139,1.00056,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[9,4]",0.518656,0.00916596,0.907775,0.224453,0.00369295,0.166081,2.29378,16632.2,10046.5,4.57244,1.00007,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[9,5]",1.31297,0.00369015,0.546271,0.541614,0.459587,1.29457,2.24226,22245.5,13145.7,6.1156,1.00003,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[10,1]",0.193271,0.00166081,0.140045,0.108564,0.0431394,0.152166,0.48207,6133.75,7990.44,1.68626,1.00068,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[10,2]",0.371978,0.00207893,0.272204,0.229584,0.0681102,0.30184,0.914396,14224.1,11734.7,3.9104,1.00013,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[10,3]",1.82586,0.0133808,1.36697,1.08872,0.328166,1.43784,4.62875,12941.5,11065.4,3.5578,1.00014,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[10,4]",0.612723,0.00929179,0.992863,0.295084,0.00458946,0.217304,2.63416,15528.2,11567.1,4.26892,1.00013,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[10,5]",1.6442,0.00437167,0.657526,0.646977,0.601713,1.61728,2.75747,22983.2,12439.5,6.31842,1.0002,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[11,1]",0.08872,0.000501335,0.0400564,0.0404889,0.0315962,0.083427,0.162126,6227.37,9228.15,1.71199,1.00003,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[11,2]",2.99927,0.0085087,0.990497,0.901636,1.635,2.87334,4.81522,13399.4,11478.7,3.6837,0.999958,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[11,3]",0.59957,0.00230067,0.205972,0.197433,0.26288,0.594011,0.945652,7947.73,9471.81,2.18494,1.00043,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[11,4]",0.0354322,0.000475798,0.0507035,0.0186867,0.000377834,0.0140744,0.149346,8944.0,10882.0,2.45883,1.00008,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[11,5]",1.43053,0.00645784,0.746262,0.736553,0.246798,1.41449,2.67612,13596.6,11874.9,3.73791,0.999996,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[12,1]",0.0773379,0.000675168,0.0593677,0.039404,0.0178983,0.0634613,0.184736,7044.04,10102.1,1.93651,1.00057,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[12,2]",0.796003,0.00367919,0.418346,0.43151,0.181726,0.756504,1.53092,11368.1,8075.12,3.12525,1.00022,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[12,3]",0.793138,0.00700027,0.630707,0.358537,0.176842,0.642189,1.93444,12206.3,7813.38,3.35568,1.00012,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[12,4]",0.0971959,0.00238757,0.22339,0.045484,0.00109811,0.0349113,0.350348,14930.7,11368.6,4.10465,1.00007,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[12,5]",1.52415,0.00433998,0.583834,0.57705,0.611837,1.50815,2.51733,18332.5,13400.6,5.03986,1.00002,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[13,1]",0.071396,0.000482595,0.0444949,0.0361849,0.0183704,0.0630479,0.153755,7100.26,8389.2,1.95196,1.00025,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[13,2]",1.21983,0.00506613,0.575151,0.543088,0.419329,1.14894,2.24336,11702.7,9994.88,3.21724,1.00002,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[13,3]",1.309,0.0076686,0.707312,0.493492,0.578058,1.12347,2.70104,12410.3,8113.17,3.41176,1.00011,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[13,4]",0.09602,0.00109921,0.136054,0.0604098,0.00153938,0.0466521,0.338644,15656.3,12834.6,4.30413,1.00027,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[13,5]",0.606829,0.0048306,0.627659,0.620108,-0.428961,0.601424,1.65836,17041.9,12599.0,4.68507,1.00027,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[14,1]",0.161436,0.00143332,0.103787,0.0833431,0.044568,0.136005,0.366535,4146.01,8861.14,1.1398,1.0004,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[14,2]",0.61474,0.00255529,0.293799,0.287739,0.177505,0.590102,1.13773,11877.6,9084.77,3.26532,0.999898,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[14,3]",0.528894,0.00636233,0.573135,0.309057,0.0643955,0.382113,1.43483,13884.3,8601.32,3.817,1.00029,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[14,4]",0.237509,0.00457176,0.449733,0.089048,0.000696682,0.0620106,0.933248,9437.62,12010.1,2.59454,1.00063,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[14,5]",1.33043,0.0044419,0.574308,0.563785,0.411989,1.31171,2.30587,16626.3,13088.7,4.57082,1.00008,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[15,1]",0.12579,0.000963409,0.0805845,0.0646832,0.0331355,0.106526,0.280982,5438.74,8169.7,1.49519,1.00002,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[15,2]",0.314428,0.00142112,0.189342,0.159431,0.0931837,0.274445,0.675404,16281.7,11759.9,4.47607,0.999958,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[15,3]",3.25512,0.0120503,1.4623,1.44488,1.24636,3.05316,5.92072,16211.8,11606.3,4.45685,1.00004,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[15,4]",1.93486,0.0106638,1.39676,1.19534,0.230181,1.62721,4.68184,18480.7,11106.0,5.0806,1.0,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[15,5]",1.54344,0.00386088,0.588309,0.575649,0.599315,1.52829,2.54881,23577.3,13845.3,6.48173,1.00008,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[16,1]",0.0715496,0.00078752,0.049691,0.0397102,0.0153845,0.060224,0.167664,3501.79,9000.08,0.962693,1.00102,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[16,2]",0.766786,0.00254704,0.334188,0.328311,0.281942,0.730688,1.36843,15543.1,11310.5,4.27301,0.999877,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[16,3]",2.88781,0.00908246,1.08179,1.03863,1.39709,2.75092,4.8764,15223.3,11483.7,4.1851,1.00006,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[16,4]",0.320216,0.00305219,0.334126,0.222039,0.021015,0.237387,0.882335,13284.8,11009.7,3.65219,1.00029,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[16,5]",2.94343,0.00584442,0.755083,0.736456,1.76957,2.89829,4.23591,17184.4,10985.5,4.72423,1.00021,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[17,1]",0.0603607,0.000371161,0.0329061,0.0302931,0.0167143,0.0551252,0.121688,7204.38,9690.34,1.98059,1.0005,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[17,2]",1.83788,0.00532241,0.689827,0.64194,0.856658,1.75206,3.09603,16029.9,12548.0,4.40686,1.00005,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[17,3]",2.37173,0.00796837,0.97445,0.91142,1.09092,2.21088,4.20082,17953.3,11934.0,4.93561,0.999911,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[17,4]",0.200538,0.00104596,0.135219,0.146488,0.0137947,0.189624,0.432499,15361.9,12104.9,4.22321,1.00016,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[17,5]",1.7973,0.0044471,0.670328,0.665978,0.726416,1.78082,2.92261,23032.9,12437.8,6.33208,1.00012,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[18,1]",0.102216,0.000789442,0.0687701,0.0513258,0.0260775,0.0858047,0.233804,7202.89,10638.5,1.98018,1.00037,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[18,2]",0.491354,0.00220481,0.279942,0.247692,0.151895,0.434994,1.03128,13699.6,12199.1,3.76622,0.999991,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[18,3]",2.96998,0.0126656,1.36269,1.29699,1.16702,2.76538,5.51976,13295.8,11404.5,3.65519,0.999888,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[18,4]",1.74585,0.00984607,1.21,0.964107,0.340702,1.45497,4.13031,17886.5,10791.2,4.91727,1.00004,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[18,5]",1.89071,0.00451567,0.661677,0.658975,0.845654,1.87033,3.02216,22094.1,11685.0,6.074,1.00018,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[19,1]",0.126605,0.000900186,0.075603,0.0639969,0.0354264,0.110651,0.271233,5961.62,8479.61,1.63893,1.00021,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[19,2]",0.53091,0.00182962,0.241176,0.234249,0.200911,0.498285,0.975252,15460.5,11986.4,4.25033,1.00009,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[19,3]",2.5733,0.00997852,1.1333,1.0547,1.07375,2.38527,4.70628,14563.4,10689.4,4.0037,1.00029,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[19,4]",0.192135,0.00223148,0.271207,0.121494,0.00486921,0.10021,0.65997,18984.1,12513.3,5.21899,0.999893,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[19,5]",0.239254,0.00383064,0.529295,0.52896,-0.62164,0.233553,1.11304,19230.0,14152.5,5.28661,1.00013,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[20,1]",0.10764,0.0013833,0.078146,0.0589456,0.0225073,0.0872823,0.261385,2476.76,7799.3,0.680896,1.00091,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[20,2]",0.323957,0.00109603,0.158273,0.144639,0.119577,0.296707,0.622232,19715.0,11061.6,5.41994,0.999961,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[20,3]",4.49791,0.0115447,1.47347,1.4294,2.32112,4.36713,7.11419,17194.8,12540.2,4.7271,1.00049,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[20,4]",2.88779,0.0118329,1.62396,1.50105,0.724825,2.62064,5.91111,21815.8,11866.2,5.99748,1.00042,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[20,5]",2.71982,0.00534311,0.789434,0.769695,1.50756,2.67446,4.07394,22735.2,11543.7,6.25022,1.00016,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[21,1]",0.0484135,0.000478366,0.0333403,0.0275579,0.00970028,0.0411511,0.11367,4638.73,8144.0,1.27525,1.00026,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[21,2]",3.85646,0.012639,1.67511,1.4803,1.72981,3.54776,6.96048,17767.6,13819.0,4.88458,0.999963,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[21,3]",1.96767,0.00841052,0.882153,0.777493,0.904865,1.78244,3.67366,12274.5,11972.3,3.37443,1.00049,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[21,4]",0.078034,0.00061621,0.0808367,0.0588774,0.00219938,0.0490657,0.25076,15788.9,12373.1,4.34059,1.00074,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[21,5]",2.00222,0.00663336,0.884099,0.844861,0.590085,1.969,3.51089,17967.2,12725.8,4.93943,1.00023,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[22,1]",0.111992,0.000751612,0.0735719,0.0555351,0.0306946,0.0943809,0.255312,9236.7,10014.2,2.5393,1.00021,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[22,2]",0.511635,0.0025122,0.326404,0.288798,0.115494,0.442388,1.13873,14391.1,9230.66,3.95632,1.00013,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[22,3]",2.46272,0.0107746,1.26838,1.15681,0.83403,2.24555,4.85476,16000.0,11129.9,4.39864,1.00017,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[22,4]",0.629024,0.00716587,0.79579,0.421231,0.0177323,0.388042,2.08542,18940.0,11276.9,5.20689,1.00012,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[22,5]",1.8701,0.00475926,0.728335,0.712485,0.712155,1.84169,3.08249,24041.7,11989.2,6.6094,0.999836,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[23,1]",0.0929526,0.000932214,0.0627941,0.0487569,0.0231667,0.0785973,0.209264,4032.72,9526.99,1.10865,1.00017,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[23,2]",0.359543,0.00112182,0.167218,0.153663,0.14162,0.331893,0.671896,20515.3,10904.5,5.63996,0.999993,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[23,3]",4.65957,0.0118797,1.48662,1.43731,2.47237,4.51987,7.30298,16674.4,11844.7,4.58404,1.0005,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[23,4]",3.02667,0.0116723,1.51968,1.39734,1.00823,2.78036,5.88405,20070.1,11370.9,5.51757,1.0003,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[23,5]",1.82676,0.00441718,0.655463,0.650946,0.793993,1.80364,2.93126,22544.2,12164.0,6.19773,1.00013,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[24,1]",0.088794,0.00113069,0.0618079,0.0483336,0.0193911,0.0743784,0.208371,2431.79,7567.51,0.668535,1.00065,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[24,2]",0.391342,0.00113192,0.167272,0.156522,0.166601,0.366065,0.707019,21225.6,11056.0,5.83523,0.999999,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[24,3]",4.83664,0.0118794,1.5078,1.48734,2.58959,4.72669,7.5604,16652.9,12277.2,4.57813,1.00012,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[24,4]",4.29249,0.0127442,1.7866,1.75347,1.76014,4.08015,7.52381,23145.4,11671.0,6.36301,0.999952,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
"natural[24,5]",2.90339,0.00576072,0.824955,0.804266,1.64457,2.84778,4.34007,21547.5,12808.0,5.92371,1.00084,N111_H7_zero_train,111,4,4000,3000,0.99,0,0,0.6411664940508935,True
