participant_id,run,model,parameter,age,mean,median,ci_low,ci_high,theta
sub-10647,H5_full_age,H5,theta,24,0.2757488821112124,0.2985787419,0.00705795078575,0.4558253225674999,0.3577455379390203
sub-10649,H5_full_age,H5,theta,63,12.29753707423322,12.077292985,6.200478486975,19.700999272499985,10.0
sub-10652,H5_full_age,H5,theta,70,8.779485201041586,8.359316223499999,2.63960400885,17.365416760749998,10.0
sub-10656,H5_full_age,H5,theta,21,0.1638050281706831,0.1507795519,0.000915470594015,0.418122101105,0.2589223499194654
sub-10661,H5_full_age,H5,theta,50,13.08344985517697,12.85379134,7.234708980100001,20.151041318,10.0
sub-10663,H5_full_age,H5,theta,22,0.367272531434014,0.3423986922,0.0044691444219,0.8959238322124982,0.3549454076766056
sub-10668,H5_full_age,H5,theta,37,5.904487832042392,5.074712764999999,1.03738729565,15.000403397499996,1.8310973289310437
sub-10673,H5_full_age,H5,theta,48,6.286372203494216,5.0854571545,0.1517246383325,17.76567246949999,7.656109173892755
sub-10674,H5_full_age,H5,theta,33,13.544957647633282,13.36853829,7.507666748325,20.749442218499997,10.0
sub-10677,H5_full_age,H5,theta,33,3.4289439014919125,1.93220314,0.52419245642,13.418770631999992,1.0411627834487924
sub-10685,H5_full_age,H5,theta,34,2.328572079158069,2.1504855535000003,1.1685044934500002,4.538695069475,1.9202286555714565
sub-10690,H5_full_age,H5,theta,56,6.334797414629293,5.483647035500001,0.4503478583875,16.60052911349998,1.3566291394743673
sub-10691,H5_full_age,H5,theta,58,12.531475850536282,12.32395109,6.419955334675,19.855794215999985,10.0
sub-10700,H5_full_age,H5,theta,23,1.1724928630782,1.117701477,0.7397496058274999,1.9200760561999992,1.0736279173395835
sub-10701,H5_full_age,H5,theta,27,0.1099621410238553,0.073535880555,0.00036151416151,0.3857210880449999,0.1699392049733147
sub-10713,H5_full_age,H5,theta,71,0.2335310326712413,0.1835151035,0.001283479938525,0.6733382856824996,0.2777532081430251
sub-10716,H5_full_age,H5,theta,69,6.447588208145568,5.3615258875,0.1383063800775,17.773589364749984,10.0
sub-10718,H5_full_age,H5,theta,28,12.55262809425003,12.34993886,6.606279038,19.7409808105,10.0
sub-10720,H5_full_age,H5,theta,33,5.314310436250073,4.201674541999999,1.1720419237750002,14.495881919249983,1.882665577796408
sub-10723,H5_full_age,H5,theta,21,2.4306403629692412,0.7954234622,0.01251715633,14.312220556249994,0.5173457812910899
sub-10741,H5_full_age,H5,theta,37,4.252832000227485,2.6720368365,0.6912599991325,14.392624497749996,1.3245205903447692
sub-10748,H5_full_age,H5,theta,33,9.499155966982688,9.1643107915,3.9540621723,17.038627356750002,10.0
sub-10767,H5_full_age,H5,theta,25,6.042989717496719,5.657594636000001,2.29936473135,12.02208584025,10.0
sub-10770,H5_full_age,H5,theta,64,9.626717618111057,9.364922389,1.945120100675,19.008501497499992,10.0
sub-10781,H5_full_age,H5,theta,37,2.687130765458819,2.4244784655,1.2384887438,5.655522336025,1.97553282089418
sub-10783,H5_full_age,H5,theta,51,0.5506272886673219,0.54754887165,0.4096257389925,0.7061441900825,0.5210974006809723
sub-10785,H5_full_age,H5,theta,61,0.2144177024557734,0.1675901106,0.0015651293743,0.6125404143849992,0.2569657065510098
sub-10794,H5_full_age,H5,theta,39,2.6072002729226607,1.368641329,0.2916204128549999,12.715496630249998,1.0358127053324906
sub-10800,H5_full_age,H5,theta,26,10.04442962124986,9.76087412,3.076646356825,18.661813495749996,10.0
sub-10801,H5_full_age,H5,theta,34,11.599947906283813,11.38450477,5.759747508749999,18.82317794125,10.0
sub-10802,H5_full_age,H5,theta,42,3.9716452254631567,2.419349626,0.5554018648,14.23935735124999,1.3304119928898628
sub-10803,H5_full_age,H5,theta,21,5.688123445415669,4.300284957500001,0.0347296818995,17.426255734999998,10.0
sub-10804,H5_full_age,H5,theta,25,10.127528457811655,9.834062828,4.2814098808250005,17.539732608249988,10.0
sub-10806,H5_full_age,H5,theta,27,1.8860397801543596,1.544682964,0.8237639564725,5.438153935224994,1.2404585609194172
sub-10807,H5_full_age,H5,theta,58,12.886216354215623,12.692431630000002,7.048125331325,19.980880451249988,10.0
sub-10809,H5_full_age,H5,theta,68,0.4407032236792815,0.44448974645,0.124504275765,0.7244123436324997,0.4376197401659988
sub-10810,H5_full_age,H5,theta,68,12.77465377707603,12.54731445,6.900573933475,19.843801426749984,10.0
sub-10812,H5_full_age,H5,theta,62,8.973081146677908,8.619015250499999,3.3968029363000003,16.582673479249987,10.0
sub-10817,H5_full_age,H5,theta,27,6.273632417931634,5.6009549165,2.058027173375,13.959180444999994,3.004185855388661
sub-10827,H5_full_age,H5,theta,23,5.377291739466938,4.128254789,0.9886614796525,15.157130256749983,1.4334669700436231
sub-10831,H5_full_age,H5,theta,25,8.695816207970656,8.287109207499999,2.030705889625,17.8224332095,10.0
sub-10834,H5_full_age,H5,theta,40,12.764747521820752,12.570111845,6.813897315675,19.865474342499997,10.0
sub-10836,H5_full_age,H5,theta,37,4.7830835053525185,2.907891264,0.037140885494,16.397706251,0.7167355066576758
sub-10838,H5_full_age,H5,theta,23,4.638940234434509,2.445499875,0.0213520679645,17.0144612265,0.0876544930696385
sub-10843,H5_full_age,H5,theta,27,0.2931802234577525,0.1411987538,0.0010323788288,0.9905334127549972,0.0743727164333237
sub-10850,H5_full_age,H5,theta,32,11.31067490370537,11.050743315,5.1044462008,18.956746492749996,10.0
sub-10854,H5_full_age,H5,theta,46,6.078424424489722,5.193486823000001,1.579935732375,14.7092493545,2.4237861880473313
sub-10857,H5_full_age,H5,theta,22,5.822920665173441,5.4142241635,2.153975779025,11.80558211599999,10.0
sub-10858,H5_full_age,H5,theta,80,9.200335846931438,8.8185145935,3.691545193775,16.82568767474999,10.0
sub-10860,H5_full_age,H5,theta,25,12.471906025649655,12.236107925,6.661938076425,19.65272806199999,10.0
sub-10862,H5_full_age,H5,theta,60,10.4002222387215,10.11921496,4.813721502225,17.657148706999998,10.0
sub-10863,H5_full_age,H5,theta,42,13.121890568772905,12.9256261,7.1770747213,20.170579619249988,10.0
sub-10866,H5_full_age,H5,theta,72,7.695294263136475,7.103419796500001,1.04635149175,17.781400712499988,8.645190398851014
sub-10875,H5_full_age,H5,theta,32,13.256891586874689,13.067993065,7.367719906325,20.17052038475,10.0
sub-10881,H5_full_age,H5,theta,62,0.1612989564158741,0.085317043615,0.0004129377914125,0.5246382267949993,0.222104446451155
sub-10886,H5_full_age,H5,theta,55,8.608130762856629,8.250270438000001,2.09707958635,17.186800727999998,10.0
sub-10887,H5_full_age,H5,theta,35,7.308491025221723,6.6558711795,1.247152180925,16.868081003999993,3.9027838710992047
sub-10896,H5_full_age,H5,theta,28,7.339317826425106,6.827202622,2.397666241325,15.123989121499994,10.0
sub-10897,H5_full_age,H5,theta,31,9.644675825443738,9.381870547,3.781357159725,17.136832981250002,10.0
sub-10898,H5_full_age,H5,theta,61,9.210392709755594,8.855502617500001,3.609414894125,16.958395765499997,10.0
sub-10908,H5_full_age,H5,theta,42,9.855523243230463,9.579485852,2.5967639232999997,18.73374492125,10.0
sub-10918,H5_full_age,H5,theta,24,0.6050355050866243,0.6007337252,0.40963612131,0.8195557755074995,0.6117884294295319
sub-10924,H5_full_age,H5,theta,32,12.780902987697065,12.590518405,6.7699486965,20.002324352,10.0
sub-10926,H5_full_age,H5,theta,35,1.0612100249295615,0.82542426105,0.4256517547425,3.2846234180499936,0.782045875681263
sub-10928,H5_full_age,H5,theta,55,0.538839165954562,0.5248570383,0.35255515673,0.8002482151074991,0.4938619014301739
sub-10929,H5_full_age,H5,theta,42,7.243444276826097,6.659498351,1.24684382065,16.305006506249995,2.8265376377365956
sub-10930,H5_full_age,H5,theta,49,9.14712205795625,8.811581593,3.723973183225,16.546355901749997,10.0
sub-10938,H5_full_age,H5,theta,58,10.640278697438688,10.36344553,4.87847529225,17.90837123199998,10.0
sub-10940,H5_full_age,H5,theta,22,8.554490624564716,8.157690713000001,1.2282768909,18.473327435999988,10.0
sub-10950,H5_full_age,H5,theta,24,9.34113051234196,9.0234722615,2.8634887429,17.88112011249999,10.0
sub-10951,H5_full_age,H5,theta,21,4.435729054719981,3.9275884535,1.43729040825,10.1081884025,10.0
sub-10952,H5_full_age,H5,theta,32,10.743731390104951,10.482373055,4.8367626874,18.066318078,10.0
sub-10953,H5_full_age,H5,theta,63,1.3736974604379968,1.2749436795,0.8037701173025,2.5166197824749994,1.0551046917654263
sub-10954,H5_full_age,H5,theta,46,1.8156758890576636,0.2942183794999999,0.0017717766097,14.128034783749987,0.0
sub-10956,H5_full_age,H5,theta,28,7.007688416211562,6.611606117,2.72992671025,13.406003782999996,10.0
sub-10958,H5_full_age,H5,theta,34,0.8653400745854182,0.7330583167,0.31893075213,1.9329026542749987,0.7266250411412337
sub-10969,H5_full_age,H5,theta,26,3.781268217703295,1.387412929,0.01879752794375,16.468141510749977,0.6241671274739872
sub-10974,H5_full_age,H5,theta,80,8.496869262552506,8.1729624335,1.49481851435,17.738165332249995,10.0
sub-10977,H5_full_age,H5,theta,41,1.533790092479389,1.1347316395,0.566230305715,5.971400602874989,0.8853919055648057
sub-10983,H5_full_age,H5,theta,24,0.3385839465682512,0.341293403,0.011146416595,0.6636718787174993,0.3919100411426198
sub-10984,H5_full_age,H5,theta,52,6.019718578964316,5.2775965835,1.94207189955,13.86625738074998,3.1316588566767334
sub-11005,H5_full_age,H5,theta,36,6.970910473289176,6.121889157,0.09369246071975,18.576054697999997,0.0
sub-11031,H5_full_age,H5,theta,23,1.036064788329927,0.63984917855,0.0288985477015,6.381092066949998,0.6618057897607212
