model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,participant_id,theta,theta_stranger,lapse,side_bias,rho,preference_stranger
M2_power,84,3,-27.791847584337457,61.583695168674915,61.88369516867491,68.87614556520485,0.4711518355984231,0.5226766584873147,True,100,100,8,rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.006533705662218943,0.0113724611293843,sub-10924,,,,,3.0,
M5_power,84,4,-27.460083944330542,62.920167888661084,63.42649700258514,72.64343508403434,0.4596749155662361,0.5283746794180915,True,100,100,13,theta;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0063366349236901294,0.01147460127505996,sub-10924,5.0,,,,3.0,
M5_kappa100,84,3,-51.592030558388835,109.18406111677767,109.48406111677767,116.47651151330761,0.062385098111353336,0.11390992100024488,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0072510725720613305,0.14934206116818907,sub-10924,5.0,,,,,
M4_ratingcentered,84,3,-55.14250281148401,116.28500562296801,116.58500562296801,123.57745601949796,0.0014059467738025046,0.052930769662694055,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.027371382701690924,0.08521158865295542,sub-10924,5.0,,,,,
preference,84,4,-29.161296661011928,66.32259332202386,66.82892243594792,76.0458605173971,0.43045668759178984,0.4991564514436453,True,100,100,90,alpha;preference_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.1799677251324372,sub-10924,4.883599339284478,,,,,5.0
M2_reset,42,2,-26.794320986200468,57.588641972400936,57.89633428009324,61.063981208967675,0.010918473986751883,0.07961823783860733,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.053305407457102945,0.5943891681636454,sub-10926,,,,,,
M5_reset,42,3,-18.578784728902928,43.157569457805856,43.789148405174274,48.370578312655965,0.2587712924571727,0.36182093823495576,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7193938976074357,sub-10926,0.7820458751471137,,,,,
M5_signed,42,3,-18.578784728902928,43.157569457805856,43.789148405174274,48.370578312655965,0.2587712924571727,0.36182093823495576,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7193938908939124,sub-10926,0.782045876675733,,,,,
M7_signed,42,4,-18.538411306601713,45.076822613203426,46.15790369428451,52.0275010863369,0.2258082328202373,0.3632077605239481,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.8952193992268582,sub-10926,0.755879587131787,0.08560872901918969,,,,
M4_signed,42,3,-21.702056088478695,49.40411217695739,50.03569112432581,54.6171210318075,0.15148729003311337,0.2545369358108964,True,100,100,74,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.012568022308711626,3.9246801175718837,sub-10926,0.7241608613229958,,,,,
M2_lapse,42,3,-26.753344020315932,59.506688040631865,60.13826698800028,64.71969689548197,-0.02202385399935925,0.08102579177842384,True,100,100,99,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06651087655427579,0.8168765525497882,sub-10926,,,0.2,,,
M5_lapse,42,4,-15.770904804165953,39.5418096083319,40.62289068941298,46.49248808146538,0.32087175440814286,0.45827128211185364,True,100,100,6,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.31105604588611585,20.0,sub-10926,4.564586873573883,,0.2,,,
M2_side,42,3,-25.87418365423574,57.74836730847148,58.3799462558399,62.96137616332159,0.008175200769450733,0.11122484654723386,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06320371608022111,0.5666058416624459,sub-10926,,,,-0.4513564238259478,,
M5_side,42,4,-18.48785696830881,44.97571393661762,46.056795017698704,51.926392409751095,0.22754476837144186,0.36494429607515266,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.6705178423679679,sub-10926,0.7849226719830827,,,-0.17913604050055512,,
M2_power,42,3,-26.75738313595868,59.51476627191736,60.14634521928578,64.72777512676747,-0.022162597144772797,0.08088704863301033,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05429819801815332,0.6981927104539777,sub-10926,,,,,0.8000284337444434,
M5_power,42,4,-18.20671515301601,44.41343030603202,45.4945113871131,51.36410877916549,0.23720195653119058,0.37460148423490136,True,100,100,96,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.269494427771877,sub-10926,0.616575575989424,,,,0.7577059279394214,
M5_kappa100,42,3,-18.578784728902924,43.15756945780585,43.78914840517427,48.37057831265595,0.2587712924571728,0.36182093823495587,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7193938985685984,sub-10926,0.7820458739943744,,,,,
M4_ratingcentered,42,3,-21.688062731779727,49.376125463559454,50.00770441092787,54.58913431840956,0.1519679601834703,0.25501760596125345,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03841170550236305,1.0709555349868218,sub-10926,1.4021253084667122,,,,,
preference,42,4,-18.538411306601716,45.07682261320343,46.157903694284514,52.027501086336905,0.22580823282023718,0.363207760523948,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.895219399846958,sub-10926,0.3779397940187311,,,,,0.04280436553496687
M2_reset,41,2,-15.919086355816667,35.838172711633334,36.153962185317546,39.26531684504195,0.36946885310249283,0.43984422095073494,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3339224941986171,1.576300099518737,sub-10928,,,,,,
M5_reset,41,3,-6.456114548057439,18.912229096114878,19.560877744763527,24.0529452962278,0.6672612301326719,0.7728242819050352,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.049504691304121044,8.839368021278643,sub-10928,0.4938619013113897,,,,,
M5_signed,41,3,-6.456114548057437,18.912229096114874,19.560877744763523,24.052945296227797,0.6672612301326721,0.7728242819050353,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.049504693015596325,8.839367912874355,sub-10928,0.49386190313029427,,,,,
M7_signed,41,4,-6.3628688672391025,20.725737734478205,21.836848845589316,27.580026001295437,0.635354645752476,0.7761053814489602,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07301754885546843,6.191910542511871,sub-10928,0.49773869523225567,-5.0,,,,
M4_signed,41,3,-6.645130261013557,19.290260522027115,19.938909170675764,24.430976722140038,0.6606102049684798,0.7661732567408428,True,100,99,98,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.01998108265215138,20.0,sub-10928,0.4948986365108403,,,,,
M2_lapse,41,3,-15.919086355816669,37.838172711633334,38.48682136028198,42.97888891174626,0.33428116917837175,0.43984422095073483,True,100,100,100,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.33392249459622847,1.5763000939566185,sub-10928,,,0.0,,,
M5_lapse,41,4,-6.456114548057443,20.912229096114885,22.023340207225996,27.76651736293212,0.6320735462085508,0.772824281905035,True,100,100,46,lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04950469261740043,8.839367910299059,sub-10928,0.4938619030464987,,0.0,,,
M2_side,41,3,-14.97199872948092,35.94399745896184,36.592646107610484,41.084713659074765,0.3676069892223201,0.4731700409946833,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.31624134768559764,1.8191388691389874,sub-10928,,,,-0.6813176840347551,,
M5_side,41,4,-0.9322276303276715,9.864455260655344,10.975566371766455,16.718743527472576,0.8264463331022132,0.9671970687986975,True,100,100,99,kappa;side_bias,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07076595081217561,20.0,sub-10928,0.49332358220425204,,,-5.0,,
M2_power,41,3,-15.911805828492257,37.82361165698451,38.47226030563316,42.96432785709744,0.3345373540726641,0.4401004058450272,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3544512513363788,1.6582682196891905,sub-10928,,,,,0.9558688387410403,
M5_power,41,4,-0.7596160888431205,9.519232177686241,10.630343288797352,16.373520444503473,0.8325201334656269,0.9732708691621113,True,100,100,99,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0780989155473076,20.0,sub-10928,0.3632801124724469,,,,0.6524189838916641,
M5_kappa100,41,3,-6.456114548057441,18.91222909611488,19.56087774476353,24.052945296227804,0.6672612301326718,0.772824281905035,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.049504692246898324,8.839367934956224,sub-10928,0.49386190266544294,,,,,
M4_ratingcentered,41,3,-6.456114548057441,18.91222909611488,19.56087774476353,24.052945296227804,0.6672612301326718,0.772824281905035,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04950468767109753,8.839368486416372,sub-10928,0.4938619019510546,,,,,
preference,41,4,-6.25118451233948,20.50236902467896,21.61348013579007,27.35665729149619,0.6392845595319534,0.7800352952284375,True,100,100,100,preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09584151995094801,6.2857070395982655,sub-10928,0.2523582536979866,,,,,-5.0
M2_reset,42,2,-28.52387038014517,61.04774076029034,61.355433067982645,64.52307999685708,-0.04849134348030842,0.02020842037154702,True,100,100,96,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.09331179026305846,sub-10929,,,,,,
M5_reset,42,3,-25.39911761467942,56.79823522935884,57.429814176727255,62.01124408420894,0.024493663135228452,0.12754330891301158,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2390693314263012,0.2385290928518014,sub-10929,2.826537564842715,,,,,
M5_signed,42,3,-25.39911761467942,56.79823522935884,57.429814176727255,62.01124408420894,0.024493663135228452,0.12754330891301158,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23906932725990668,0.23852909798419547,sub-10929,2.8265374599856443,,,,,
M7_signed,42,4,-25.293522723677423,58.587045447354846,59.66812652843593,65.53772392048832,-0.006229046752799489,0.13117048095091133,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.24522955394774495,0.15801707899862075,sub-10929,4.08237505501829,-0.8669372780266965,,,,
M4_signed,42,3,-22.943666171831133,51.887332343662266,52.51891129103068,57.10034119851237,0.10883813027191588,0.211887776049699,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13122421011909327,1.2729792144623655,sub-10929,1.008358229480049,,,,,
M2_lapse,42,3,-28.518557481171406,63.03711496234281,63.66869390971123,68.25012381719291,-0.08265872795380298,0.02039091782398017,True,100,100,96,alpha;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.11986623742804667,sub-10929,,,0.2,,,
M5_lapse,42,4,-24.179508373255896,56.35901674651179,57.44009782759287,63.30969521964526,0.03203721464796902,0.16943674235167983,True,100,100,100,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4403121893235001,0.5647125146779111,sub-10929,5.0,,0.2,,,
M2_side,42,3,-28.481200294623815,62.96240058924763,63.59397953661605,68.17540944409774,-0.08137551300680836,0.02167413277097474,True,100,100,96,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.09321027797599996,sub-10929,,,,-0.09147484804543399,,
M5_side,42,4,-25.397105189642883,58.794210379285765,59.875291460366846,65.74488885241924,-0.009787092228309443,0.12761243547540135,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23902938208167987,0.23498210255007368,sub-10929,2.86524736265594,,,-0.021850557460296915,,
M2_power,42,3,-28.14413937647949,62.28827875295898,62.9198577003274,67.50128760780909,-0.06979751026670603,0.033252135511077086,True,100,100,26,kappa;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.6133519076273422,0.0009795010563249716,sub-10929,,,,,3.0,
M5_power,42,4,-24.641215060443088,57.282430120886175,58.363511201967256,64.23310859401965,0.016177644458677743,0.15357717216238853,True,100,100,100,rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.20696673394856566,1.121672561184034,sub-10929,0.68492157562043,,,,0.2,
M5_kappa100,42,3,-25.39911761467942,56.79823522935884,57.429814176727255,62.01124408420894,0.024493663135228452,0.12754330891301158,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2390693317159278,0.2385290907613741,sub-10929,2.8265375631177356,,,,,
M4_ratingcentered,42,3,-25.39911761467942,56.79823522935884,57.429814176727255,62.01124408420894,0.024493663135228452,0.12754330891301158,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23906933152784196,0.23852908938429207,sub-10929,2.8265375818992693,,,,,
preference,42,4,-24.904547023791007,57.809094047582015,58.890175128663095,64.75977252071549,0.007132222610353982,0.14453175031406473,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.06698407339118248,sub-10929,5.0,,,,,-1.9460249933783254
M2_reset,83,2,-57.53130340052666,119.06260680105332,119.21260680105333,123.90028801664651,-0.03476525534453131,-1.519419495998875e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6294084373562651,1e-05,sub-10930,,,,,,
M5_reset,83,3,-44.782333837471,95.564667674942,95.86846514329643,102.82118949833179,0.16945378229614064,0.22159938618369357,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1357935654881126,0.27485141187470385,sub-10930,5.0,,,,,
M5_signed,83,3,-44.58006134444456,95.16012268888912,95.46392015724355,102.4166445122789,0.17296965606237552,0.22511525994992843,True,100,100,100,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1340306222211892,0.27852489696047594,sub-10930,5.0,,,,,
M7_signed,83,4,-42.17675407356766,92.35350814713532,92.86632865995583,102.02887057832172,0.19736175775559878,0.2668892296056693,True,100,100,100,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1082577091677479,0.3274346058009203,sub-10930,5.0,1.037571393713489,,,,
M4_signed,83,3,-45.00138253516944,96.00276507033888,96.30656253869331,103.25928689372867,0.16564630675538491,0.2177919106429378,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5013808556587901,sub-10930,2.037464125120643,,,,,
M2_lapse,83,3,-57.531297799905126,121.06259559981025,121.36639306816468,128.31911742320005,-0.05214702595778492,-1.422070232015571e-06,True,100,100,100,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5239547375978666,1e-05,sub-10930,,,0.2,,,
M5_lapse,83,4,-44.58006134444456,97.16012268888912,97.67294320170963,106.8354851200755,0.15558778809985788,0.22511525994992843,True,100,100,100,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13403061513423706,0.2785249062570871,sub-10930,5.0,,0.0,,,
M2_side,83,3,-57.525294237163834,121.05058847432767,121.3543859426821,128.30711029771746,-0.0520426728229111,0.00010293106464176471,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.512907643057035,1e-05,sub-10930,,,,-0.024097130447546626,,
M5_side,83,4,-44.575907809395915,97.15181561879183,97.66463613161234,106.82717804997822,0.1556599842976511,0.22518745614772162,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13325795484802058,0.27898293766716203,sub-10930,5.0,,,-0.023363833198658278,,
M2_power,83,3,-55.771166291692914,117.54233258338583,117.84613005174026,124.79885440677562,-0.021552652485373244,0.030592951402179658,True,100,100,4,kappa;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1928705949762313,0.0014438149024265468,sub-10930,,,,,3.0,
M5_power,83,4,-43.28241758601148,94.56483517202297,95.07765568484348,104.24019760320937,0.17814326057132673,0.24767073242139725,True,100,100,98,rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16835686273765144,0.4733431623731587,sub-10930,3.5317614548706158,,,,0.2,
M5_kappa100,83,3,-44.58006134444455,95.1601226888891,95.46392015724354,102.41664451227889,0.17296965606237563,0.22511525994992854,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13403060818009152,0.27852490329685553,sub-10930,5.0,,,,,
M4_ratingcentered,83,3,-48.810228372105485,103.62045674421097,103.9242542125654,110.87697856760076,0.09944145132817764,0.15158705521573057,True,100,100,92,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0578653113332437,0.10016775580299966,sub-10930,5.0,,,,,
preference,83,4,-42.490082112728345,92.98016422545669,93.4929847382772,102.65552665664308,0.19191553114995316,0.26144300300002365,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18917047865027908,0.2794025090539501,sub-10930,2.722397657642019,,,,,0.6597080109252974
M2_reset,83,2,-57.5313637197404,119.0627274394808,119.2127274394808,123.90040865507399,-0.0347663038051401,-2.5678801047757105e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5276687820573358,1e-05,sub-10938,,,,,,
M5_reset,83,3,-46.276234789320796,98.55246957864159,98.85626704699602,105.80899140203138,0.14348699320200808,0.19563259708956093,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19913570417706042,0.2511735340130947,sub-10938,5.0,,,,,
M5_signed,83,3,-46.51816473960774,99.03632947921548,99.34012694756991,106.29285130260527,0.13928179874994195,0.1914274026374948,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14746378112165687,0.23802163171506086,sub-10938,5.0,,,,,
M7_signed,83,4,-39.67958973167798,87.35917946335596,87.87199997617647,97.03454189454234,0.24076713862703242,0.31029461047710294,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1627570108199839,0.3172055020747985,sub-10938,5.0,2.22146063144719,,,,
M4_signed,83,3,-37.95030727884971,81.90061455769941,82.20441202605384,89.1571363810892,0.28820716585450973,0.34035276974206263,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.036695778441888705,2.6425982611655607,sub-10938,1.1772002924444525,,,,,
M2_lapse,83,3,-57.531342653684895,121.06268530736979,121.36648277572422,128.3192071307596,-0.05214780560026249,-2.20171270970404e-06,True,100,100,99,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5304668078516505,1e-05,sub-10938,,,0.2,,,
M5_lapse,83,4,-46.51816473960775,101.0363294792155,101.549149992036,110.7116919104019,0.1218999307874242,0.1914274026374947,True,100,100,100,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1474637763025134,0.23802163360642056,sub-10938,5.0,,0.0,,,
M2_side,83,3,-57.52535059289908,121.05070118579816,121.3544986541526,128.30722300918796,-0.05204365239086008,0.00010195149669278702,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5329127535807229,1e-05,sub-10938,,,,-0.02409656244532252,,
M5_side,83,4,-46.45572403291321,100.91144806582642,101.42426857864693,110.5868104970128,0.12298526690667495,0.19251273875674546,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1536411688663434,0.2405029512736047,sub-10938,5.0,,,0.08888777649003075,,
M2_power,83,3,-49.650738329226336,105.30147665845267,105.6052741268071,112.55799848184246,0.08483181823232165,0.13697742211987451,True,100,100,8,rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.22686927262821366,0.003199627761095272,sub-10938,,,,,3.0,
M5_power,83,4,-44.25496416543189,96.50992833086379,97.0227488436843,106.18529076205019,0.161238584340443,0.2307660561905135,True,100,100,91,theta;rho,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0007740820854779957,0.2940925718204472,sub-10938,5.0,,,,0.2,
M5_kappa100,83,3,-46.518164739607755,99.03632947921551,99.34012694756994,106.2928513026053,0.1392817987499417,0.19142740263749458,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14746378325714898,0.23802163287624556,sub-10938,5.0,,,,,
M4_ratingcentered,83,3,-46.51816473960775,99.0363294792155,99.34012694756993,106.29285130260529,0.13928179874994184,0.1914274026374947,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1474637815654108,0.23802163193769477,sub-10938,5.0,,,,,
preference,83,4,-37.622370154834,83.244740309668,83.75756082248851,92.92010274085439,0.27652545768164083,0.3460529295317113,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5184026960262584,0.2579389029547466,sub-10938,3.5193381556749435,,,,,1.3275010526020143
M2_reset,84,2,-58.22442501432041,120.44885002864082,120.59699817678897,125.31048362632745,-0.03435094414939636,-1.0622234687396315e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7187097468790961,1e-05,sub-10940,,,,,,
M5_reset,84,3,-57.584581080342126,121.16916216068425,121.46916216068425,128.46161255721418,-0.04053660332077264,0.010988219568118907,True,100,100,74,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2834453220759273,0.036133919904960274,sub-10940,5.0,,,,,
M5_signed,84,3,-57.50083995557158,121.00167991114316,121.30167991114315,128.2941303076731,-0.039098354446666296,0.01242646844222528,True,100,100,69,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3075962189396773,0.04013061026455026,sub-10940,5.0,,,,,
M7_signed,84,4,-56.20377577531965,120.4075515506393,120.91388066456335,130.13081874601255,-0.03399629468862815,0.034703469163227196,True,100,100,90,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4857954938251017,0.05234988475446435,sub-10940,4.255879447041664,5.0,,,,
M4_signed,84,3,-50.617440101828734,107.23488020365747,107.53488020365747,114.52733060018741,0.07912363166584105,0.13064845455473262,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3579831208531977,0.13129899117550345,sub-10940,5.0,,,,,
M2_lapse,84,3,-58.2244073705028,122.4488147410056,122.7488147410056,129.74126513753555,-0.051525582080834444,-7.591919428673322e-07,True,100,100,100,kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7440583590746357,1e-05,sub-10940,,,0.2,,,
M5_lapse,84,4,-57.469541728594564,122.93908345718913,123.44541257111318,132.6623506525624,-0.055735750209054476,0.012964013642800976,True,100,100,87,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3251960711327907,0.05530396737977335,sub-10940,5.0,,0.2,,,
M2_side,84,3,-56.28083748468979,118.56167496937958,118.86167496937958,125.85412536590952,-0.018144884034601568,0.033379938854290025,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6335719572012933,1e-05,sub-10940,,,,-0.4353153463223532,,
M5_side,84,4,-55.82973426902417,119.65946853804834,120.1657976519724,129.3827357334216,-0.02757215390030527,0.04112760995155018,True,100,100,82,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.25356193593587834,0.03320754649840668,sub-10940,5.0,,,-0.4098439947016707,,
M2_power,84,3,-55.03036258738311,116.06072517476622,116.36072517476622,123.35317557129616,0.003331948502308963,0.05485677139120049,True,100,100,6,kappa;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.44207635267673795,0.0018035268968315042,sub-10940,,,,,3.0,
M5_power,84,4,-55.02424992178037,118.04849984356073,118.55482895748479,127.77176703893399,-0.013738007789801443,0.054961756062054,True,100,100,5,kappa;theta;rho,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.43994973281630734,0.001787360882466797,sub-10940,5.0,,,,3.0,
M5_kappa100,84,3,-57.500839955571585,121.00167991114317,121.30167991114317,128.2941303076731,-0.03909835444666642,0.01242646844222517,True,100,100,75,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.30759622625423966,0.040130610704054534,sub-10940,5.0,,,,,
M4_ratingcentered,84,3,-52.67409323465928,111.34818646931856,111.64818646931856,118.6406368658485,0.043800735528181756,0.09532555841707335,True,100,100,90,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1742285317443199,0.22949589794534442,sub-10940,5.0,,,,,
preference,84,4,-56.694552615006664,121.38910523001333,121.89543434393738,131.11237242538658,-0.042425357936242615,0.02627440591561281,True,100,100,89,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6729668233465708,0.036120400922101774,sub-10940,3.5971447997704344,,,,,2.037802580736999
M2_reset,84,2,-58.22441318226037,120.44882636452074,120.5969745126689,125.31045996220737,-0.03435074093446371,-8.590085360804522e-07,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10950,,,,,,
M5_reset,84,3,-54.31489543620649,114.62979087241298,114.92979087241298,121.92224126894293,0.015620054584707312,0.06714487747359887,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.582934322313272,0.08911870684165751,sub-10950,5.0,,,,,
M5_signed,84,3,-54.204134607299984,114.40826921459997,114.70826921459997,121.70071961112991,0.01752236528218551,0.06904718817107702,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6368402136765183,0.08436817538863384,sub-10950,5.0,,,,,
M7_signed,84,4,-52.1713470437865,112.342694087573,112.84902320149705,122.06596128294625,0.03526043071281293,0.10396019456466832,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1622929953739385,0.1083900897921046,sub-10950,5.0,3.1788660319246818,,,,
M4_signed,84,3,-50.090475256973065,106.18095051394613,106.48095051394613,113.47340091047607,0.08817422176579458,0.13969904465468608,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11737161371236644,0.22740021298050722,sub-10950,3.629353904827323,,,,,
M2_lapse,84,3,-58.2244151772714,122.4488303545428,122.7488303545428,129.74128075107274,-0.05152571616162427,-8.932727326715906e-07,True,100,100,100,alpha;kappa;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,1e-05,sub-10950,,,0.2,,,
M5_lapse,84,4,-54.20413460729999,116.40826921459998,116.91459832852404,126.13153640997324,0.00034742431922153716,0.06904718817107691,True,100,100,99,theta;lapse,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6368402146421593,0.08436817539496727,sub-10950,5.0,,0.0,,,
