sample,metric,model,participant_id,delta
rating_complete_secondary,AIC,M6,sub-10875,42.96039286296231
rating_complete_secondary,AIC,M6,sub-10881,3.404655759595485
rating_complete_secondary,AIC,M6,sub-10887,10.613082114422753
rating_complete_secondary,AIC,M6,sub-10896,15.602034023600922
rating_complete_secondary,AIC,M6,sub-10897,3.318762732518806
rating_complete_secondary,AIC,M6,sub-10898,3.7257288389660204
rating_complete_secondary,AIC,M6,sub-10908,8.143949950012399
rating_complete_secondary,AIC,M6,sub-10918,11.738713670286373
rating_complete_secondary,AIC,M6,sub-10924,50.75694936244594
rating_complete_secondary,AIC,M6,sub-10926,10.246411622924342
rating_complete_secondary,AIC,M6,sub-10928,8.657453656476601
rating_complete_secondary,AIC,M6,sub-10929,12.447615557291016
rating_complete_secondary,AIC,M6,sub-10930,8.137265500912008
rating_complete_secondary,AIC,M6,sub-10938,7.326676207440414
rating_complete_secondary,AIC,M6,sub-10940,11.1974726010977
rating_complete_secondary,AIC,M6,sub-10950,4.734408035330446
rating_complete_secondary,AIC,M6,sub-10951,69.0955285868548
rating_complete_secondary,AIC,M6,sub-10952,14.18541988678055
rating_complete_secondary,AIC,M6,sub-10953,67.63472866665089
rating_complete_secondary,AIC,M6,sub-10954,1.296687409814652
rating_complete_secondary,AIC,M6,sub-10956,29.640996651045242
rating_complete_secondary,AIC,M6,sub-10958,10.640413837439738
rating_complete_secondary,AIC,M6,sub-10969,5.262761109970398
rating_complete_secondary,AIC,M6,sub-10974,1.1924590449714785
rating_complete_secondary,AIC,M6,sub-10983,2.7912905335374774
rating_complete_secondary,AIC,M6,sub-10984,17.777445274643043
rating_complete_secondary,AIC,M6,sub-11005,4.8093760374732
rating_complete_secondary,AIC,M6,sub-11031,8.914809295161561
rating_complete_secondary,AIC,M7,sub-10317,2.451544989621155
rating_complete_secondary,AIC,M7,sub-10402,2.4204972337614947
rating_complete_secondary,AIC,M7,sub-10418,1.1017088144611478
rating_complete_secondary,AIC,M7,sub-10462,1.053222322323201
rating_complete_secondary,AIC,M7,sub-10486,31.509217398849593
rating_complete_secondary,AIC,M7,sub-10529,2.986314137160761
rating_complete_secondary,AIC,M7,sub-10541,11.708746625249148
rating_complete_secondary,AIC,M7,sub-10555,9.249839937338258
rating_complete_secondary,AIC,M7,sub-10559,14.73172412830153
rating_complete_secondary,AIC,M7,sub-10572,13.078520074421306
rating_complete_secondary,AIC,M7,sub-10584,3.902404405965868
rating_complete_secondary,AIC,M7,sub-10585,1.4815475065411192
rating_complete_secondary,AIC,M7,sub-10589,1.0722890739810538
rating_complete_secondary,AIC,M7,sub-10590,0.0
rating_complete_secondary,AIC,M7,sub-10596,2.008292234936789
rating_complete_secondary,AIC,M7,sub-10603,2.0
rating_complete_secondary,AIC,M7,sub-10606,39.37911029822345
rating_complete_secondary,AIC,M7,sub-10608,1.9338591538588652
rating_complete_secondary,AIC,M7,sub-10617,2.7981170326182863
rating_complete_secondary,AIC,M7,sub-10636,22.87181496349112
rating_complete_secondary,AIC,M7,sub-10638,46.86906976086197
rating_complete_secondary,AIC,M7,sub-10640,1.9999999999999858
rating_complete_secondary,AIC,M7,sub-10641,2.0
rating_complete_secondary,AIC,M7,sub-10642,0.6542509325200001
rating_complete_secondary,AIC,M7,sub-10644,2.1479955984839734
rating_complete_secondary,AIC,M7,sub-10647,1.9587527381463161
rating_complete_secondary,AIC,M7,sub-10649,35.22205623979403
rating_complete_secondary,AIC,M7,sub-10652,7.662533054894823
rating_complete_secondary,AIC,M7,sub-10656,4.223564066750157
rating_complete_secondary,AIC,M7,sub-10661,38.60098049991481
rating_complete_secondary,AIC,M7,sub-10663,6.877500267276446
rating_complete_secondary,AIC,M7,sub-10668,1.6116959386919802
rating_complete_secondary,AIC,M7,sub-10673,6.866516565970755
rating_complete_secondary,AIC,M7,sub-10674,61.01843479769916
rating_complete_secondary,AIC,M7,sub-10677,2.0000000000000426
rating_complete_secondary,AIC,M7,sub-10685,0.0
rating_complete_secondary,AIC,M7,sub-10690,2.6634332532884244
rating_complete_secondary,AIC,M7,sub-10691,37.12182752736377
rating_complete_secondary,AIC,M7,sub-10701,3.365579472314252
rating_complete_secondary,AIC,M7,sub-10713,14.232734112940605
rating_complete_secondary,AIC,M7,sub-10716,6.980859219603985
rating_complete_secondary,AIC,M7,sub-10718,53.51846776349638
rating_complete_secondary,AIC,M7,sub-10720,0.0
rating_complete_secondary,AIC,M7,sub-10723,5.415632688560677
rating_complete_secondary,AIC,M7,sub-10741,6.197322296598273
rating_complete_secondary,AIC,M7,sub-10748,16.23629925242669
rating_complete_secondary,AIC,M7,sub-10767,1.256004088912988
rating_complete_secondary,AIC,M7,sub-10770,14.244911865444479
rating_complete_secondary,AIC,M7,sub-10781,6.263474129177119
rating_complete_secondary,AIC,M7,sub-10783,4.642310934479461
rating_complete_secondary,AIC,M7,sub-10785,5.087225065947962
rating_complete_secondary,AIC,M7,sub-10794,2.331345736680163
rating_complete_secondary,AIC,M7,sub-10800,23.070617201264696
rating_complete_secondary,AIC,M7,sub-10801,9.692016563431494
rating_complete_secondary,AIC,M7,sub-10802,2.076502205421619
rating_complete_secondary,AIC,M7,sub-10804,0.0
rating_complete_secondary,AIC,M7,sub-10806,8.324219101719379
rating_complete_secondary,AIC,M7,sub-10807,33.74211540478278
rating_complete_secondary,AIC,M7,sub-10809,1.6566171743942277
rating_complete_secondary,AIC,M7,sub-10810,25.359449438009555
rating_complete_secondary,AIC,M7,sub-10812,0.0
rating_complete_secondary,AIC,M7,sub-10817,1.1590881634751469
rating_complete_secondary,AIC,M7,sub-10827,2.1771975958160965
rating_complete_secondary,AIC,M7,sub-10831,4.209166761463152
rating_complete_secondary,AIC,M7,sub-10834,46.83808569188584
rating_complete_secondary,AIC,M7,sub-10838,7.3637810520325075
rating_complete_secondary,AIC,M7,sub-10843,3.334501179778698
rating_complete_secondary,AIC,M7,sub-10850,14.657796922202365
rating_complete_secondary,AIC,M7,sub-10854,2.0
rating_complete_secondary,AIC,M7,sub-10857,1.2801496925843594
rating_complete_secondary,AIC,M7,sub-10858,1.9622783633710696
rating_complete_secondary,AIC,M7,sub-10860,18.825299222999334
rating_complete_secondary,AIC,M7,sub-10862,0.0
rating_complete_secondary,AIC,M7,sub-10863,21.070102702610647
rating_complete_secondary,AIC,M7,sub-10866,4.241340901463957
rating_complete_secondary,AIC,M7,sub-10875,44.96039286296228
rating_complete_secondary,AIC,M7,sub-10881,5.149674498951853
rating_complete_secondary,AIC,M7,sub-10887,12.547459430453088
rating_complete_secondary,AIC,M7,sub-10896,2.0
rating_complete_secondary,AIC,M7,sub-10897,2.210961314024452
rating_complete_secondary,AIC,M7,sub-10898,5.3192569501771345
rating_complete_secondary,AIC,M7,sub-10908,10.143949950012399
rating_complete_secondary,AIC,M7,sub-10918,0.0
rating_complete_secondary,AIC,M7,sub-10924,52.75694936244595
rating_complete_secondary,AIC,M7,sub-10926,1.919253155397577
rating_complete_secondary,AIC,M7,sub-10928,2.0
rating_complete_secondary,AIC,M7,sub-10929,10.217465255600878
rating_complete_secondary,AIC,M7,sub-10930,0.0
rating_complete_secondary,AIC,M7,sub-10938,5.45856490565653
rating_complete_secondary,AIC,M7,sub-10940,13.172671346981843
rating_complete_secondary,AIC,M7,sub-10950,6.161743573626879
rating_complete_secondary,AIC,M7,sub-10951,3.1287693276776594
rating_complete_secondary,AIC,M7,sub-10952,13.169410045645542
rating_complete_secondary,AIC,M7,sub-10953,1.9999999999999964
rating_complete_secondary,AIC,M7,sub-10954,0.0
rating_complete_secondary,AIC,M7,sub-10956,0.0
rating_complete_secondary,AIC,M7,sub-10958,1.9999999999999858
rating_complete_secondary,AIC,M7,sub-10969,7.247403537368896
rating_complete_secondary,AIC,M7,sub-10974,3.1924590449714714
rating_complete_secondary,AIC,M7,sub-10983,1.7124939668061785
rating_complete_secondary,AIC,M7,sub-10984,1.2987626344745706
rating_complete_secondary,AIC,M7,sub-11005,4.778855518486125
rating_complete_secondary,AIC,M7,sub-11031,5.739895148794687
rating_complete_secondary,AIC,M8,sub-10317,26.077598976024987
rating_complete_secondary,AIC,M8,sub-10402,4.744380463434297
rating_complete_secondary,AIC,M8,sub-10418,30.29876054353072
rating_complete_secondary,AIC,M8,sub-10462,1.9274285649991327
rating_complete_secondary,AIC,M8,sub-10486,29.312988126239418
rating_complete_secondary,AIC,M8,sub-10529,2.5318595597675397
rating_complete_secondary,AIC,M8,sub-10541,4.289372761576715
rating_complete_secondary,AIC,M8,sub-10555,0.0
rating_complete_secondary,AIC,M8,sub-10559,12.332781331158543
rating_complete_secondary,AIC,M8,sub-10572,6.836006780158911
rating_complete_secondary,AIC,M8,sub-10584,1.5243184170658282
rating_complete_secondary,AIC,M8,sub-10585,8.955675415768894
rating_complete_secondary,AIC,M8,sub-10589,9.930204841585066
rating_complete_secondary,AIC,M8,sub-10590,43.27233104955923
rating_complete_secondary,AIC,M8,sub-10596,19.194199724713116
rating_complete_secondary,AIC,M8,sub-10603,13.79229072951803
rating_complete_secondary,AIC,M8,sub-10606,18.483962730394612
rating_complete_secondary,AIC,M8,sub-10608,46.954637978288005
rating_complete_secondary,AIC,M8,sub-10617,5.117680338554756
rating_complete_secondary,AIC,M8,sub-10636,18.693256517691736
rating_complete_secondary,AIC,M8,sub-10638,27.606101989834173
rating_complete_secondary,AIC,M8,sub-10640,10.111050268894516
rating_complete_secondary,AIC,M8,sub-10641,21.078319833166873
rating_complete_secondary,AIC,M8,sub-10642,76.81394989685755
rating_complete_secondary,AIC,M8,sub-10644,60.98494852547289
rating_complete_secondary,AIC,M8,sub-10647,8.225769005948003
rating_complete_secondary,AIC,M8,sub-10649,22.868933392678898
rating_complete_secondary,AIC,M8,sub-10652,10.059235215846158
rating_complete_secondary,AIC,M8,sub-10656,15.011438923953975
rating_complete_secondary,AIC,M8,sub-10661,14.70995808005489
rating_complete_secondary,AIC,M8,sub-10663,8.317239308729029
rating_complete_secondary,AIC,M8,sub-10668,4.08948998397512
rating_complete_secondary,AIC,M8,sub-10673,5.997954667358485
rating_complete_secondary,AIC,M8,sub-10674,36.47317665918452
rating_complete_secondary,AIC,M8,sub-10677,7.003501581934003
rating_complete_secondary,AIC,M8,sub-10685,39.82621967476155
rating_complete_secondary,AIC,M8,sub-10690,1.3003612771120316
rating_complete_secondary,AIC,M8,sub-10691,22.199962163518258
rating_complete_secondary,AIC,M8,sub-10701,1.5087840377536708
rating_complete_secondary,AIC,M8,sub-10713,13.012020059147488
rating_complete_secondary,AIC,M8,sub-10716,5.786381013393708
rating_complete_secondary,AIC,M8,sub-10718,40.85712092747706
rating_complete_secondary,AIC,M8,sub-10720,13.03526284963118
rating_complete_secondary,AIC,M8,sub-10723,3.02312235888904
rating_complete_secondary,AIC,M8,sub-10741,12.483512527450799
rating_complete_secondary,AIC,M8,sub-10748,10.992844153365965
rating_complete_secondary,AIC,M8,sub-10767,70.50966454198684
rating_complete_secondary,AIC,M8,sub-10770,10.315001549475426
rating_complete_secondary,AIC,M8,sub-10781,60.45410636724595
rating_complete_secondary,AIC,M8,sub-10783,30.84477820385944
rating_complete_secondary,AIC,M8,sub-10785,3.8585755916816424
rating_complete_secondary,AIC,M8,sub-10794,7.016538008975445
rating_complete_secondary,AIC,M8,sub-10800,11.838000354922272
rating_complete_secondary,AIC,M8,sub-10801,20.829140109413558
rating_complete_secondary,AIC,M8,sub-10802,5.657398165938105
rating_complete_secondary,AIC,M8,sub-10804,2.178944522122322
rating_complete_secondary,AIC,M8,sub-10806,46.70916686666321
rating_complete_secondary,AIC,M8,sub-10807,19.45177868245623
rating_complete_secondary,AIC,M8,sub-10809,8.617810364477862
rating_complete_secondary,AIC,M8,sub-10810,17.91064168710269
rating_complete_secondary,AIC,M8,sub-10812,15.879990265179273
rating_complete_secondary,AIC,M8,sub-10817,24.568583622040137
rating_complete_secondary,AIC,M8,sub-10827,9.986983620927674
rating_complete_secondary,AIC,M8,sub-10831,5.304979923228373
rating_complete_secondary,AIC,M8,sub-10834,19.36350449587028
rating_complete_secondary,AIC,M8,sub-10838,5.313351592858396
rating_complete_secondary,AIC,M8,sub-10843,1.890979732488418
rating_complete_secondary,AIC,M8,sub-10850,0.0
rating_complete_secondary,AIC,M8,sub-10854,16.997525363695402
rating_complete_secondary,AIC,M8,sub-10857,51.77869561731289
rating_complete_secondary,AIC,M8,sub-10858,58.47869282573666
rating_complete_secondary,AIC,M8,sub-10860,10.185574144250026
rating_complete_secondary,AIC,M8,sub-10862,17.08455270480323
rating_complete_secondary,AIC,M8,sub-10863,8.814799295939245
rating_complete_secondary,AIC,M8,sub-10866,4.548167594949319
rating_complete_secondary,AIC,M8,sub-10875,17.806485669640512
rating_complete_secondary,AIC,M8,sub-10881,3.2235693138507244
rating_complete_secondary,AIC,M8,sub-10887,11.266498947480216
rating_complete_secondary,AIC,M8,sub-10896,22.701039928332662
rating_complete_secondary,AIC,M8,sub-10897,29.310219987634603
rating_complete_secondary,AIC,M8,sub-10898,0.0
rating_complete_secondary,AIC,M8,sub-10908,2.8694507705957193
rating_complete_secondary,AIC,M8,sub-10918,23.709403778006006
rating_complete_secondary,AIC,M8,sub-10924,14.537349616963652
rating_complete_secondary,AIC,M8,sub-10926,13.612300950979872
rating_complete_secondary,AIC,M8,sub-10928,18.343716234189873
rating_complete_secondary,AIC,M8,sub-10929,13.360031924292848
rating_complete_secondary,AIC,M8,sub-10930,20.480423406130242
rating_complete_secondary,AIC,M8,sub-10938,5.189859141227359
rating_complete_secondary,AIC,M8,sub-10940,2.6131501140255153
rating_complete_secondary,AIC,M8,sub-10950,4.7126278709038445
rating_complete_secondary,AIC,M8,sub-10951,78.82784102029257
rating_complete_secondary,AIC,M8,sub-10952,13.615366659221785
rating_complete_secondary,AIC,M8,sub-10953,74.18331346776318
rating_complete_secondary,AIC,M8,sub-10954,1.9791739603070795
rating_complete_secondary,AIC,M8,sub-10956,48.25080763503931
rating_complete_secondary,AIC,M8,sub-10958,13.319849827475963
rating_complete_secondary,AIC,M8,sub-10969,4.658329239570008
rating_complete_secondary,AIC,M8,sub-10974,3.702085016030999
rating_complete_secondary,AIC,M8,sub-10983,4.739605125306824
rating_complete_secondary,AIC,M8,sub-10984,28.48922238471839
rating_complete_secondary,AIC,M8,sub-11005,5.395770890780383
rating_complete_secondary,AIC,M8,sub-11031,7.584383798499118
rating_complete_secondary,AICc,M0,sub-10317,21.55957601959698
rating_complete_secondary,AICc,M0,sub-10402,2.8585541568897384
rating_complete_secondary,AICc,M0,sub-10418,26.897577035696685
rating_complete_secondary,AICc,M0,sub-10462,1.2723461358195678
rating_complete_secondary,AICc,M0,sub-10486,51.59278421966698
rating_complete_secondary,AICc,M0,sub-10529,4.409840096653014
rating_complete_secondary,AICc,M0,sub-10541,7.633265667081645
rating_complete_secondary,AICc,M0,sub-10555,15.932453846220604
rating_complete_secondary,AICc,M0,sub-10559,72.58143993972763
rating_complete_secondary,AICc,M0,sub-10572,12.000814939246965
rating_complete_secondary,AICc,M0,sub-10584,6.696432872720038
rating_complete_secondary,AICc,M0,sub-10585,12.322572925450359
rating_complete_secondary,AICc,M0,sub-10589,11.697171263065314
rating_complete_secondary,AICc,M0,sub-10590,40.27438595564247
rating_complete_secondary,AICc,M0,sub-10596,42.18863074356423
rating_complete_secondary,AICc,M0,sub-10603,14.054241930166313
rating_complete_secondary,AICc,M0,sub-10606,80.38554260042321
rating_complete_secondary,AICc,M0,sub-10608,42.92769463613596
rating_complete_secondary,AICc,M0,sub-10617,0.0
rating_complete_secondary,AICc,M0,sub-10636,56.66543294719318
rating_complete_secondary,AICc,M0,sub-10638,90.76288122616134
rating_complete_secondary,AICc,M0,sub-10640,25.45882947043569
rating_complete_secondary,AICc,M0,sub-10641,16.41482692462514
rating_complete_secondary,AICc,M0,sub-10642,78.75156648751441
rating_complete_secondary,AICc,M0,sub-10644,64.25897375401681
rating_complete_secondary,AICc,M0,sub-10647,63.78691000737207
rating_complete_secondary,AICc,M0,sub-10649,74.68214639745605
rating_complete_secondary,AICc,M0,sub-10652,12.312230104532574
rating_complete_secondary,AICc,M0,sub-10656,46.139643720918386
rating_complete_secondary,AICc,M0,sub-10661,65.31166395013086
rating_complete_secondary,AICc,M0,sub-10663,21.07892336759889
rating_complete_secondary,AICc,M0,sub-10668,2.328354783404997
rating_complete_secondary,AICc,M0,sub-10673,0.0
rating_complete_secondary,AICc,M0,sub-10674,110.1487263340708
rating_complete_secondary,AICc,M0,sub-10677,5.628357320472745
rating_complete_secondary,AICc,M0,sub-10685,56.742549969239356
rating_complete_secondary,AICc,M0,sub-10690,0.0
rating_complete_secondary,AICc,M0,sub-10691,71.85598103615877
rating_complete_secondary,AICc,M0,sub-10701,26.27930973977999
rating_complete_secondary,AICc,M0,sub-10713,21.968920393630114
rating_complete_secondary,AICc,M0,sub-10716,0.10742165928395764
rating_complete_secondary,AICc,M0,sub-10718,97.01203366776596
rating_complete_secondary,AICc,M0,sub-10720,9.98506818924156
rating_complete_secondary,AICc,M0,sub-10723,0.0
rating_complete_secondary,AICc,M0,sub-10741,7.28843416284036
rating_complete_secondary,AICc,M0,sub-10748,33.24741556814149
rating_complete_secondary,AICc,M0,sub-10767,71.41302064135868
rating_complete_secondary,AICc,M0,sub-10770,8.28511981793892
rating_complete_secondary,AICc,M0,sub-10781,58.416773508428115
rating_complete_secondary,AICc,M0,sub-10783,51.939665346208606
rating_complete_secondary,AICc,M0,sub-10785,11.865611141077125
rating_complete_secondary,AICc,M0,sub-10794,3.553851428644478
rating_complete_secondary,AICc,M0,sub-10800,32.288145342331404
rating_complete_secondary,AICc,M0,sub-10801,46.749148284201084
rating_complete_secondary,AICc,M0,sub-10802,3.7074062831649
rating_complete_secondary,AICc,M0,sub-10804,19.376560898235155
rating_complete_secondary,AICc,M0,sub-10806,45.58442988755367
rating_complete_secondary,AICc,M0,sub-10807,70.7047268023244
rating_complete_secondary,AICc,M0,sub-10809,29.53668596243803
rating_complete_secondary,AICc,M0,sub-10810,60.69386520382705
rating_complete_secondary,AICc,M0,sub-10812,18.427313601284396
rating_complete_secondary,AICc,M0,sub-10817,21.468603242619622
rating_complete_secondary,AICc,M0,sub-10827,3.5320727791584545
rating_complete_secondary,AICc,M0,sub-10831,6.905470965309178
rating_complete_secondary,AICc,M0,sub-10834,87.05947709970702
rating_complete_secondary,AICc,M0,sub-10838,0.0
rating_complete_secondary,AICc,M0,sub-10843,4.648580417605004
rating_complete_secondary,AICc,M0,sub-10850,34.729704481702825
rating_complete_secondary,AICc,M0,sub-10854,10.821969823612477
rating_complete_secondary,AICc,M0,sub-10857,53.630967918483734
rating_complete_secondary,AICc,M0,sub-10858,58.8645811664678
rating_complete_secondary,AICc,M0,sub-10860,38.722253589061694
rating_complete_secondary,AICc,M0,sub-10862,26.151266090375813
rating_complete_secondary,AICc,M0,sub-10863,72.8797084284887
rating_complete_secondary,AICc,M0,sub-10866,0.0
rating_complete_secondary,AICc,M0,sub-10875,88.834792839627
rating_complete_secondary,AICc,M0,sub-10881,10.611106249161566
rating_complete_secondary,AICc,M0,sub-10887,27.974083649069016
rating_complete_secondary,AICc,M0,sub-10896,20.280536867926415
rating_complete_secondary,AICc,M0,sub-10897,27.274422319228496
rating_complete_secondary,AICc,M0,sub-10898,35.15380269933192
rating_complete_secondary,AICc,M0,sub-10908,11.741983353725473
rating_complete_secondary,AICc,M0,sub-10918,42.313815714471374
rating_complete_secondary,AICc,M0,sub-10924,96.02630639265078
rating_complete_secondary,AICc,M0,sub-10926,14.435214761861133
rating_complete_secondary,AICc,M0,sub-10928,37.27719106115198
rating_complete_secondary,AICc,M0,sub-10929,9.012014245909036
rating_complete_secondary,AICc,M0,sub-10930,22.196103312995078
rating_complete_secondary,AICc,M0,sub-10938,32.85801994689706
rating_complete_secondary,AICc,M0,sub-10940,8.913846130413319
rating_complete_secondary,AICc,M0,sub-10950,9.967775820124672
rating_complete_secondary,AICc,M0,sub-10951,79.88033581519205
rating_complete_secondary,AICc,M0,sub-10952,22.104589956400538
rating_complete_secondary,AICc,M0,sub-10953,87.66020393364214
rating_complete_secondary,AICc,M0,sub-10954,1.9408616610248828
rating_complete_secondary,AICc,M0,sub-10956,48.20125401226693
rating_complete_secondary,AICc,M0,sub-10958,13.117170488314457
rating_complete_secondary,AICc,M0,sub-10969,0.0
rating_complete_secondary,AICc,M0,sub-10974,0.0
rating_complete_secondary,AICc,M0,sub-10983,15.382545907792732
rating_complete_secondary,AICc,M0,sub-10984,23.781025559950905
rating_complete_secondary,AICc,M0,sub-11005,0.0
rating_complete_secondary,AICc,M0,sub-11031,8.943116645358955
rating_complete_secondary,AICc,M1,sub-10317,23.659586021246973
rating_complete_secondary,AICc,M1,sub-10402,4.908141876182796
rating_complete_secondary,AICc,M1,sub-10418,28.946657526801545
rating_complete_secondary,AICc,M1,sub-10462,0.0
rating_complete_secondary,AICc,M1,sub-10486,53.693264221316966
rating_complete_secondary,AICc,M1,sub-10529,6.4607630111829195
rating_complete_secondary,AICc,M1,sub-10541,9.683640670350343
rating_complete_secondary,AICc,M1,sub-10555,18.0351579503347
rating_complete_secondary,AICc,M1,sub-10559,19.34166730381518
rating_complete_secondary,AICc,M1,sub-10572,7.796605498573413
rating_complete_secondary,AICc,M1,sub-10584,1.2239839447250631
rating_complete_secondary,AICc,M1,sub-10585,14.371763416555197
rating_complete_secondary,AICc,M1,sub-10589,13.746331754170157
rating_complete_secondary,AICc,M1,sub-10590,42.254969544137595
rating_complete_secondary,AICc,M1,sub-10596,44.23913074673919
rating_complete_secondary,AICc,M1,sub-10603,13.897855457573414
rating_complete_secondary,AICc,M1,sub-10606,82.43703551490313
rating_complete_secondary,AICc,M1,sub-10608,42.42305903091958
rating_complete_secondary,AICc,M1,sub-10617,2.1001000016499844
rating_complete_secondary,AICc,M1,sub-10636,58.716217950386934
rating_complete_secondary,AICc,M1,sub-10638,92.81318394548572
rating_complete_secondary,AICc,M1,sub-10640,17.038963923831574
rating_complete_secondary,AICc,M1,sub-10641,18.514876926275114
rating_complete_secondary,AICc,M1,sub-10642,76.37311385945779
rating_complete_secondary,AICc,M1,sub-10644,64.87558204980358
rating_complete_secondary,AICc,M1,sub-10647,4.562931094537767
rating_complete_secondary,AICc,M1,sub-10649,76.73631973387688
rating_complete_secondary,AICc,M1,sub-10652,14.36131059563742
rating_complete_secondary,AICc,M1,sub-10656,15.603165152435793
rating_complete_secondary,AICc,M1,sub-10661,67.36127444123579
rating_complete_secondary,AICc,M1,sub-10663,19.219293516067523
rating_complete_secondary,AICc,M1,sub-10668,4.442660499053211
rating_complete_secondary,AICc,M1,sub-10673,2.0488404911048406
rating_complete_secondary,AICc,M1,sub-10674,112.19846682517573
rating_complete_secondary,AICc,M1,sub-10677,7.584638134113163
rating_complete_secondary,AICc,M1,sub-10685,56.51711280414313
rating_complete_secondary,AICc,M1,sub-10690,2.1026091042078434
rating_complete_secondary,AICc,M1,sub-10691,73.90562152726369
rating_complete_secondary,AICc,M1,sub-10701,0.0
rating_complete_secondary,AICc,M1,sub-10713,13.759020270859324
rating_complete_secondary,AICc,M1,sub-10716,2.156282150388762
rating_complete_secondary,AICc,M1,sub-10718,99.06175415887084
rating_complete_secondary,AICc,M1,sub-10720,12.033968680346362
rating_complete_secondary,AICc,M1,sub-10723,1.0266565101157994
rating_complete_secondary,AICc,M1,sub-10741,9.011839363489884
rating_complete_secondary,AICc,M1,sub-10748,35.296716059246336
rating_complete_secondary,AICc,M1,sub-10767,73.45422518547565
rating_complete_secondary,AICc,M1,sub-10770,10.334862537263248
rating_complete_secondary,AICc,M1,sub-10781,58.08713132734825
rating_complete_secondary,AICc,M1,sub-10783,26.631759753340297
rating_complete_secondary,AICc,M1,sub-10785,0.0
rating_complete_secondary,AICc,M1,sub-10794,4.277142776572944
rating_complete_secondary,AICc,M1,sub-10800,34.340072396769685
rating_complete_secondary,AICc,M1,sub-10801,48.79859877530592
rating_complete_secondary,AICc,M1,sub-10802,5.566676371318479
rating_complete_secondary,AICc,M1,sub-10804,21.427703812840036
rating_complete_secondary,AICc,M1,sub-10806,46.04538084942257
rating_complete_secondary,AICc,M1,sub-10807,72.75612471688558
rating_complete_secondary,AICc,M1,sub-10809,16.00870196375905
rating_complete_secondary,AICc,M1,sub-10810,62.74343569493194
rating_complete_secondary,AICc,M1,sub-10812,20.476414092389234
rating_complete_secondary,AICc,M1,sub-10817,23.51746373372444
rating_complete_secondary,AICc,M1,sub-10827,5.606146855495041
rating_complete_secondary,AICc,M1,sub-10831,8.954561456414012
rating_complete_secondary,AICc,M1,sub-10834,89.10917759081191
rating_complete_secondary,AICc,M1,sub-10838,2.0547945234103935
rating_complete_secondary,AICc,M1,sub-10843,1.488089694977063
rating_complete_secondary,AICc,M1,sub-10850,36.7791949728077
rating_complete_secondary,AICc,M1,sub-10854,12.87082031471732
rating_complete_secondary,AICc,M1,sub-10857,55.30808835100427
rating_complete_secondary,AICc,M1,sub-10858,60.914283885792145
rating_complete_secondary,AICc,M1,sub-10860,40.772963592349186
rating_complete_secondary,AICc,M1,sub-10862,28.201686093613347
rating_complete_secondary,AICc,M1,sub-10863,74.92994614783183
rating_complete_secondary,AICc,M1,sub-10866,2.048880491104839
rating_complete_secondary,AICc,M1,sub-10875,90.88449333073189
rating_complete_secondary,AICc,M1,sub-10881,0.0
rating_complete_secondary,AICc,M1,sub-10887,30.02322414017388
rating_complete_secondary,AICc,M1,sub-10896,22.331314782512536
rating_complete_secondary,AICc,M1,sub-10897,29.37715142338634
rating_complete_secondary,AICc,M1,sub-10898,37.20612075436749
rating_complete_secondary,AICc,M1,sub-10908,13.7918260729748
rating_complete_secondary,AICc,M1,sub-10918,24.085497294956212
rating_complete_secondary,AICc,M1,sub-10924,98.07602688375566
rating_complete_secondary,AICc,M1,sub-10926,12.553488918531649
rating_complete_secondary,AICc,M1,sub-10928,29.052418393505878
rating_complete_secondary,AICc,M1,sub-10929,11.112134247559013
rating_complete_secondary,AICc,M1,sub-10930,24.245796032319433
rating_complete_secondary,AICc,M1,sub-10938,34.907932666146436
rating_complete_secondary,AICc,M1,sub-10940,10.962986621518155
rating_complete_secondary,AICc,M1,sub-10950,12.016986311229559
rating_complete_secondary,AICc,M1,sub-10951,77.50188318713546
rating_complete_secondary,AICc,M1,sub-10952,24.20497995805053
rating_complete_secondary,AICc,M1,sub-10953,82.73283507569249
rating_complete_secondary,AICc,M1,sub-10954,3.2813118296282227
rating_complete_secondary,AICc,M1,sub-10956,50.25004450337177
rating_complete_secondary,AICc,M1,sub-10958,9.746493448620427
rating_complete_secondary,AICc,M1,sub-10969,1.6771204325205389
rating_complete_secondary,AICc,M1,sub-10974,2.1112411125111237
rating_complete_secondary,AICc,M1,sub-10983,3.3061765488968575
rating_complete_secondary,AICc,M1,sub-10984,25.831743474512024
rating_complete_secondary,AICc,M1,sub-11005,2.0507979145861697
rating_complete_secondary,AICc,M1,sub-11031,6.366840573251082
rating_complete_secondary,AICc,M2,sub-10317,23.75371233634887
rating_complete_secondary,AICc,M2,sub-10402,6.687175368550115
rating_complete_secondary,AICc,M2,sub-10418,31.046025187144807
rating_complete_secondary,AICc,M2,sub-10462,1.6771926669089865
rating_complete_secondary,AICc,M2,sub-10486,55.900956529009264
rating_complete_secondary,AICc,M2,sub-10529,8.563766278686572
rating_complete_secondary,AICc,M2,sub-10541,11.785304271351876
rating_complete_secondary,AICc,M2,sub-10555,14.943118279415181
rating_complete_secondary,AICc,M2,sub-10559,17.851957184192543
rating_complete_secondary,AICc,M2,sub-10572,9.897222782524068
rating_complete_secondary,AICc,M2,sub-10584,1.5696268910274398
rating_complete_secondary,AICc,M2,sub-10585,16.471041106710956
rating_complete_secondary,AICc,M2,sub-10589,15.845546267814683
