sample,metric,model,participant_id,delta
primary,AIC,M0,sub-10809,29.3339336311047
primary,AIC,M0,sub-10810,43.08322351672436
primary,AIC,M0,sub-10812,18.933642715208435
primary,AIC,M0,sub-10817,21.768603242619605
primary,AIC,M0,sub-10827,3.8164136448808392
primary,AIC,M0,sub-10831,4.613187334836752
primary,AIC,M0,sub-10834,67.99597260383675
primary,AIC,M0,sub-10836,0.0
primary,AIC,M0,sub-10838,0.0
primary,AIC,M0,sub-10843,4.796728565753142
primary,AIC,M0,sub-10850,35.02970448170282
primary,AIC,M0,sub-10854,11.121969823612474
primary,AIC,M0,sub-10857,53.93096791848373
primary,AIC,M0,sub-10858,59.16837863482223
primary,AIC,M0,sub-10860,28.844371752503974
primary,AIC,M0,sub-10862,26.670746609856337
primary,AIC,M0,sub-10863,64.36870660090389
primary,AIC,M0,sub-10866,0.0
primary,AIC,M0,sub-10875,71.32830716998649
primary,AIC,M0,sub-10881,10.72221736027268
primary,AIC,M0,sub-10886,0.0
primary,AIC,M0,sub-10887,17.66100153464626
primary,AIC,M0,sub-10896,20.592225179614715
primary,AIC,M0,sub-10897,25.712109653852693
primary,AIC,M0,sub-10898,35.47380269933191
primary,AIC,M0,sub-10908,9.1763300514842
primary,AIC,M0,sub-10918,42.82014482839543
primary,AIC,M0,sub-10924,81.78895677568713
primary,AIC,M0,sub-10926,15.06679370922955
primary,AIC,M0,sub-10928,37.92583970980063
primary,AIC,M0,sub-10929,1.4261279376765685
primary,AIC,M0,sub-10930,22.708923825815603
primary,AIC,M0,sub-10938,27.971958274024132
primary,AIC,M0,sub-10940,6.600696016387801
primary,AIC,M0,sub-10950,5.555147949220839
primary,AIC,M0,sub-10951,79.05156648751439
primary,AIC,M0,sub-10952,9.566758858123414
primary,AIC,M0,sub-10953,87.96020393364215
primary,AIC,M0,sub-10954,2.208483000983236
primary,AIC,M0,sub-10956,48.70758312619098
primary,AIC,M0,sub-10958,13.424862796006764
primary,AIC,M0,sub-10969,0.0
primary,AIC,M0,sub-10974,0.0
primary,AIC,M0,sub-10977,14.57224376361907
primary,AIC,M0,sub-10983,15.56549484812976
primary,AIC,M0,sub-10984,23.69369021819486
primary,AIC,M0,sub-11005,0.0
primary,AIC,M0,sub-11031,5.507018964918714
primary,AIC,M1,sub-10317,23.2439467417026
primary,AIC,M1,sub-10369,7.241394658770581
primary,AIC,M1,sub-10402,4.581668772266298
primary,AIC,M1,sub-10418,29.197877038996666
primary,AIC,M1,sub-10462,0.0
primary,AIC,M1,sub-10478,22.62865898340077
primary,AIC,M1,sub-10486,24.911855042445964
primary,AIC,M1,sub-10529,4.189958851711282
primary,AIC,M1,sub-10541,5.651960216465923
primary,AIC,M1,sub-10555,18.581242496419243
primary,AIC,M1,sub-10559,7.280578718033588
primary,AIC,M1,sub-10572,1.2150134707195122
primary,AIC,M1,sub-10581,22.270522419437256
primary,AIC,M1,sub-10584,0.0
primary,AIC,M1,sub-10585,13.141435422209199
primary,AIC,M1,sub-10589,12.925262192384224
primary,AIC,M1,sub-10590,42.71251817025677
primary,AIC,M1,sub-10596,43.168395955458834
primary,AIC,M1,sub-10603,14.149074969768549
primary,AIC,M1,sub-10606,64.21412818480442
primary,AIC,M1,sub-10608,42.954637978288005
primary,AIC,M1,sub-10617,2.000100001649983
primary,AIC,M1,sub-10636,40.28065374038751
primary,AIC,M1,sub-10638,65.4614967079566
primary,AIC,M1,sub-10640,17.293378676136598
primary,AIC,M1,sub-10641,19.04645587364353
primary,AIC,M1,sub-10642,76.62433337165291
primary,AIC,M1,sub-10644,64.98526701068019
primary,AIC,M1,sub-10647,4.588627372664604
primary,AIC,M1,sub-10649,54.142820131152334
primary,AIC,M1,sub-10652,8.73781305475299
primary,AIC,M1,sub-10656,13.496712494404605
primary,AIC,M1,sub-10661,52.90253587337601
primary,AIC,M1,sub-10663,14.614546094029421
primary,AIC,M1,sub-10668,5.055647512040217
primary,AIC,M1,sub-10673,2.0000600032999643
primary,AIC,M1,sub-10674,75.97650967818632
primary,AIC,M1,sub-10677,7.842330441805487
primary,AIC,M1,sub-10685,56.98055060091426
primary,AIC,M1,sub-10690,2.000045001643741
primary,AIC,M1,sub-10691,51.956878875940546
primary,AIC,M1,sub-10700,38.53538971062372
primary,AIC,M1,sub-10701,0.0
primary,AIC,M1,sub-10713,2.3633076458159223
primary,AIC,M1,sub-10716,2.000080003299928
primary,AIC,M1,sub-10718,58.455852743588906
primary,AIC,M1,sub-10720,12.491517306465525
primary,AIC,M1,sub-10723,0.9772737940664484
primary,AIC,M1,sub-10741,5.0689318191966635
primary,AIC,M1,sub-10748,24.55509141807549
primary,AIC,M1,sub-10767,72.44944060875778
primary,AIC,M1,sub-10770,2.000360003274963
primary,AIC,M1,sub-10781,54.07807195047621
primary,AIC,M1,sub-10783,23.462151463968297
primary,AIC,M1,sub-10785,0.0
primary,AIC,M1,sub-10794,4.200211792197848
primary,AIC,M1,sub-10800,22.76657946424959
primary,AIC,M1,sub-10801,41.24598951660117
primary,AIC,M1,sub-10802,5.246718502787502
primary,AIC,M1,sub-10803,2.000020001649986
primary,AIC,M1,sub-10804,21.797581749904438
primary,AIC,M1,sub-10806,37.97885405539549
primary,AIC,M1,sub-10807,53.56540143472527
primary,AIC,M1,sub-10809,15.756566916376343
primary,AIC,M1,sub-10810,45.08401352002436
primary,AIC,M1,sub-10812,20.933962718508397
primary,AIC,M1,sub-10817,23.768683245919547
primary,AIC,M1,sub-10827,5.816413647143349
primary,AIC,M1,sub-10831,6.61349733813671
primary,AIC,M1,sub-10834,69.99689260713674
primary,AIC,M1,sub-10836,2.000015001643746
primary,AIC,M1,sub-10838,2.0000000028624783
primary,AIC,M1,sub-10843,1.5874573553203248
primary,AIC,M1,sub-10850,37.03041448500282
primary,AIC,M1,sub-10854,13.122039826912442
primary,AIC,M1,sub-10857,55.55930786319939
primary,AIC,M1,sub-10858,61.1686986380972
primary,AIC,M1,sub-10860,30.84508175579147
primary,AIC,M1,sub-10862,28.671166613093874
primary,AIC,M1,sub-10863,66.36956160419761
primary,AIC,M1,sub-10866,2.000100003299977
primary,AIC,M1,sub-10875,73.32922717328648
primary,AIC,M1,sub-10881,0.0
primary,AIC,M1,sub-10886,2.0001250015687475
primary,AIC,M1,sub-10887,19.661361537946263
primary,AIC,M1,sub-10896,22.592370182808438
primary,AIC,M1,sub-10897,27.712274655446443
primary,AIC,M1,sub-10898,37.47417270241944
primary,AIC,M1,sub-10908,11.176790054684162
primary,AIC,M1,sub-10918,24.54304592107539
primary,AIC,M1,sub-10924,83.78989677898713
primary,AIC,M1,sub-10926,13.085067865900065
primary,AIC,M1,sub-10928,29.59850293959042
primary,AIC,M1,sub-10929,3.4262479393265437
primary,AIC,M1,sub-10930,24.709233829090607
primary,AIC,M1,sub-10938,29.97248827722413
primary,AIC,M1,sub-10940,8.60105601968776
primary,AIC,M1,sub-10950,7.555577952520835
primary,AIC,M1,sub-10951,76.62433337165291
primary,AIC,M1,sub-10952,11.567148859773397
primary,AIC,M1,sub-10953,82.98405458788763
primary,AIC,M1,sub-10954,3.4787577309900826
primary,AIC,M1,sub-10956,50.70759312949096
primary,AIC,M1,sub-10958,10.004185756312737
primary,AIC,M1,sub-10969,1.6283399447156626
primary,AIC,M1,sub-10974,2.0001300014000094
primary,AIC,M1,sub-10977,13.54298350155699
primary,AIC,M1,sub-10983,3.437843437951841
primary,AIC,M1,sub-10984,25.69377522136358
primary,AIC,M1,sub-11005,2.0001650031937714
primary,AIC,M1,sub-11031,2.8813601767614756
primary,AIC,M2,sub-10317,23.1303807491122
primary,AIC,M2,sub-10369,9.24130467058309
primary,AIC,M2,sub-10402,6.260084980682976
primary,AIC,M2,sub-10418,31.197877038996666
primary,AIC,M2,sub-10462,1.4639672957888763
primary,AIC,M2,sub-10478,24.628593411845188
primary,AIC,M2,sub-10486,26.911855042445964
primary,AIC,M2,sub-10529,6.189748876761172
primary,AIC,M2,sub-10541,7.651725083290245
primary,AIC,M2,sub-10555,15.275977454379614
primary,AIC,M2,sub-10559,5.683500177358326
primary,AIC,M2,sub-10572,3.215013470719569
primary,AIC,M2,sub-10581,23.856803252125445
primary,AIC,M2,sub-10584,0.24502566235175038
primary,AIC,M2,sub-10585,15.141345452021696
primary,AIC,M2,sub-10589,14.92510904568546
primary,AIC,M2,sub-10590,41.292736809542134
primary,AIC,M2,sub-10596,45.168215984296296
primary,AIC,M2,sub-10603,14.784670645717085
primary,AIC,M2,sub-10606,66.21402321167308
primary,AIC,M2,sub-10608,44.954637978288005
primary,AIC,M2,sub-10617,4.000100001649983
primary,AIC,M2,sub-10636,42.28056135532509
primary,AIC,M2,sub-10638,67.46134072282254
primary,AIC,M2,sub-10640,8.111099167452366
primary,AIC,M2,sub-10641,20.556107759933084
primary,AIC,M2,sub-10642,78.62433337165291
primary,AIC,M2,sub-10644,63.369222042617196
primary,AIC,M2,sub-10647,6.58862737266459
primary,AIC,M2,sub-10649,56.142820131152334
primary,AIC,M2,sub-10652,10.593547000681838
primary,AIC,M2,sub-10656,12.75080658653475
primary,AIC,M2,sub-10661,54.902355902888374
primary,AIC,M2,sub-10663,1.4367231913399792
primary,AIC,M2,sub-10668,7.009819482362445
primary,AIC,M2,sub-10673,3.9992955351095247
primary,AIC,M2,sub-10674,77.97650967818632
primary,AIC,M2,sub-10677,6.32191300188056
primary,AIC,M2,sub-10685,48.922897582954725
primary,AIC,M2,sub-10690,3.8584997595354196
primary,AIC,M2,sub-10691,53.956878875940546
primary,AIC,M2,sub-10700,38.3873398935136
primary,AIC,M2,sub-10701,0.03990986955763276
primary,AIC,M2,sub-10713,0.0
primary,AIC,M2,sub-10716,3.613374413929023
primary,AIC,M2,sub-10718,60.455817735457146
primary,AIC,M2,sub-10720,13.66675215935716
primary,AIC,M2,sub-10723,2.2262415708744356
primary,AIC,M2,sub-10741,6.512718550572927
primary,AIC,M2,sub-10748,26.456988390836926
primary,AIC,M2,sub-10767,73.73653089709839
primary,AIC,M2,sub-10770,4.000360003274963
primary,AIC,M2,sub-10781,56.078071950476236
primary,AIC,M2,sub-10783,25.462151463968326
primary,AIC,M2,sub-10785,2.0
primary,AIC,M2,sub-10794,5.416837605643877
primary,AIC,M2,sub-10800,24.766174489880783
primary,AIC,M2,sub-10801,43.245912510810655
primary,AIC,M2,sub-10802,5.5380944599183834
primary,AIC,M2,sub-10803,4.0000097918028175
primary,AIC,M2,sub-10804,23.797418340683464
primary,AIC,M2,sub-10806,36.4836647723525
primary,AIC,M2,sub-10807,55.56528146352513
primary,AIC,M2,sub-10809,6.935469477909024
primary,AIC,M2,sub-10810,47.08380745185498
primary,AIC,M2,sub-10812,22.93378462833924
primary,AIC,M2,sub-10817,22.56858362204008
primary,AIC,M2,sub-10827,7.813771977300334
primary,AIC,M2,sub-10831,8.613428147211636
primary,AIC,M2,sub-10834,71.99688980151123
primary,AIC,M2,sub-10836,3.2826100062006915
primary,AIC,M2,sub-10838,3.3646455434710276
primary,AIC,M2,sub-10843,0.0
primary,AIC,M2,sub-10850,39.030323925797404
primary,AIC,M2,sub-10854,15.122039826912442
primary,AIC,M2,sub-10857,54.92111076349249
primary,AIC,M2,sub-10858,63.1684136674034
primary,AIC,M2,sub-10860,32.84506348940789
primary,AIC,M2,sub-10862,30.67074664549375
primary,AIC,M2,sub-10863,68.36956160419761
primary,AIC,M2,sub-10866,4.000084590560746
primary,AIC,M2,sub-10875,75.32912220236764
primary,AIC,M2,sub-10881,2.000000000000014
primary,AIC,M2,sub-10886,4.0001250015687475
primary,AIC,M2,sub-10887,12.335053114520662
primary,AIC,M2,sub-10896,24.352772011813542
primary,AIC,M2,sub-10897,29.712274655446443
primary,AIC,M2,sub-10898,37.6133497107833
primary,AIC,M2,sub-10908,13.176790054684162
primary,AIC,M2,sub-10918,25.99673676265897
primary,AIC,M2,sub-10924,85.78989580519823
primary,AIC,M2,sub-10926,14.43107251459508
primary,AIC,M2,sub-10928,16.925943615518452
primary,AIC,M2,sub-10929,4.249505530931515
primary,AIC,M2,sub-10930,26.709128362332123
primary,AIC,M2,sub-10938,31.972274944562656
primary,AIC,M2,sub-10940,10.600806529238596
primary,AIC,M2,sub-10950,9.555277981208278
primary,AIC,M2,sub-10951,78.6243333716529
primary,AIC,M2,sub-10952,13.567118169136329
primary,AIC,M2,sub-10953,84.95036844778932
primary,AIC,M2,sub-10954,0.05333562567264494
primary,AIC,M2,sub-10956,52.70759312949096
primary,AIC,M2,sub-10958,11.538476654920146
primary,AIC,M2,sub-10969,3.262761109970441
primary,AIC,M2,sub-10974,4.000055014881234
primary,AIC,M2,sub-10977,14.264709621518577
primary,AIC,M2,sub-10983,4.519132866120643
primary,AIC,M2,sub-10984,27.69377522136358
primary,AIC,M2,sub-11005,4.000141363439127
primary,AIC,M2,sub-11031,3.1749141463668735
primary,AIC,M5,sub-10317,0.0
primary,AIC,M5,sub-10369,0.0
primary,AIC,M5,sub-10402,3.237729074212794
primary,AIC,M5,sub-10418,0.0
primary,AIC,M5,sub-10462,0.10978376731252126
primary,AIC,M5,sub-10478,0.0
primary,AIC,M5,sub-10486,20.832037408867265
primary,AIC,M5,sub-10529,0.6282934287276163
primary,AIC,M5,sub-10541,5.8385795575961055
primary,AIC,M5,sub-10555,7.708736443975923
primary,AIC,M5,sub-10559,2.8592558887649986
primary,AIC,M5,sub-10572,4.298344778442271
primary,AIC,M5,sub-10581,1.0411885385685196
primary,AIC,M5,sub-10584,2.245025662351779
primary,AIC,M5,sub-10585,3.783523798611924
primary,AIC,M5,sub-10589,0.6439376218217063
primary,AIC,M5,sub-10590,3.44189917177917
primary,AIC,M5,sub-10596,25.77509384110391
primary,AIC,M5,sub-10603,0.0
primary,AIC,M5,sub-10606,50.1410824374329
primary,AIC,M5,sub-10608,0.0
primary,AIC,M5,sub-10617,2.6553909482038236
primary,AIC,M5,sub-10636,26.785437922044224
primary,AIC,M5,sub-10638,50.566521867534284
primary,AIC,M5,sub-10640,0.0
primary,AIC,M5,sub-10641,0.0
primary,AIC,M5,sub-10642,0.0
primary,AIC,M5,sub-10644,0.0
primary,AIC,M5,sub-10647,0.0
primary,AIC,M5,sub-10649,47.41388629322273
primary,AIC,M5,sub-10652,0.0
primary,AIC,M5,sub-10656,12.362862241883036
primary,AIC,M5,sub-10661,38.32309295372558
primary,AIC,M5,sub-10663,0.0
primary,AIC,M5,sub-10668,0.0
primary,AIC,M5,sub-10673,4.866516565970784
primary,AIC,M5,sub-10674,63.81687441102882
primary,AIC,M5,sub-10677,0.0
primary,AIC,M5,sub-10685,2.0720077743765017
primary,AIC,M5,sub-10690,2.478167036768035
primary,AIC,M5,sub-10691,43.006990786612576
primary,AIC,M5,sub-10700,0.0
primary,AIC,M5,sub-10701,1.4788028765193673
primary,AIC,M5,sub-10713,0.5759660876012731
primary,AIC,M5,sub-10716,5.216002481738542
primary,AIC,M5,sub-10718,49.20938094023498
primary,AIC,M5,sub-10720,0.9471857023494863
primary,AIC,M5,sub-10723,3.4156326885606774
primary,AIC,M5,sub-10741,0.0
primary,AIC,M5,sub-10748,8.1433974172148
primary,AIC,M5,sub-10767,19.015538190160477
primary,AIC,M5,sub-10770,4.478677477656916
primary,AIC,M5,sub-10781,0.0
primary,AIC,M5,sub-10783,0.0
primary,AIC,M5,sub-10785,3.087225065947962
primary,AIC,M5,sub-10794,0.0
primary,AIC,M5,sub-10800,23.004879313141984
primary,AIC,M5,sub-10801,27.042142046709216
primary,AIC,M5,sub-10802,0.0
primary,AIC,M5,sub-10803,5.97100828459854
primary,AIC,M5,sub-10804,10.103342498013163
primary,AIC,M5,sub-10806,14.00788727987657
primary,AIC,M5,sub-10807,37.598342885673866
primary,AIC,M5,sub-10809,0.0
primary,AIC,M5,sub-10810,29.69699614589092
primary,AIC,M5,sub-10812,1.7254221587649141
primary,AIC,M5,sub-10817,0.0
primary,AIC,M5,sub-10827,0.0
primary,AIC,M5,sub-10831,4.248103770711467
primary,AIC,M5,sub-10834,60.1622865572137
primary,AIC,M5,sub-10836,4.063743798204854
primary,AIC,M5,sub-10838,5.363781052032536
primary,AIC,M5,sub-10843,1.965786804273705
primary,AIC,M5,sub-10850,30.152204918160223
primary,AIC,M5,sub-10854,0.0
primary,AIC,M5,sub-10857,0.0
primary,AIC,M5,sub-10858,42.383534567902075
primary,AIC,M5,sub-10860,13.545205956342414
primary,AIC,M5,sub-10862,7.186605533090713
primary,AIC,M5,sub-10863,53.05231933018928
primary,AIC,M5,sub-10866,2.265925299467966
primary,AIC,M5,sub-10875,60.38573108331997
primary,AIC,M5,sub-10881,3.363194843244763
primary,AIC,M5,sub-10886,0.9002762100524322
primary,AIC,M5,sub-10887,6.318731185879983
primary,AIC,M5,sub-10896,0.0
primary,AIC,M5,sub-10897,17.620325912029088
primary,AIC,M5,sub-10898,17.126838918752796
primary,AIC,M5,sub-10908,12.450140123338159
primary,AIC,M5,sub-10918,4.298421643077049
primary,AIC,M5,sub-10924,74.52429155839405
primary,AIC,M5,sub-10926,0.0
primary,AIC,M5,sub-10928,0.0
primary,AIC,M5,sub-10929,0.0
primary,AIC,M5,sub-10930,2.806614541753788
primary,AIC,M5,sub-10938,11.945855780288696
primary,AIC,M5,sub-10940,11.153649593460159
primary,AIC,M5,sub-10950,3.5146908297500232
primary,AIC,M5,sub-10951,0.0
primary,AIC,M5,sub-10952,5.24493308574381
primary,AIC,M5,sub-10953,0.0
primary,AIC,M5,sub-10954,2.053335625672645
primary,AIC,M5,sub-10956,4.717323009427716
primary,AIC,M5,sub-10958,0.0
primary,AIC,M5,sub-10969,5.247403537368925
primary,AIC,M5,sub-10974,3.181877849730398
primary,AIC,M5,sub-10977,0.0
primary,AIC,M5,sub-10983,0.0
primary,AIC,M5,sub-10984,0.0
primary,AIC,M5,sub-11005,6.000141363439198
primary,AIC,M5,sub-11031,0.0
primary,AIC,M6,sub-10317,19.37305922980164
primary,AIC,M6,sub-10369,7.951716487255233
primary,AIC,M6,sub-10402,0.0
primary,AIC,M6,sub-10418,23.263680672441083
primary,AIC,M6,sub-10462,1.1509378033329298
primary,AIC,M6,sub-10478,13.257177827790343
primary,AIC,M6,sub-10486,0.1962292726101822
primary,AIC,M6,sub-10529,0.5330753512578923
primary,AIC,M6,sub-10541,6.175314144629837
primary,AIC,M6,sub-10555,11.47420433936422
primary,AIC,M6,sub-10559,5.0455516834766385
primary,AIC,M6,sub-10572,4.756879120455835
primary,AIC,M6,sub-10581,8.811064739576523
primary,AIC,M6,sub-10584,2.2450256623517504
primary,AIC,M6,sub-10585,0.7547664028951431
primary,AIC,M6,sub-10589,4.264578195204933
primary,AIC,M6,sub-10590,19.13530483354573
primary,AIC,M6,sub-10596,0.0
primary,AIC,M6,sub-10603,13.820051779637268
primary,AIC,M6,sub-10606,18.895147567828843
primary,AIC,M6,sub-10608,35.1167878372687
primary,AIC,M6,sub-10617,1.4469227715431572
primary,AIC,M6,sub-10636,2.2062422076381694
primary,AIC,M6,sub-10638,17.262967771027782
primary,AIC,M6,sub-10640,8.108619265771708
primary,AIC,M6,sub-10641,22.354338165456745
primary,AIC,M6,sub-10642,55.938666014389966
primary,AIC,M6,sub-10644,51.887555304521015
primary,AIC,M6,sub-10647,4.520243869500852
primary,AIC,M6,sub-10649,10.353542889056513
primary,AIC,M6,sub-10652,6.395127695371542
primary,AIC,M6,sub-10656,0.0
primary,AIC,M6,sub-10661,22.574316637873793
primary,AIC,M6,sub-10663,2.432238389496632
primary,AIC,M6,sub-10668,4.433762799996572
primary,AIC,M6,sub-10673,5.838692598669482
primary,AIC,M6,sub-10674,22.545258138514626
primary,AIC,M6,sub-10677,6.945905693481848
primary,AIC,M6,sub-10685,17.06858665701575
primary,AIC,M6,sub-10690,1.511596315584022
primary,AIC,M6,sub-10691,12.921865363845527
primary,AIC,M6,sub-10700,29.847752957824554
primary,AIC,M6,sub-10701,1.62234087033697
primary,AIC,M6,sub-10713,2.0
primary,AIC,M6,sub-10716,4.660760519727717
primary,AIC,M6,sub-10718,10.66134683601932
primary,AIC,M6,sub-10720,3.7745021399623226
primary,AIC,M6,sub-10723,4.226241570874436
primary,AIC,M6,sub-10741,8.459613822357795
primary,AIC,M6,sub-10748,10.449223595463366
primary,AIC,M6,sub-10767,26.067693117624053
primary,AIC,M6,sub-10770,3.808097335551224
primary,AIC,M6,sub-10781,52.46747986229605
primary,AIC,M6,sub-10783,15.016465893313551
primary,AIC,M6,sub-10785,3.9367240560539187
primary,AIC,M6,sub-10794,7.118655164489638
primary,AIC,M6,sub-10800,9.326231849022463
primary,AIC,M6,sub-10801,0.0
primary,AIC,M6,sub-10802,2.3182621568218025
primary,AIC,M6,sub-10803,5.380400534220691
primary,AIC,M6,sub-10804,0.10882253676848563
primary,AIC,M6,sub-10806,7.369598347007937
primary,AIC,M6,sub-10807,12.574575654120316
primary,AIC,M6,sub-10809,0.48322560480508514
primary,AIC,M6,sub-10810,6.2248046360815295
primary,AIC,M6,sub-10812,5.645560261631758
primary,AIC,M6,sub-10817,17.445946003463362
primary,AIC,M6,sub-10827,8.785858111712201
primary,AIC,M6,sub-10831,0.0
primary,AIC,M6,sub-10834,25.474581196015556
primary,AIC,M6,sub-10836,4.640296608552269
primary,AIC,M6,sub-10838,5.364645543471013
primary,AIC,M6,sub-10843,1.371413100551237
primary,AIC,M6,sub-10850,12.658597501126309
primary,AIC,M6,sub-10854,15.837058046762237
primary,AIC,M6,sub-10857,34.35510164267333
primary,AIC,M6,sub-10858,0.0
primary,AIC,M6,sub-10860,13.520507784495535
primary,AIC,M6,sub-10862,5.884917180819173
primary,AIC,M6,sub-10863,10.255303406671395
primary,AIC,M6,sub-10866,4.150456516372984
primary,AIC,M6,sub-10875,25.1539071933218
primary,AIC,M6,sub-10881,3.404655759595485
primary,AIC,M6,sub-10886,3.4172692296808123
primary,AIC,M6,sub-10887,0.0
primary,AIC,M6,sub-10896,15.602034023600922
primary,AIC,M6,sub-10897,1.107801418494354
primary,AIC,M6,sub-10898,3.7257288389660204
primary,AIC,M6,sub-10908,5.274499179416679
primary,AIC,M6,sub-10918,11.738713670286373
primary,AIC,M6,sub-10924,36.219599745482284
primary,AIC,M6,sub-10926,10.246411622924342
primary,AIC,M6,sub-10928,8.657453656476601
primary,AIC,M6,sub-10929,4.230150301690131
primary,AIC,M6,sub-10930,8.137265500912008
primary,AIC,M6,sub-10938,2.1368170662130552
primary,AIC,M6,sub-10940,8.584322487072185
primary,AIC,M6,sub-10950,0.0217801644266018
primary,AIC,M6,sub-10951,67.96675925917714
primary,AIC,M6,sub-10952,1.0160098411350091
primary,AIC,M6,sub-10953,67.63472866665089
primary,AIC,M6,sub-10954,1.296687409814652
primary,AIC,M6,sub-10956,29.640996651045242
primary,AIC,M6,sub-10958,10.640413837439738
primary,AIC,M6,sub-10969,5.262761109970398
primary,AIC,M6,sub-10974,1.1924590449714785
primary,AIC,M6,sub-10977,13.202944210210497
primary,AIC,M6,sub-10983,2.6584500001902995
primary,AIC,M6,sub-10984,17.378421621198683
primary,AIC,M6,sub-11005,4.8093760374732
primary,AIC,M6,sub-11031,5.1749141463668735
primary,AIC,M7,sub-10317,1.5043267627083736
primary,AIC,M7,sub-10369,1.9410632253427025
primary,AIC,M7,sub-10402,1.8396093775399578
primary,AIC,M7,sub-10418,1.1017088144611478
primary,AIC,M7,sub-10462,1.053222322323201
primary,AIC,M7,sub-10478,0.6175230517767574
primary,AIC,M7,sub-10486,2.196229272610175
primary,AIC,M7,sub-10529,0.45445457739322137
primary,AIC,M7,sub-10541,7.419373863672433
primary,AIC,M7,sub-10555,9.249839937338258
primary,AIC,M7,sub-10559,2.398942797142986
primary,AIC,M7,sub-10572,6.242513294262395
primary,AIC,M7,sub-10581,0.0
primary,AIC,M7,sub-10584,2.424005708935738
primary,AIC,M7,sub-10585,0.0
primary,AIC,M7,sub-10589,0.0
primary,AIC,M7,sub-10590,0.0
primary,AIC,M7,sub-10596,0.679865135964107
primary,AIC,M7,sub-10603,2.0
primary,AIC,M7,sub-10606,20.895147567828843
primary,AIC,M7,sub-10608,1.9338591538588652
primary,AIC,M7,sub-10617,2.7981170326182863
primary,AIC,M7,sub-10636,4.178558445799382
primary,AIC,M7,sub-10638,19.262967771027796
primary,AIC,M7,sub-10640,1.9999999999999858
primary,AIC,M7,sub-10641,2.0
primary,AIC,M7,sub-10642,0.6542509325200001
primary,AIC,M7,sub-10644,1.9999882516682561
primary,AIC,M7,sub-10647,1.7300342639681006
primary,AIC,M7,sub-10649,12.35312284711513
primary,AIC,M7,sub-10652,1.787816001815301
primary,AIC,M7,sub-10656,1.8658918965238485
primary,AIC,M7,sub-10661,23.891022419859922
primary,AIC,M7,sub-10663,1.9934735659590501
primary,AIC,M7,sub-10668,1.6116959386919802
