participant_id,model,iteration,parameter,true,recovered,boundary,n_near_best,converged
sub-10317,M1,48,kappa,1e-05,1e-05,True,50,True
sub-10317,M1,49,kappa,1e-05,0.30917113223195253,False,50,True
sub-10317,M2,0,alpha,1.0,0.9450956508249825,False,26,True
sub-10317,M2,0,kappa,0.1136095006691437,0.10507876747921233,False,26,True
sub-10317,M2,1,alpha,1.0,0.017757490200541477,False,50,True
sub-10317,M2,1,kappa,0.1136095006691437,0.27959272696272935,False,50,True
sub-10317,M2,2,alpha,1.0,0.0,True,39,True
sub-10317,M2,2,kappa,0.1136095006691437,0.21419449818743316,False,39,True
sub-10317,M2,3,alpha,1.0,0.743902951191859,False,50,True
sub-10317,M2,3,kappa,0.1136095006691437,0.14600222602425036,False,50,True
sub-10317,M2,4,alpha,1.0,0.0,True,37,True
sub-10317,M2,4,kappa,0.1136095006691437,0.18311862907414728,False,37,True
sub-10317,M2,5,alpha,1.0,1.0,True,28,True
sub-10317,M2,5,kappa,0.1136095006691437,0.10204401671411896,False,28,True
sub-10317,M2,6,alpha,1.0,0.23028083964787951,False,50,True
sub-10317,M2,6,kappa,0.1136095006691437,0.4907898996877985,False,50,True
sub-10317,M2,7,alpha,1.0,0.3850847803479303,False,23,True
sub-10317,M2,7,kappa,0.1136095006691437,0.19688831928021788,False,23,True
sub-10317,M2,8,alpha,1.0,1.0,True,14,True
sub-10317,M2,8,kappa,0.1136095006691437,0.0748099903170854,False,14,True
sub-10317,M2,9,alpha,1.0,0.47194533342813844,False,50,True
sub-10317,M2,9,kappa,0.1136095006691437,0.31417532291009265,False,50,True
sub-10317,M2,10,alpha,1.0,0.0,True,19,True
sub-10317,M2,10,kappa,0.1136095006691437,0.6603573310146723,False,19,True
sub-10317,M2,11,alpha,1.0,1.0,True,50,True
sub-10317,M2,11,kappa,0.1136095006691437,0.08893829898464006,False,50,True
sub-10317,M2,12,alpha,1.0,1.0,True,29,True
sub-10317,M2,12,kappa,0.1136095006691437,0.12015313892409005,False,29,True
sub-10317,M2,13,alpha,1.0,0.013409041398208761,False,50,True
sub-10317,M2,13,kappa,0.1136095006691437,0.42917309544712956,False,50,True
sub-10317,M2,14,alpha,1.0,0.0,True,46,True
sub-10317,M2,14,kappa,0.1136095006691437,0.03030898611081942,False,46,True
sub-10317,M2,15,alpha,1.0,1.0,True,35,True
sub-10317,M2,15,kappa,0.1136095006691437,0.16402442718058172,False,35,True
sub-10317,M2,16,alpha,1.0,1.0,True,50,True
sub-10317,M2,16,kappa,0.1136095006691437,0.09859360468444685,False,50,True
sub-10317,M2,17,alpha,1.0,1.0,True,16,True
sub-10317,M2,17,kappa,0.1136095006691437,0.09314747064935423,False,16,True
sub-10317,M2,18,alpha,1.0,0.0,True,50,True
sub-10317,M2,18,kappa,0.1136095006691437,0.2455333622163995,False,50,True
sub-10317,M2,19,alpha,1.0,1.0,True,13,True
sub-10317,M2,19,kappa,0.1136095006691437,0.17986762384192184,False,13,True
sub-10317,M2,20,alpha,1.0,0.2219734651773814,False,43,True
sub-10317,M2,20,kappa,0.1136095006691437,0.19658826551342892,False,43,True
sub-10317,M2,21,alpha,1.0,1.0,True,50,True
sub-10317,M2,21,kappa,0.1136095006691437,0.028173482634471458,False,50,True
sub-10317,M2,22,alpha,1.0,0.026368608361025378,False,50,True
sub-10317,M2,22,kappa,0.1136095006691437,0.1793628519596119,False,50,True
sub-10317,M2,23,alpha,1.0,1.0,True,50,True
sub-10317,M2,23,kappa,0.1136095006691437,0.38169721008276625,False,50,True
sub-10317,M2,24,alpha,1.0,1.0,True,28,True
sub-10317,M2,24,kappa,0.1136095006691437,0.18005652633872374,False,28,True
sub-10317,M2,25,alpha,1.0,0.5151829456284241,False,50,True
sub-10317,M2,25,kappa,0.1136095006691437,0.3917426686478371,False,50,True
sub-10317,M2,26,alpha,1.0,0.0,True,37,True
sub-10317,M2,26,kappa,0.1136095006691437,0.511301958826119,False,37,True
sub-10317,M2,27,alpha,1.0,1.0,True,19,True
sub-10317,M2,27,kappa,0.1136095006691437,0.08672720770195189,False,19,True
sub-10317,M2,28,alpha,1.0,0.9279404058379926,False,29,True
sub-10317,M2,28,kappa,0.1136095006691437,0.032646108149792616,False,29,True
sub-10317,M2,29,alpha,1.0,0.19591504921710806,False,50,True
sub-10317,M2,29,kappa,0.1136095006691437,0.36550300380646605,False,50,True
sub-10317,M2,30,alpha,1.0,0.44288839929711643,False,32,True
sub-10317,M2,30,kappa,0.1136095006691437,0.053768017435744234,False,32,True
sub-10317,M2,31,alpha,1.0,0.0,True,45,True
sub-10317,M2,31,kappa,0.1136095006691437,0.4416170993652112,False,45,True
sub-10317,M2,32,alpha,1.0,1.0,True,50,True
sub-10317,M2,32,kappa,0.1136095006691437,0.10767005108577904,False,50,True
sub-10317,M2,33,alpha,1.0,0.87972394342986,False,49,True
sub-10317,M2,33,kappa,0.1136095006691437,0.12295494333591991,False,49,True
sub-10317,M2,34,alpha,1.0,1.0,True,50,True
sub-10317,M2,34,kappa,0.1136095006691437,0.16753076949009435,False,50,True
sub-10317,M2,35,alpha,1.0,0.0,True,50,True
sub-10317,M2,35,kappa,0.1136095006691437,0.21419449623932305,False,50,True
sub-10317,M2,36,alpha,1.0,1.0,True,11,True
sub-10317,M2,36,kappa,0.1136095006691437,0.14549496666633924,False,11,True
sub-10317,M2,37,alpha,1.0,0.6489080650386544,False,46,True
sub-10317,M2,37,kappa,0.1136095006691437,0.1801950750485957,False,46,True
sub-10317,M2,38,alpha,1.0,0.8255989040240802,False,50,True
sub-10317,M2,38,kappa,0.1136095006691437,0.30384666613175443,False,50,True
sub-10317,M2,39,alpha,1.0,0.06896035412139981,False,48,True
sub-10317,M2,39,kappa,0.1136095006691437,0.6536303256191838,False,48,True
sub-10317,M2,40,alpha,1.0,1.0,True,50,True
sub-10317,M2,40,kappa,0.1136095006691437,0.12720726535928967,False,50,True
sub-10317,M2,41,alpha,1.0,1.0,True,28,True
sub-10317,M2,41,kappa,0.1136095006691437,0.12938281684177258,False,28,True
sub-10317,M2,42,alpha,1.0,1.0,True,48,True
sub-10317,M2,42,kappa,0.1136095006691437,0.12384478360513283,False,48,True
sub-10317,M2,43,alpha,1.0,0.8643664436906421,False,50,True
sub-10317,M2,43,kappa,0.1136095006691437,0.09366072481668244,False,50,True
sub-10317,M2,44,alpha,1.0,1.0,True,15,True
sub-10317,M2,44,kappa,0.1136095006691437,0.011474782361746268,False,15,True
sub-10317,M2,45,alpha,1.0,1.0,True,28,True
sub-10317,M2,45,kappa,0.1136095006691437,0.15185286777363574,False,28,True
sub-10317,M2,46,alpha,1.0,0.0,True,50,True
sub-10317,M2,46,kappa,0.1136095006691437,0.030308982199635428,False,50,True
sub-10317,M2,47,alpha,1.0,1.0,True,25,True
sub-10317,M2,47,kappa,0.1136095006691437,0.08619129649018309,False,25,True
sub-10317,M2,48,alpha,1.0,1.0,True,50,True
sub-10317,M2,48,kappa,0.1136095006691437,0.052569507284663114,False,50,True
sub-10317,M2,49,alpha,1.0,1.0,True,50,True
sub-10317,M2,49,kappa,0.1136095006691437,0.10112507710867405,False,50,True
sub-10317,M5,0,alpha,0.2264304277668997,0.09615576256632893,False,50,True
sub-10317,M5,0,kappa,0.8687603401148629,1.1451178753424744,False,50,True
sub-10317,M5,0,theta,5.0,5.0,True,50,True
sub-10317,M5,1,alpha,0.2264304277668997,0.27519587938718426,False,50,True
sub-10317,M5,1,kappa,0.8687603401148629,0.8359594915323731,False,50,True
sub-10317,M5,1,theta,5.0,5.0,True,50,True
sub-10317,M5,2,alpha,0.2264304277668997,0.2714485943650858,False,50,True
sub-10317,M5,2,kappa,0.8687603401148629,0.6670711029389431,False,50,True
sub-10317,M5,2,theta,5.0,5.0,True,50,True
sub-10317,M5,3,alpha,0.2264304277668997,0.20947477153117933,False,50,True
sub-10317,M5,3,kappa,0.8687603401148629,1.075414286966517,False,50,True
sub-10317,M5,3,theta,5.0,5.0,True,50,True
sub-10317,M5,4,alpha,0.2264304277668997,0.15603947967250217,False,50,True
sub-10317,M5,4,kappa,0.8687603401148629,1.93951756009421,False,50,True
sub-10317,M5,4,theta,5.0,5.0,True,50,True
sub-10317,M5,5,alpha,0.2264304277668997,0.18236557232449682,False,50,True
sub-10317,M5,5,kappa,0.8687603401148629,1.0587616723395488,False,50,True
sub-10317,M5,5,theta,5.0,5.0,True,50,True
sub-10317,M5,6,alpha,0.2264304277668997,0.2088785566240321,False,50,True
sub-10317,M5,6,kappa,0.8687603401148629,1.361857034759338,False,50,True
sub-10317,M5,6,theta,5.0,3.26393507883208,False,50,True
sub-10317,M5,7,alpha,0.2264304277668997,0.04495931005044989,False,50,True
sub-10317,M5,7,kappa,0.8687603401148629,1.1761174884887073,False,50,True
sub-10317,M5,7,theta,5.0,5.0,True,50,True
sub-10317,M5,8,alpha,0.2264304277668997,0.37437755615232227,False,49,True
sub-10317,M5,8,kappa,0.8687603401148629,0.5758341215610157,False,49,True
sub-10317,M5,8,theta,5.0,5.0,True,49,True
sub-10317,M5,9,alpha,0.2264304277668997,0.18078844040383393,False,50,True
sub-10317,M5,9,kappa,0.8687603401148629,1.4548360698482814,False,50,True
sub-10317,M5,9,theta,5.0,5.0,True,50,True
sub-10317,M5,10,alpha,0.2264304277668997,0.2964983515282132,False,50,True
sub-10317,M5,10,kappa,0.8687603401148629,1.1348462318086212,False,50,True
sub-10317,M5,10,theta,5.0,5.0,True,50,True
sub-10317,M5,11,alpha,0.2264304277668997,0.20335784658960807,False,50,True
sub-10317,M5,11,kappa,0.8687603401148629,1.2979937417251224,False,50,True
sub-10317,M5,11,theta,5.0,5.0,True,50,True
sub-10317,M5,12,alpha,0.2264304277668997,0.11257190529201984,False,50,True
sub-10317,M5,12,kappa,0.8687603401148629,0.7266333176152064,False,50,True
sub-10317,M5,12,theta,5.0,5.0,True,50,True
sub-10317,M5,13,alpha,0.2264304277668997,0.2269806283556669,False,50,True
sub-10317,M5,13,kappa,0.8687603401148629,1.2037107288320015,False,50,True
sub-10317,M5,13,theta,5.0,5.0,True,50,True
sub-10317,M5,14,alpha,0.2264304277668997,0.16445744310536276,False,50,True
sub-10317,M5,14,kappa,0.8687603401148629,1.6632241190344441,False,50,True
sub-10317,M5,14,theta,5.0,5.0,True,50,True
sub-10317,M5,15,alpha,0.2264304277668997,0.09296019503018998,False,50,True
sub-10317,M5,15,kappa,0.8687603401148629,0.9950673548891328,False,50,True
sub-10317,M5,15,theta,5.0,5.0,True,50,True
sub-10317,M5,16,alpha,0.2264304277668997,0.14968771250581722,False,50,True
sub-10317,M5,16,kappa,0.8687603401148629,1.003768571809369,False,50,True
sub-10317,M5,16,theta,5.0,3.185848123203892,False,50,True
sub-10317,M5,17,alpha,0.2264304277668997,0.08174049114478456,False,50,True
sub-10317,M5,17,kappa,0.8687603401148629,0.7902880105379723,False,50,True
sub-10317,M5,17,theta,5.0,5.0,True,50,True
sub-10317,M5,18,alpha,0.2264304277668997,0.051462431858741525,False,50,True
sub-10317,M5,18,kappa,0.8687603401148629,1.2361697293218687,False,50,True
sub-10317,M5,18,theta,5.0,5.0,True,50,True
sub-10317,M5,19,alpha,0.2264304277668997,0.2219198092875784,False,50,True
sub-10317,M5,19,kappa,0.8687603401148629,1.6082595014148722,False,50,True
sub-10317,M5,19,theta,5.0,5.0,True,50,True
sub-10317,M5,20,alpha,0.2264304277668997,0.17213628866632674,False,50,True
sub-10317,M5,20,kappa,0.8687603401148629,0.9200511271009073,False,50,True
sub-10317,M5,20,theta,5.0,5.0,True,50,True
sub-10317,M5,21,alpha,0.2264304277668997,0.19449955338184868,False,50,True
sub-10317,M5,21,kappa,0.8687603401148629,0.9340961081648195,False,50,True
sub-10317,M5,21,theta,5.0,5.0,True,50,True
sub-10317,M5,22,alpha,0.2264304277668997,0.20253835529336572,False,50,True
sub-10317,M5,22,kappa,0.8687603401148629,1.02050943871892,False,50,True
sub-10317,M5,22,theta,5.0,5.0,True,50,True
sub-10317,M5,23,alpha,0.2264304277668997,0.09564594315966211,False,50,True
sub-10317,M5,23,kappa,0.8687603401148629,1.2482404041006199,False,50,True
sub-10317,M5,23,theta,5.0,1.6841849530232826,False,50,True
sub-10317,M5,24,alpha,0.2264304277668997,0.20670058532539554,False,50,True
sub-10317,M5,24,kappa,0.8687603401148629,0.8336749515020345,False,50,True
sub-10317,M5,24,theta,5.0,5.0,True,50,True
sub-10317,M5,25,alpha,0.2264304277668997,0.2860547238791863,False,50,True
sub-10317,M5,25,kappa,0.8687603401148629,1.2913867875011746,False,50,True
sub-10317,M5,25,theta,5.0,5.0,True,50,True
sub-10317,M5,26,alpha,0.2264304277668997,0.11018935892034332,False,50,True
sub-10317,M5,26,kappa,0.8687603401148629,0.49554704617402623,False,50,True
sub-10317,M5,26,theta,5.0,4.817865213399469,False,50,True
sub-10317,M5,27,alpha,0.2264304277668997,0.2798576492658834,False,50,True
sub-10317,M5,27,kappa,0.8687603401148629,0.8398602905203143,False,50,True
sub-10317,M5,27,theta,5.0,5.0,True,50,True
sub-10317,M5,28,alpha,0.2264304277668997,0.26382558974441483,False,50,True
sub-10317,M5,28,kappa,0.8687603401148629,0.7761531405848162,False,50,True
sub-10317,M5,28,theta,5.0,5.0,True,50,True
sub-10317,M5,29,alpha,0.2264304277668997,0.24220676299310945,False,50,True
sub-10317,M5,29,kappa,0.8687603401148629,1.0704661137430975,False,50,True
sub-10317,M5,29,theta,5.0,5.0,True,50,True
sub-10317,M5,30,alpha,0.2264304277668997,0.21614075543390301,False,50,True
sub-10317,M5,30,kappa,0.8687603401148629,1.551210297182573,False,50,True
sub-10317,M5,30,theta,5.0,5.0,True,50,True
sub-10317,M5,31,alpha,0.2264304277668997,0.15661413323629728,False,49,True
sub-10317,M5,31,kappa,0.8687603401148629,0.47200426909737647,False,49,True
sub-10317,M5,31,theta,5.0,5.0,True,49,True
sub-10317,M5,32,alpha,0.2264304277668997,0.23969813869320222,False,50,True
sub-10317,M5,32,kappa,0.8687603401148629,1.1041819645346385,False,50,True
sub-10317,M5,32,theta,5.0,5.0,True,50,True
sub-10317,M5,33,alpha,0.2264304277668997,0.364004150871251,False,50,True
sub-10317,M5,33,kappa,0.8687603401148629,1.0797202745798768,False,50,True
sub-10317,M5,33,theta,5.0,5.0,True,50,True
sub-10317,M5,34,alpha,0.2264304277668997,0.17087408886696942,False,50,True
sub-10317,M5,34,kappa,0.8687603401148629,1.099747979647787,False,50,True
sub-10317,M5,34,theta,5.0,5.0,True,50,True
sub-10317,M5,35,alpha,0.2264304277668997,0.21987467374170724,False,50,True
sub-10317,M5,35,kappa,0.8687603401148629,0.7990099512494389,False,50,True
sub-10317,M5,35,theta,5.0,5.0,True,50,True
sub-10317,M5,36,alpha,0.2264304277668997,0.2986968403822731,False,50,True
sub-10317,M5,36,kappa,0.8687603401148629,2.32211053650826,False,50,True
sub-10317,M5,36,theta,5.0,5.0,True,50,True
sub-10317,M5,37,alpha,0.2264304277668997,0.27203771972556035,False,50,True
sub-10317,M5,37,kappa,0.8687603401148629,2.0429513153715284,False,50,True
sub-10317,M5,37,theta,5.0,3.3664713007914475,False,50,True
sub-10317,M5,38,alpha,0.2264304277668997,0.06023730736785436,False,50,True
sub-10317,M5,38,kappa,0.8687603401148629,2.7232359694383557,False,50,True
sub-10317,M5,38,theta,5.0,5.0,True,50,True
sub-10317,M5,39,alpha,0.2264304277668997,0.17797209656720167,False,50,True
sub-10317,M5,39,kappa,0.8687603401148629,0.8826718106615714,False,50,True
sub-10317,M5,39,theta,5.0,5.0,True,50,True
sub-10317,M5,40,alpha,0.2264304277668997,0.20185693176246633,False,50,True
sub-10317,M5,40,kappa,0.8687603401148629,0.8388971904597509,False,50,True
sub-10317,M5,40,theta,5.0,5.0,True,50,True
sub-10317,M5,41,alpha,0.2264304277668997,0.12472133751872609,False,49,True
sub-10317,M5,41,kappa,0.8687603401148629,1.0306734139924576,False,49,True
sub-10317,M5,41,theta,5.0,2.909663312799349,False,49,True
sub-10317,M5,42,alpha,0.2264304277668997,0.24822634348440664,False,50,True
sub-10317,M5,42,kappa,0.8687603401148629,1.5081912285986008,False,50,True
sub-10317,M5,42,theta,5.0,5.0,True,50,True
sub-10317,M5,43,alpha,0.2264304277668997,0.2518857848650495,False,50,True
sub-10317,M5,43,kappa,0.8687603401148629,1.127850616526638,False,50,True
sub-10317,M5,43,theta,5.0,5.0,True,50,True
sub-10317,M5,44,alpha,0.2264304277668997,0.263560194728565,False,50,True
sub-10317,M5,44,kappa,0.8687603401148629,0.8335653418526744,False,50,True
sub-10317,M5,44,theta,5.0,5.0,True,50,True
sub-10317,M5,45,alpha,0.2264304277668997,0.1051523283165788,False,50,True
sub-10317,M5,45,kappa,0.8687603401148629,1.1358039751931177,False,50,True
sub-10317,M5,45,theta,5.0,5.0,True,50,True
sub-10317,M5,46,alpha,0.2264304277668997,0.30317966344029784,False,49,True
sub-10317,M5,46,kappa,0.8687603401148629,4.002039439281833,False,49,True
sub-10317,M5,46,theta,5.0,5.0,True,49,True
sub-10317,M5,47,alpha,0.2264304277668997,0.17800915258369943,False,50,True
sub-10317,M5,47,kappa,0.8687603401148629,0.5082546815039084,False,50,True
sub-10317,M5,47,theta,5.0,5.0,True,50,True
sub-10317,M5,48,alpha,0.2264304277668997,0.08654527146554455,False,50,True
sub-10317,M5,48,kappa,0.8687603401148629,0.9160223761119813,False,50,True
sub-10317,M5,48,theta,5.0,5.0,True,50,True
sub-10317,M5,49,alpha,0.2264304277668997,0.23277543744497686,False,50,True
sub-10317,M5,49,kappa,0.8687603401148629,1.046429760370955,False,50,True
sub-10317,M5,49,theta,5.0,4.144978026014103,False,50,True
sub-10317,M6,0,alpha,0.0,0.012337322684449694,False,48,True
sub-10317,M6,0,kappa,1.1335727662335218,0.4772751177782635,False,48,True
sub-10317,M6,0,theta,0.7334081295505631,0.612046713250054,False,48,True
sub-10317,M6,1,alpha,0.0,0.04229316416904052,False,50,True
sub-10317,M6,1,kappa,1.1335727662335218,0.1242568929722967,False,50,True
sub-10317,M6,1,theta,0.7334081295505631,4.135551895872504,False,50,True
sub-10317,M6,2,alpha,0.0,0.0,True,48,True
sub-10317,M6,2,kappa,1.1335727662335218,2.3845832560422933,False,48,True
sub-10317,M6,2,theta,0.7334081295505631,0.5998328455432868,False,48,True
sub-10317,M6,3,alpha,0.0,0.0,True,50,True
sub-10317,M6,3,kappa,1.1335727662335218,1.328171002590154,False,50,True
sub-10317,M6,3,theta,0.7334081295505631,0.7635776448501734,False,50,True
sub-10317,M6,4,alpha,0.0,0.0,True,34,True
sub-10317,M6,4,kappa,1.1335727662335218,0.37439617608015063,False,34,True
sub-10317,M6,4,theta,0.7334081295505631,0.8701660550619836,False,34,True
sub-10317,M6,5,alpha,0.0,0.17002244312846143,False,50,True
sub-10317,M6,5,kappa,1.1335727662335218,0.4279776173925651,False,50,True
sub-10317,M6,5,theta,0.7334081295505631,0.8066262914682684,False,50,True
sub-10317,M6,6,alpha,0.0,0.005879577113786161,False,49,True
sub-10317,M6,6,kappa,1.1335727662335218,1.5914879525090762,False,49,True
sub-10317,M6,6,theta,0.7334081295505631,0.6135518599371834,False,49,True
sub-10317,M6,7,alpha,0.0,0.2564432482900929,False,49,True
sub-10317,M6,7,kappa,1.1335727662335218,0.5718585504650933,False,49,True
sub-10317,M6,7,theta,0.7334081295505631,1.1824018690602158,False,49,True
sub-10317,M6,8,alpha,0.0,0.0,True,50,True
sub-10317,M6,8,kappa,1.1335727662335218,1.895219404965659,False,50,True
sub-10317,M6,8,theta,0.7334081295505631,0.5731254405353531,False,50,True
sub-10317,M6,9,alpha,0.0,0.07036209282626357,False,50,True
sub-10317,M6,9,kappa,1.1335727662335218,0.9974321904886201,False,50,True
sub-10317,M6,9,theta,0.7334081295505631,0.6248927437453252,False,50,True
sub-10317,M6,10,alpha,0.0,0.0,True,47,True
sub-10317,M6,10,kappa,1.1335727662335218,0.15911517171125267,False,47,True
sub-10317,M6,10,theta,0.7334081295505631,5.0,True,47,True
sub-10317,M6,11,alpha,0.0,0.0,True,50,True
sub-10317,M6,11,kappa,1.1335727662335218,1.5707247519969785,False,50,True
sub-10317,M6,11,theta,0.7334081295505631,0.7633938469342955,False,50,True
sub-10317,M6,12,alpha,0.0,0.0,True,50,True
sub-10317,M6,12,kappa,1.1335727662335218,1.5707247519824834,False,50,True
sub-10317,M6,12,theta,0.7334081295505631,0.6035552195844623,False,50,True
sub-10317,M6,13,alpha,0.0,0.0,True,50,True
sub-10317,M6,13,kappa,1.1335727662335218,2.384583277117036,False,50,True
sub-10317,M6,13,theta,0.7334081295505631,0.6598154277008531,False,50,True
sub-10317,M6,14,alpha,0.0,0.0,True,50,True
sub-10317,M6,14,kappa,1.1335727662335218,1.1335727563438986,False,50,True
sub-10317,M6,14,theta,0.7334081295505631,0.7334081330609745,False,50,True
sub-10317,M6,15,alpha,0.0,0.3511513846715826,False,47,True
sub-10317,M6,15,kappa,1.1335727662335218,0.44933523410875614,False,47,True
sub-10317,M6,15,theta,0.7334081295505631,1.2361293675767273,False,47,True
sub-10317,M6,16,alpha,0.0,0.0,True,50,True
sub-10317,M6,16,kappa,1.1335727662335218,1.8952193986752135,False,50,True
sub-10317,M6,16,theta,0.7334081295505631,0.5858247581698657,False,50,True
sub-10317,M6,17,alpha,0.0,0.0028593192818226363,False,49,True
sub-10317,M6,17,kappa,1.1335727662335218,0.8270827255611646,False,49,True
sub-10317,M6,17,theta,0.7334081295505631,0.7007908086037662,False,49,True
sub-10317,M6,18,alpha,0.0,0.0,True,50,True
sub-10317,M6,18,kappa,1.1335727662335218,1.5707247503387962,False,50,True
sub-10317,M6,18,theta,0.7334081295505631,0.8903233257275988,False,50,True
sub-10317,M6,19,alpha,0.0,0.0,True,50,True
sub-10317,M6,19,kappa,1.1335727662335218,1.57072475275655,False,50,True
sub-10317,M6,19,theta,0.7334081295505631,0.5289899052117817,False,50,True
sub-10317,M6,20,alpha,0.0,0.04499984801414439,False,48,True
sub-10317,M6,20,kappa,1.1335727662335218,1.3996640861745162,False,48,True
sub-10317,M6,20,theta,0.7334081295505631,0.7709245502308164,False,48,True
sub-10317,M6,21,alpha,0.0,0.004959842880242131,False,50,True
sub-10317,M6,21,kappa,1.1335727662335218,3.3026673870906307,False,50,True
sub-10317,M6,21,theta,0.7334081295505631,0.5263292696487784,False,50,True
sub-10317,M6,22,alpha,0.0,0.01402692739601832,False,48,True
sub-10317,M6,22,kappa,1.1335727662335218,1.1235602120771557,False,48,True
sub-10317,M6,22,theta,0.7334081295505631,0.5350894959588145,False,48,True
sub-10317,M6,23,alpha,0.0,0.01942792671504702,False,43,True
sub-10317,M6,23,kappa,1.1335727662335218,0.8086570052471245,False,43,True
sub-10317,M6,23,theta,0.7334081295505631,0.7378613585138935,False,43,True
sub-10317,M6,24,alpha,0.0,0.03685886401512485,False,50,True
sub-10317,M6,24,kappa,1.1335727662335218,1.2357580766888565,False,50,True
sub-10317,M6,24,theta,0.7334081295505631,1.0409741645547255,False,50,True
sub-10317,M6,25,alpha,0.0,0.0,True,50,True
sub-10317,M6,25,kappa,1.1335727662335218,0.7001523655939099,False,50,True
sub-10317,M6,25,theta,0.7334081295505631,0.5650360713901661,False,50,True
sub-10317,M6,26,alpha,0.0,0.00289779081802407,False,42,True
sub-10317,M6,26,kappa,1.1335727662335218,0.969961637430678,False,42,True
sub-10317,M6,26,theta,0.7334081295505631,0.672009720297525,False,42,True
sub-10317,M6,27,alpha,0.0,0.0,True,50,True
sub-10317,M6,27,kappa,1.1335727662335218,0.8274384661890599,False,50,True
sub-10317,M6,27,theta,0.7334081295505631,0.5000000001237119,False,50,True
sub-10317,M6,28,alpha,0.0,0.0,True,42,True
sub-10317,M6,28,kappa,1.1335727662335218,1.3281709999341875,False,42,True
sub-10317,M6,28,theta,0.7334081295505631,0.7869308222110073,False,42,True
sub-10317,M6,29,alpha,0.0,0.1604290975486114,False,19,True
sub-10317,M6,29,kappa,1.1335727662335218,0.1100420483892714,False,19,True
sub-10317,M6,29,theta,0.7334081295505631,5.0,True,19,True
sub-10317,M6,30,alpha,0.0,0.03412863956340634,False,50,True
sub-10317,M6,30,kappa,1.1335727662335218,2.4018370502128525,False,50,True
sub-10317,M6,30,theta,0.7334081295505631,0.7146757178546121,False,50,True
sub-10317,M6,31,alpha,0.0,0.008020042449832062,False,50,True
sub-10317,M6,31,kappa,1.1335727662335218,1.3345779555972308,False,50,True
