model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,preference_stranger,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split
preference,38,4,-16.523082241237493,41.046164482474985,42.258285694596196,47.59650912138053,0.22082765860027148,0.37269029448332025,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.2695896981557744,0.4587623381865945,0.1914841479539183,sub-10581,41,0.6374465024464787,0.7073170731707317,0.19284708341737689,run_1_to_2
preference,42,4,-25.15737032981543,58.31474065963086,59.39582174071194,65.26541913276434,-0.00155222809970757,0.1358472996040032,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6511700394149762,0.2725110817461474,-0.36268980683292035,0.6124496223051302,sub-10584,41,0.7162171513773672,0.4878048780487805,0.26007933305740605,run_1_to_2
preference,42,4,-21.453358831059646,50.90671766211929,51.98779874320037,57.85739613525276,0.12568012953483207,0.2630796572385429,True,100,100,33,alpha;theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.0824489104549917,5.0,5.0,sub-10585,42,0.7214421031461772,0.5952380952380952,0.24698423136075356,run_1_to_2
preference,42,4,-20.04643574513239,48.09287149026478,49.17395257134586,55.04354996339825,0.1740077714152952,0.311407299119006,True,100,100,15,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3225472012314331,0.26932651019429854,5.0,0.3731649196008279,sub-10589,42,0.8297571503698921,0.7142857142857143,0.20739725672023793,run_1_to_2
preference,42,4,-15.724867878775877,39.44973575755175,40.53081683863283,46.40041423068523,0.3224531173595247,0.4598526450632354,True,100,100,35,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09542361286671265,1.5434608996142394,5.0,0.1890880548989669,sub-10590,42,1.6541964115515397,0.7142857142857143,0.1769415618848701,run_1_to_2
preference,41,4,-17.70380485401039,43.40760970802078,44.51872081913189,50.26189797483801,0.23629337484627796,0.3770441105427622,True,100,100,83,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.290999391234548,2.29861535967195,1.878198787194641,sub-10596,41,0.37287838035452714,0.8292682926829268,0.11371552522136005,run_1_to_2
preference,42,4,-22.17330774219569,52.34661548439138,53.42769656547246,59.29729395752485,0.10094996944460875,0.23834949714831954,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.20896929471050005,0.24352479886696918,2.644655553318314,-0.3381351309610086,sub-10603,42,0.8071097583572835,0.6428571428571429,0.2648159219421083,run_1_to_2
preference,40,4,-15.336715530951803,38.67343106190361,39.81628820476075,45.42894887835935,0.30257540991038084,0.44684491399927717,True,100,100,57,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.9513637928901392,0.20168969281856813,5.0,2.75440034335287,sub-10606,41,0.35712077939614917,0.8292682926829268,0.12030955639417376,run_1_to_2
preference,27,4,-0.4269338813094213,8.853867762618842,10.67204958080066,14.037215226636159,0.7634549793737618,0.9771875780239785,True,100,100,100,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.29516945672310496,20.0,5.0,0.05499395590387779,sub-10608,15,0.7929007055933827,0.8666666666666667,0.12752610843020767,chronological_65_percent
preference,27,4,-15.669956589355634,39.33991317871127,41.15809499689309,44.52326064272859,-0.051027734294983806,0.16270486435523313,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0741438039733635,0.591741724330374,0.9169090025386323,0.3843594589857298,sub-10617,15,0.7871353745559065,0.6,0.27478698877195423,chronological_65_percent
preference,40,4,-15.250013443449568,38.500026886899136,39.64288402975628,45.25554470335488,0.30570252670223574,0.4499720307911321,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.19629275729406392,5.0,3.259072907115724,sub-10636,42,0.4462719340634704,0.6190476190476191,0.15722616478796927,run_1_to_2
preference,42,4,-12.53279520516193,33.065590410323864,34.146671491404945,40.016268883457336,0.432100436797144,0.5694999645008549,True,100,100,100,alpha;theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.24080170332165582,5.0,5.0,sub-10638,41,0.40018657682496095,0.6585365853658537,0.1284429644371232,run_1_to_2
preference,42,4,-16.59893982061495,41.1978796412299,42.278960722310984,48.148558114363375,0.2924288493625861,0.42982837706629684,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1979346435986309,1.182375370041976,0.5310299726641166,-0.22334050023125362,sub-10640,41,0.7394085698009859,0.6097560975609756,0.25288280855108797,run_1_to_2
preference,27,4,-5.161044497514218,18.322088995028437,20.140270813210254,23.505436459045754,0.5104965382990041,0.724229136949221,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.4845137011593839,5.0,-1.5545618030723964,sub-10641,15,0.5949630823530928,0.7333333333333333,0.21027360711368195,chronological_65_percent
preference,42,4,-8.90914028787375,25.8182805757475,26.89936165682858,32.76895904888097,0.5565725553463003,0.6939720830500111,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.3845832855468587,5.0,0.05130496883555296,sub-10642,42,0.15534659529349754,0.9523809523809523,0.04338014491685682,run_1_to_2
preference,41,4,-12.491960622273568,32.98392124454713,34.09503235565825,39.83820951136437,0.41968610233438686,0.5604368380308711,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10832021129117954,1.477839962562946,5.0,0.05230494407153593,sub-10644,41,0.23537079950181927,0.926829268292683,0.07008145461245316,run_1_to_2
preference,41,4,-12.681918731568826,33.363837463137656,34.47494857424877,40.218125729954885,0.41300191642568157,0.5537526521221658,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.050288059784033556,2.5311555160964727,0.23020960106063762,-0.06250749982319463,sub-10647,42,0.33591870770845444,0.8095238095238095,0.10818195940396255,run_1_to_2
preference,38,4,-9.919522459839264,27.83904491967853,29.05116613179974,34.38938955858407,0.4715361572538776,0.6233987931369264,True,100,100,100,alpha;theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.26578929126139306,5.0,5.0,sub-10649,39,0.4923957993220765,0.6410256410256411,0.13637512220123282,run_1_to_2
preference,42,4,-23.419302703093702,54.838605406187405,55.919686487268486,61.78928387932088,0.058150189657461104,0.19554971736117188,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6431496289559329,0.19237264463902792,2.9440346585502604,0.171918320537699,sub-10652,42,0.7001019153461904,0.6666666666666666,0.23634361914229998,run_1_to_2
preference,42,4,-17.477178872176147,42.95435774435229,44.035438825433374,49.905036217485765,0.26226144163872034,0.3996609693424311,True,100,100,95,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0058582377317859995,20.0,0.24286392012192876,0.24808041253061955,sub-10656,42,0.4244240645552353,0.7142857142857143,0.14913386883389196,run_1_to_2
preference,42,4,-20.431960013558193,48.863920027116386,49.94500110819747,55.81459850024986,0.16076505831528914,0.298164586019,True,100,100,88,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.63240749566827,0.20987139151594617,5.0,0.8472446340977567,sub-10661,42,0.48982357425452716,0.7380952380952381,0.1711980437282203,run_1_to_2
preference,38,4,-17.8562202452819,43.7124404905638,44.92456170268501,50.26278512946934,0.17021419577775893,0.3220768316608077,True,100,100,82,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.044546862347211384,3.4283041775628593,0.27600349951232983,0.20865609283674535,sub-10663,38,0.8825708585432769,0.6052631578947368,0.25353257965296583,run_1_to_2
preference,24,4,-12.167011378652187,32.334022757304375,34.439285915199115,37.046238078696156,0.02816386908429349,0.26861304256578744,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.028685952509970757,1.4729824886063125,0.4514377643030565,0.05637580602562416,sub-10668,13,0.8645622123292355,0.6153846153846154,0.2979609534371671,chronological_65_percent
preference,42,4,-26.4455808075923,60.8911616151846,61.97224269626568,67.84184008831808,-0.04580210590708602,0.09159742179662478,True,100,100,93,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.042639096234662756,5.0,-3.855107937551777,sub-10673,42,0.8071291064830041,0.47619047619047616,0.30066536420847567,run_1_to_2
preference,42,4,-12.252714390319333,32.50542878063867,33.58650986171975,39.45610725377214,0.4417211797167049,0.5791207074204157,True,100,100,57,theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5495963297194882,0.24133356007540938,5.0,5.0,sub-10674,42,0.34434839466852124,0.7619047619047619,0.1251942854337695,run_1_to_2
preference,40,4,-25.70433192104744,59.40866384209488,60.55152098495203,66.16418165855063,-0.07135730888537196,0.07291219520352432,True,100,100,16,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3149832828544776,0.38673486219023245,0.573444829977431,0.052182104990099606,sub-10677,42,0.6012618447257263,0.7857142857142857,0.20435555063137026,run_1_to_2
preference,41,4,-3.0133707562708087,14.026741512541617,15.137852623652728,20.881029779358848,0.7532157265856688,0.8939664622821532,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.144219662767197,8.99001660410155,5.0,0.22590959515300668,sub-10685,42,4.864112159280287,0.8333333333333334,0.15809895623567444,run_1_to_2
preference,26,4,-14.574156189339007,37.148312378678014,39.05307428343992,42.18069853076394,-0.03064780857909359,0.19130527463459313,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1296993558690456,0.973630398586708,0.48925898465653983,0.014608904237934728,sub-10690,15,0.8907777457174055,0.4,0.333301345730981,chronological_65_percent
preference,42,4,-12.192122101646893,32.38424420329379,33.46532528437487,39.33492267642726,0.4438025176782249,0.5812020453819358,True,100,100,47,theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.45751890007862117,0.24730841106865087,5.0,5.0,sub-10691,42,0.7072990918009625,0.6666666666666666,0.1924335263090436,run_1_to_2
preference,42,4,-18.11073236409465,44.2214647281893,45.30254580927038,51.17214320132277,0.2404989539975606,0.3778984817012714,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08382948236277916,1.2290655187654267,0.540122832908053,-0.12251702917744887,sub-10700,42,0.4317441074440352,0.8333333333333334,0.13159591896388595,run_1_to_2
preference,41,4,-9.10719741369878,26.21439482739756,27.32550593850867,33.06868309421479,0.5387880802757103,0.6795388159721946,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.03647024222115863,19.18281748891934,0.28848950661257455,0.2269143828817445,sub-10701,42,4.382773289129234,0.40476190476190477,0.5091922098171713,run_1_to_2
preference,39,4,-19.425977455969562,46.851954911939124,48.02842550017442,53.506201496457706,0.13342201272553988,0.2813907348679977,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05373058710024215,0.21541539914312652,-0.44423379083703374,-3.5207994366525015,sub-10713,42,0.6435305262587205,0.6428571428571429,0.21170942184360064,run_1_to_2
preference,42,4,-26.58102113591695,61.1620422718339,62.24312335291498,68.11272074496738,-0.050454465193046576,0.08694506251066425,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.46659130788661246,0.19914330514416362,1.355524132372432,0.9338429578947853,sub-10716,42,0.7928755814060847,0.5714285714285714,0.2894582614529312,run_1_to_2
preference,42,4,-11.968405739683986,31.93681147936797,33.017892560449056,38.88748995250145,0.4514871482965489,0.5888866760002598,True,100,100,100,theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23066476721885237,0.2703318737344511,5.0,5.0,sub-10718,42,0.43836225102770354,0.6666666666666666,0.13796331592315256,run_1_to_2
preference,42,4,-26.333651562979,60.667303125958,61.74838420703908,67.61798159909148,-0.04195734957056088,0.09544217813314992,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11428039343600488,0.4477332928828806,0.8850393584287826,0.17342578331811265,sub-10720,42,0.5638539622952055,0.7380952380952381,0.18763313508350177,run_1_to_2
preference,41,4,-27.192624871618715,62.38524974323743,63.496360854348545,69.23953801005466,-0.09759622474619664,0.04315451095028755,True,100,100,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11792941701803063,0.3931565339398677,0.24628384041559812,-0.06778047668946861,sub-10723,42,0.6936282018879469,0.5,0.25004007833614716,run_1_to_2
preference,42,4,-26.80782190278765,61.6156438055753,62.69672488665638,68.56632227870878,-0.05824504475576507,0.07915448294794569,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1946422627274242,0.15547776262213384,1.7447222372129614,-0.5729354136162844,sub-10741,41,0.6348488640148521,0.6097560975609756,0.22026915673139197,run_1_to_2
preference,42,4,-23.683120154512903,55.366240309025805,56.447321390106886,62.31691878215928,0.04908809135121241,0.18648761905492317,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.1794916734364613,2.7859959427827405,0.34746129780478374,sub-10748,42,0.6409957658829311,0.6428571428571429,0.22810582487565081,run_1_to_2
preference,42,4,-9.704242130949462,27.408484261898924,28.489565342980004,34.3591627350324,0.5292609009175622,0.666660428621273,True,100,100,98,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.353261645169743e-07,20.0,2.2653114765270095,0.24999939775534305,sub-10767,42,0.2310507075887664,0.9047619047619048,0.08333199531489036,run_1_to_2
preference,41,4,-27.07727484925156,62.15454969850312,63.26566080961423,69.00883796532035,-0.09353732461850084,0.04721341107798338,True,100,100,92,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.03281670898984047,5.0,3.249768461747218,sub-10770,42,0.6964280455544094,0.5,0.2503892601945289,run_1_to_2
preference,41,4,-14.8094693745025,37.618938749005,38.73004986011611,44.47322701582223,0.338138336869571,0.4788890725660552,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.38196288206052037,5.0,-0.9904473638520173,sub-10781,42,0.30765633805191916,0.9761904761904762,0.08436617669061533,run_1_to_2
preference,39,4,-12.49719866652531,32.99439733305062,34.17086792128592,39.6486439175692,0.38973264859599777,0.5377013707384556,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.3048155649230964,0.3163810133255061,0.0058803924378520046,sub-10783,42,0.46007389724792974,0.7619047619047619,0.16652916027956013,run_1_to_2
preference,41,4,-23.95353960187831,55.90707920375662,57.01819031486774,62.76136747057386,0.016379683928705088,0.15713041962518937,True,100,100,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2471386418169661,0.9468980158755216,0.3459483570474537,0.16542615532808344,sub-10785,42,1.0627652817002615,0.38095238095238093,0.3846336221091304,run_1_to_2
preference,41,4,-26.056411536567555,60.11282307313511,61.223934184246225,66.96711133995234,-0.05761550904204497,0.08313522665443929,True,100,100,47,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12262373848182549,0.5079327528003215,0.5614633367342569,0.103934728440216,sub-10794,42,0.672702836445292,0.5476190476190477,0.2402835728607244,run_1_to_2
preference,42,4,-21.523049274764716,51.04609854952943,52.12717963061051,57.996777022662904,0.12328627102219739,0.26068579872590814,True,100,100,98,alpha;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.1115171219862415,2.72795786597331,5.0,sub-10800,38,0.684344399769996,0.6052631578947368,0.2373943538739119,run_1_to_2
preference,42,4,-13.932426609795678,35.86485321959135,36.945934300672434,42.81553169272483,0.38402326330815456,0.5214227910118653,True,100,100,100,preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.21404174488145483,0.31237075489491867,2.169676269492896,5.0,sub-10801,42,0.6784224357797713,0.7142857142857143,0.16380368915481872,run_1_to_2
preference,42,4,-27.14914581743952,62.29829163487904,63.37937271596012,69.24897010801251,-0.06996948092255223,0.0674300467811586,True,100,100,30,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.051102627614556466,0.6893108317600655,0.48136697273084605,0.21334964369756962,sub-10802,42,0.6303298076039854,0.6428571428571429,0.22069606446125084,run_1_to_2
preference,27,4,-14.46423525640779,36.92847051281558,38.7466523309974,42.111817976832896,0.01339775413975278,0.22713035278996963,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5912197743001233,0.25529191310552546,0.9266674582429907,2.2512097854451216,sub-10803,15,1.324392012860042,0.3333333333333333,0.4106439520990943,chronological_65_percent
preference,42,4,-13.450322666651498,34.900645333303,35.98172641438408,41.85132380643647,0.40058347683118123,0.537983004534892,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.45569807464478124,0.4875695636511793,5.0,1.2402932253485812,sub-10804,39,1.2196080249645607,0.6410256410256411,0.2915611626402203,run_1_to_2
preference,41,4,-9.48268888031408,26.96537776062816,28.076488871739272,33.81966602744539,0.5255754052322464,0.6663261409287307,True,100,100,93,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.004529818196686377,20.0,2.6257490876815726,0.24893029222273083,sub-10806,41,19.063435562012703,0.6341463414634146,0.2209016334375654,run_1_to_2
preference,40,4,-18.325795746009803,44.651591492019605,45.79444863487675,51.40710930847535,0.19476712983329356,0.33903663392218986,True,100,100,23,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4812717573821096,0.21986743409675258,5.0,1.179839223389543,sub-10807,41,0.382353081285703,0.8048780487804879,0.1252870886905665,run_1_to_2
preference,41,4,-19.5420300650388,47.0840601300776,48.19517124118872,53.93834839689484,0.17161048713925947,0.31236122283574375,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3800694902855761,0.9241395309267308,0.5194896438182917,-0.0652227341315391,sub-10809,42,0.745589712989141,0.7380952380952381,0.2192719911291688,run_1_to_2
preference,42,4,-17.842298441536975,43.68459688307395,44.76567796415503,50.63527535620742,0.2497196275423303,0.3871191552460411,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1569062969229681,0.22290464223372228,5.0,1.799789074498966,sub-10810,42,0.38751448409984024,0.6904761904761905,0.13327523339944047,run_1_to_2
preference,42,4,-22.949951178096264,53.89990235619253,54.98098343727361,60.850580829326,0.07427235912287723,0.211671886826588,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1622274586276006,0.28980467934350523,1.570875992531019,1.0703077543944712,sub-10812,42,0.5906408133501225,0.6190476190476191,0.2081842675807933,run_1_to_2
preference,42,4,-21.415706101984558,50.831412203969116,51.912493285050196,57.78209067710259,0.1269734963327503,0.2643730240364611,True,100,100,40,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.827438471979573,0.97047148171032,0.13688096231765332,sub-10817,42,0.5385128749697823,0.7142857142857143,0.1833049573198754,run_1_to_2
preference,29,4,-14.680967244169604,37.36193448833921,39.02860115500587,42.83111780828511,0.07065728268370164,0.26964970211666206,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06166442904515737,0.6414322579077585,1.24726094059767,-0.07009667954015028,sub-10827,27,0.8372041689828686,0.5555555555555556,0.26106312714521357,run_1_to_2
preference,42,4,-20.828065624604562,49.656131249209125,50.737212330290205,56.6068097223426,0.14715887734564892,0.2845584050493597,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09677106750166532,0.12128113373464072,5.0,2.461719791746563,sub-10831,42,0.9032162598518799,0.5714285714285714,0.28750448106417065,run_1_to_2
preference,42,4,-17.987131496597005,43.97426299319401,45.05534407427509,50.92494146632748,0.24474462920204687,0.38214415690575765,True,100,100,98,theta;preference_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2501612571709818,0.12084415971804226,5.0,5.0,sub-10834,42,0.3369869170410363,0.6904761904761905,0.11028860004609642,run_1_to_2
preference,26,4,-15.237019757142125,38.47403951428425,40.378801419046155,43.50642566637018,-0.06742896173507527,0.1545241214786114,True,100,100,89,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2728137827543501,1.169550126206094,0.22333886866607847,-0.17659029889938027,sub-10836,15,1.182989631760413,0.6,0.32777900530267556,chronological_65_percent
preference,38,4,-26.00592265624809,60.01184531249618,61.22396652461739,66.56218995140172,-0.13919462667018184,0.012668009212866926,True,100,100,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02594139529602049,0.015523528935667224,-5.0,-3.4378774103623893,sub-10838,37,0.7058731826027396,0.4864864864864865,0.2561816747427638,run_1_to_2
preference,42,4,-26.997755420683767,61.99551084136753,63.076591922448614,68.94618931450101,-0.0647692386692727,0.07263028903443813,True,100,100,86,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1472189763143181,0.7205634848069891,0.12099159836766517,0.19465846838189158,sub-10843,42,0.6323096977864774,0.5952380952380952,0.22086087566973522,run_1_to_2
preference,42,4,-23.428720518315476,54.85744103663095,55.93852211771203,61.808119509764424,0.057826688816592975,0.1952262165203038,True,100,100,94,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.08750221493649284,5.0,2.6140500694085387,sub-10850,42,0.48679008717292294,0.6904761904761905,0.15552834300768284,run_1_to_2
preference,42,4,-20.318795339267545,48.63759067853509,49.71867175961617,55.58826915166856,0.16465225151535895,0.3020517792190698,True,100,100,78,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.0,0.21718542965557905,2.7165203460886556,-1.019149412626428,sub-10854,42,0.8061294153003925,0.5952380952380952,0.26325705960662543,run_1_to_2
preference,42,4,-13.431760142775085,34.863520285550166,35.94460136663125,41.814198758683645,0.40122109733458333,0.5386206250382941,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07457519118395424,1.563558471926371,5.0,0.126316930385346,sub-10857,42,0.3483627325135996,0.7857142857142857,0.12143214546861844,run_1_to_2
