model,parameter,iteration,n,pearson,spearman,rmse,bias,boundary_rate
M1,kappa,39,111,0.9163312747905149,0.7273681462220343,0.1716656752969149,0.06654871609708365,0.35135135135135137
M1,kappa,40,111,0.8962294562217098,0.6581130044562311,0.17620382060287598,0.03707127165754654,0.38738738738738737
M1,kappa,41,111,0.9190049715798917,0.6377443074416869,0.16512222542198132,0.058464259809415726,0.3333333333333333
M1,kappa,42,111,0.9216193107282609,0.7101933114438359,0.1704375444098988,0.05342318863691679,0.3063063063063063
M1,kappa,43,111,0.9082472099169585,0.6796299802239628,0.18023360659788687,0.06186514161173197,0.32432432432432434
M1,kappa,44,111,0.8893898103463869,0.7096550732550729,0.18997841176654598,0.05645305875641682,0.35135135135135137
M1,kappa,45,111,0.882418967907747,0.6106098238314873,0.1979572769859831,0.0689991230667238,0.34234234234234234
M1,kappa,46,111,0.9324267644098772,0.7439051062138704,0.14271206952843082,0.038806294503336294,0.4144144144144144
M1,kappa,47,111,0.9127484004312298,0.697116492952174,0.1849883994345675,0.08349253242231694,0.3153153153153153
M1,kappa,48,111,0.8920146479590414,0.6997560996377917,0.17422829572995852,0.034013024920032865,0.36036036036036034
M1,kappa,49,111,0.9196564288428287,0.7668700486317946,0.21148433495792235,0.08644509583017018,0.35135135135135137
M2,alpha,0,111,0.29026308648450827,0.24728547970432985,0.4773095388745506,-0.04144419347903936,0.4594594594594595
M2,alpha,1,111,0.27411180928735296,0.25102618857135145,0.4817360505537032,-0.07193203417496997,0.43243243243243246
M2,alpha,2,111,0.1743488595178077,0.14433873676091147,0.5030387782327242,-0.08017242536831916,0.3963963963963964
M2,alpha,3,111,0.4065703489747282,0.3475382946678014,0.43669968877281473,-0.017889794055390616,0.4594594594594595
M2,alpha,4,111,0.35875335303838307,0.3291028703073519,0.44873584451865783,-0.06985384434151302,0.4864864864864865
M2,alpha,5,111,0.26250873036725597,0.23019702806440556,0.48335053483835333,-0.07639533199300627,0.45045045045045046
M2,alpha,6,111,0.2884888766024567,0.25202116151386333,0.48133494607354993,-0.05054206680833688,0.4864864864864865
M2,alpha,7,111,0.3310962723255324,0.30038037679709667,0.4684817368430882,-0.04635193267474204,0.5135135135135135
M2,alpha,8,111,0.3800346046441678,0.3695872909451113,0.4453978688585118,-0.05561407553039647,0.45045045045045046
M2,alpha,9,111,0.3512127753660837,0.25598252462772486,0.4402232882248231,-0.13708889367446386,0.34234234234234234
M2,alpha,10,111,0.25781298628988053,0.25702356296366974,0.47432726253999036,-0.0778797365603508,0.3783783783783784
M2,alpha,11,111,0.27669007143770463,0.2532382862457187,0.46904557643340955,-0.08699484387385002,0.36936936936936937
M2,alpha,12,111,0.4476270187163821,0.3826900233762637,0.4103927381879484,-0.0695153732684587,0.35135135135135137
M2,alpha,13,111,0.3085894628210452,0.28848652389731466,0.47020069203783477,-0.07808261105238162,0.4144144144144144
M2,alpha,14,111,0.22061984836113907,0.23890145159075526,0.5008998230115911,-0.007483920909596617,0.44144144144144143
M2,alpha,15,111,0.193442573895803,0.15024633652187844,0.4984217001358316,-0.013620763698729907,0.3963963963963964
M2,alpha,16,111,0.24474984764067467,0.17325311163503948,0.4942146506868105,-0.007479504440097447,0.42342342342342343
M2,alpha,17,111,0.30217718608439326,0.25276969823057066,0.4672763701443963,-0.05101143691985089,0.38738738738738737
M2,alpha,18,111,0.2949455073676055,0.29033722740458406,0.47528166710203945,-0.10397328424172618,0.3963963963963964
M2,alpha,19,111,0.16730243349570104,0.15974327418780795,0.51065558654409,-0.04942141956385872,0.43243243243243246
M2,alpha,20,111,0.34364004932776554,0.35637637932856364,0.4627355213658717,-0.03894392370568771,0.4864864864864865
M2,alpha,21,111,0.3615693968661461,0.2989176884089944,0.45310776533811675,-0.05473661904492672,0.43243243243243246
M2,alpha,22,111,0.28317426303274523,0.20112496948046799,0.4818778777595007,-0.003099308882581724,0.40540540540540543
M2,alpha,23,111,0.2226166985279651,0.18380595472793768,0.4890873327792118,-0.04819268887075932,0.3963963963963964
M2,alpha,24,111,0.19700513157916533,0.11086954561181409,0.5079877984837089,-0.055483934031996855,0.4594594594594595
M2,alpha,25,111,0.2980650526968288,0.25507603714050536,0.48601454864289123,-0.04354075348355752,0.5045045045045045
M2,alpha,26,111,0.20903112333218704,0.1945233583696,0.5056472995279571,-0.11129406755795211,0.4864864864864865
M2,alpha,27,111,0.43847422879494186,0.36447496848322525,0.43298959209366505,-0.03723617818339168,0.4954954954954955
M2,alpha,28,111,0.31364480844074105,0.2952565419179211,0.46522886721839996,-0.09716025600021277,0.44144144144144143
M2,alpha,29,111,0.418246222376846,0.4173385071447784,0.42622028762137226,-0.045361504516008226,0.4144144144144144
M2,alpha,30,111,0.4173541988399765,0.3404332740409171,0.4294933867504941,-0.020245191000608603,0.40540540540540543
M2,alpha,31,111,-0.00522719830221329,-0.06637012132269786,0.5614927214969742,-0.06292437582120305,0.42342342342342343
M2,alpha,32,111,0.2079018154808428,0.22122775966388963,0.5052777943782539,-0.032083766665376164,0.42342342342342343
M2,alpha,33,111,0.34889051078298294,0.302971720948967,0.4563283096302213,-0.033544017776783105,0.43243243243243246
M2,alpha,34,111,0.3806761229040556,0.29124842425566466,0.4497301605429947,-0.03612312186570633,0.4774774774774775
M2,alpha,35,111,0.12798554740265344,0.08179765854241226,0.5178463192443534,-0.12779471125036007,0.46846846846846846
M2,alpha,36,111,0.18616890392838542,0.28889165531898514,0.5195273988233303,-0.05157518460265132,0.5495495495495496
M2,alpha,37,111,0.44042360230817446,0.4299674254649126,0.411101972873477,-0.017132577100467335,0.3963963963963964
M2,alpha,38,111,0.3576014385198499,0.31940923155376144,0.44703458698610476,-0.07747298432088542,0.40540540540540543
M2,alpha,39,111,0.42993612133716586,0.43729598841681394,0.43155649980584543,-0.036554184350101146,0.42342342342342343
M2,alpha,40,111,0.287317509646144,0.28632506223262993,0.47227444962603254,-0.08214182786078367,0.43243243243243246
M2,alpha,41,111,0.19074007863416875,0.23276196332493895,0.5019390871919513,-0.03645342761601956,0.40540540540540543
M2,alpha,42,111,0.25741822878357534,0.2897025122574213,0.48983667071196124,-0.08155829115584065,0.42342342342342343
M2,alpha,43,111,0.3162937936096397,0.2466672972740704,0.4667933957848368,-0.08217121432660301,0.4594594594594595
M2,alpha,44,111,0.3014970527371411,0.27580197451242394,0.47956602180862967,-0.03320768408898357,0.4594594594594595
M2,alpha,45,111,0.30517709801802706,0.22124446003162052,0.4814046123646564,0.005701105715237601,0.5045045045045045
M2,alpha,46,111,0.25383274071658035,0.2227990264396264,0.4867115462162505,-0.06741517355152388,0.4594594594594595
M2,alpha,47,111,0.40016898211456586,0.3186496557904092,0.43776332650937877,-0.1006347883074238,0.4594594594594595
M2,alpha,48,111,0.4889869864483305,0.41805132981777615,0.39844817134971083,-0.041784256679072575,0.38738738738738737
M2,alpha,49,111,0.2648129173892356,0.2612303317613168,0.49126356245978864,-0.03531543539990007,0.5135135135135135
M2,kappa,0,111,0.9416930426802894,0.7009630594207061,0.2062505402598044,0.09634449714424721,0.15315315315315314
M2,kappa,1,111,0.8820652782442198,0.7057400692170644,0.20869673004457018,0.07474108406161745,0.12612612612612611
M2,kappa,2,111,0.8911388084014229,0.7241393773514747,0.18792564743074575,0.044333543679261726,0.16216216216216217
M2,kappa,3,111,0.9243075110275198,0.7637510255606549,0.19032456323915087,0.07296742230683734,0.17117117117117117
M2,kappa,4,111,0.9160152527512258,0.7377695604761052,0.1771300054685449,0.05511846888836148,0.2072072072072072
M2,kappa,5,111,0.924164553372651,0.7137185172582337,0.18979616500758745,0.0926600887510124,0.0990990990990991
M2,kappa,6,111,0.9039099381314718,0.6830775410369883,0.18742414241609665,0.06154493697603984,0.10810810810810811
M2,kappa,7,111,0.9095951791880189,0.6418115717283236,0.19203907627371894,0.06024364054263274,0.15315315315315314
M2,kappa,8,111,0.8508432119516333,0.8135940377194345,0.24153181201558657,0.07692450889891826,0.14414414414414414
M2,kappa,9,111,0.918559349080331,0.7553397047652091,0.19475844488511393,0.10617101742594223,0.13513513513513514
M2,kappa,10,111,0.9135282107133013,0.7386350079790291,0.18262388182858819,0.06941893462175532,0.16216216216216217
M2,kappa,11,111,0.900853819467706,0.8043517476708096,0.18921078924658688,0.06613279577618437,0.12612612612612611
M2,kappa,12,111,0.9134652610639591,0.703121572211631,0.1840025419173317,0.07861588592877408,0.12612612612612611
M2,kappa,13,111,0.8678046989528896,0.774534914356339,0.240671105960273,0.09389746722873557,0.14414414414414414
M2,kappa,14,111,0.9445508622474539,0.7855638931873057,0.13448904571038392,0.026097131918180045,0.1891891891891892
M2,kappa,15,111,0.9327987494192914,0.7111562235493557,0.17218071217276326,0.06717827500629361,0.12612612612612611
M2,kappa,16,111,0.9124118942964363,0.7206275417298295,0.21602152507560932,0.0898762174452102,0.10810810810810811
M2,kappa,17,111,0.9248952935518979,0.6261395256277114,0.15977194752166055,0.03811971089438619,0.1891891891891892
M2,kappa,18,111,0.9251827519759748,0.6985833754853263,0.171257750336245,0.06741133514227696,0.1891891891891892
M2,kappa,19,111,0.9248510799727941,0.652815653401201,0.17059436906534875,0.0603674277311939,0.14414414414414414
M2,kappa,20,111,0.9009009014092726,0.7536920478991721,0.18489063751528592,0.05029415198695765,0.1981981981981982
M2,kappa,21,111,0.9371213955884521,0.7273694476070421,0.15711906114100405,0.061629035439002666,0.14414414414414414
M2,kappa,22,111,0.9357635187050766,0.718506865755817,0.17887806539096976,0.05811030902392153,0.14414414414414414
M2,kappa,23,111,0.9354204181628252,0.7540806980425827,0.17337739438147975,0.07092517836300233,0.13513513513513514
M2,kappa,24,111,0.8946409689674537,0.7542930429680891,0.212483562102797,0.08593713078379267,0.18018018018018017
M2,kappa,25,111,0.8594951955411798,0.7939590288744611,0.24933170115284983,0.05381023701182253,0.1981981981981982
M2,kappa,26,111,0.9220093630703295,0.7296147049437071,0.19783531552149125,0.08236966220342962,0.15315315315315314
M2,kappa,27,111,0.8798188361216213,0.7026911681672035,0.3659572424172555,0.13996255386053486,0.16216216216216217
M2,kappa,28,111,0.9200375022139136,0.7230540007141398,0.21880678795171812,0.08493303658204354,0.17117117117117117
M2,kappa,29,111,0.8941488688097432,0.7354679359035328,0.19793290603336872,0.06198000959725397,0.18018018018018017
M2,kappa,30,111,0.9084450846794291,0.7922697566119874,0.20202237084177613,0.08545834144847575,0.17117117117117117
M2,kappa,31,111,0.8624056113849008,0.725243011213373,0.2698879326975098,0.08862942421170611,0.13513513513513514
M2,kappa,32,111,0.9066467851513169,0.763638650224753,0.1834146429464358,0.05884621011212236,0.17117117117117117
M2,kappa,33,111,0.9407020820814409,0.7703073509065026,0.161400559905074,0.07040539067589026,0.10810810810810811
M2,kappa,34,111,0.9199799573497988,0.7589220193352236,0.16946025310274387,0.058476587730155814,0.16216216216216217
M2,kappa,35,111,0.9366288492516044,0.7226081087022029,0.16609969865778088,0.07235593206077766,0.15315315315315314
M2,kappa,36,111,0.9035979280944132,0.671263182963937,0.22089524066052305,0.08674377142623091,0.15315315315315314
M2,kappa,37,111,0.9305029949186622,0.6959735347722372,0.17871966331667882,0.072291099164507,0.12612612612612611
M2,kappa,38,111,0.9393730721059445,0.7630499722125343,0.1600978590811237,0.06728645691618197,0.13513513513513514
M2,kappa,39,111,0.9240817292429288,0.7340751985315427,0.19537329493388866,0.09398029072091119,0.14414414414414414
M2,kappa,40,111,0.9207440892922659,0.7520795274714889,0.16845130343913792,0.04864736022210066,0.2072072072072072
M2,kappa,41,111,0.8761299934498815,0.7607675143427836,0.21033797249414632,0.0599858044269869,0.10810810810810811
M2,kappa,42,111,0.9366376357869612,0.7478000123829255,0.1754051244235349,0.07580848949341816,0.1891891891891892
M2,kappa,43,111,0.9265519089618868,0.7748897807213746,0.1903661585894768,0.08069390346707431,0.1981981981981982
M2,kappa,44,111,0.8999835397087543,0.7561301656051193,0.18817113161548427,0.0559197396852542,0.18018018018018017
M2,kappa,45,111,0.9028984752401538,0.6903823243089365,0.1854914213109138,0.05556828922148863,0.16216216216216217
M2,kappa,46,111,0.9184922632714633,0.6941262465213068,0.19167360382504428,0.07359629915214348,0.14414414414414414
M2,kappa,47,111,0.9300910871342607,0.7631770307239671,0.1778281737825311,0.091291160784598,0.12612612612612611
M2,kappa,48,111,0.930204743266838,0.7613904305215233,0.2057575950065758,0.08877257789066428,0.18018018018018017
M2,kappa,49,111,0.9526104600820106,0.790517517210188,0.15133076403240117,0.06412194302141701,0.17117117117117117
M3,alpha,0,103,0.7392999710382525,0.7083652837726484,0.13687943220601848,0.009384620515411508,0.30097087378640774
M3,alpha,1,103,0.6426364551237365,0.7127903214761081,0.17043910662595443,0.01354119515082058,0.3300970873786408
M3,alpha,2,103,0.71872475590274,0.7253432228331809,0.15332212917701168,0.01320313970257135,0.3592233009708738
M3,alpha,3,103,0.45905859266642257,0.7303216137792821,0.18412983214593515,-0.006385153703654446,0.27184466019417475
M3,alpha,4,103,0.9516622299387487,0.7805003119107495,0.06033361937594216,-0.0006533794809128688,0.32038834951456313
M3,alpha,5,103,0.8654004123094431,0.7157328072031057,0.09901654922322418,0.0026784996187686964,0.2815533980582524
M3,alpha,6,103,0.6000878846378197,0.6863924431464541,0.16513548598342292,-0.005358050102061302,0.3592233009708738
M3,alpha,7,103,0.8309533194500833,0.7858162373700195,0.11394017197678115,0.010648909584212864,0.2621359223300971
M3,alpha,8,103,0.5762840026170519,0.6994599346192719,0.17982549014129776,0.013535711682800999,0.3300970873786408
M3,alpha,9,103,0.4782683303500642,0.642813729064455,0.1830936219456915,-0.0023493094028878506,0.24271844660194175
M3,alpha,10,103,0.9247064857756346,0.6758061290083014,0.07659308724634464,-0.007705036298288892,0.32038834951456313
M3,alpha,11,103,0.6586228530977921,0.6505931847479209,0.17354883153926115,0.027527688741517176,0.2524271844660194
M3,alpha,12,103,0.5284861591290502,0.7254477265110224,0.17434206073458677,-0.011993585715622175,0.30097087378640774
M3,alpha,13,103,0.6720986187771704,0.7935543463460242,0.1466436394015787,-0.005323455627931303,0.24271844660194175
M3,alpha,14,103,0.8777475799055712,0.6118854314062802,0.09499652326494397,0.005566386358533078,0.30097087378640774
M3,alpha,15,103,0.6677857771728073,0.7030119313614596,0.1696672071894938,0.010907725085413619,0.2815533980582524
M3,alpha,16,103,0.8530145103834011,0.7269044225203806,0.10245026558578099,0.002842739315502448,0.2524271844660194
M3,alpha,17,103,0.758617287110743,0.6471696067937192,0.12883292745374691,-0.013302878344051569,0.3106796116504854
M3,alpha,18,103,0.763354630518857,0.7542013301049952,0.12750828011211732,-0.00450886167831171,0.2815533980582524
M3,alpha,19,103,0.7712985244950888,0.6895861410081827,0.1360535227818769,0.009782351036136384,0.3106796116504854
M3,alpha,20,103,0.5341999689877039,0.6546891629224378,0.18217478634261258,0.00353892005135284,0.3106796116504854
M3,alpha,21,103,0.7799963343201677,0.7704296188679061,0.13136838372730317,0.011344854896555148,0.34951456310679613
M3,alpha,22,103,0.6907885149102875,0.764091803698725,0.1526987636816703,0.004835079283308114,0.2621359223300971
M3,alpha,23,103,0.9763357230473476,0.7197012268608143,0.04352954270202425,0.004561733068290864,0.24271844660194175
M3,alpha,24,103,0.6758693175996087,0.7058088933307488,0.15537625674101574,0.005552644336524783,0.22330097087378642
M3,alpha,25,103,0.7631611725423383,0.6613181656365954,0.14341316977619079,0.011081250304626027,0.3300970873786408
M3,alpha,26,103,0.6647343776057587,0.6408200450777685,0.18865249552993713,0.030296562149927007,0.2621359223300971
M3,alpha,27,103,0.9416901405718056,0.7600823516952749,0.06670661803422835,0.004447853954520408,0.32038834951456313
M3,alpha,28,103,0.8838056442066728,0.7614978000242063,0.09278509219735617,-0.005874313155717146,0.2621359223300971
M3,alpha,29,103,0.7129004075510461,0.7082947864773892,0.16010189588162255,0.0197130668565451,0.3106796116504854
M3,alpha,30,103,0.6857027376044285,0.7086842721228865,0.15285921457776327,0.011912763424572021,0.27184466019417475
M3,alpha,31,103,0.9524254014998774,0.6981030545187396,0.06694604628841204,-0.008562070092590666,0.2815533980582524
M3,alpha,32,103,0.6844072699753183,0.7480679282102518,0.14385592562989083,-0.014830587078418382,0.3106796116504854
M3,alpha,33,103,0.488344464724285,0.6694045059863182,0.17427564538261278,-0.008877334395975656,0.21359223300970873
M3,alpha,34,103,0.7539305878632769,0.7205872587068924,0.1291843462066125,-0.008595893182407105,0.33980582524271846
M3,alpha,35,103,0.9448591901502881,0.784381017631276,0.06620247645378806,0.005359976728476149,0.36893203883495146
M3,alpha,36,103,0.6985611210566768,0.7406477129562145,0.14108189221324727,-0.01221446012004784,0.2621359223300971
M3,alpha,37,103,0.9139445520459384,0.7845215915147864,0.08105482104727701,0.009332071826486724,0.3592233009708738
M3,alpha,38,103,0.8585084742404973,0.685575055888504,0.10088917714313832,-0.007297287350825648,0.2815533980582524
M3,alpha,39,103,0.569623947894955,0.6617254222035963,0.17097160204072773,-0.0024871987664762574,0.32038834951456313
M3,alpha,40,103,0.6572740893491973,0.6712703752842976,0.1578073322203564,0.008414146855637442,0.23300970873786409
M3,alpha,41,103,0.668645856851033,0.7159049023721951,0.15134834457689864,-0.003786225470158892,0.30097087378640774
M3,alpha,42,103,0.8003756641018912,0.7195260372371337,0.11991995956140783,-0.011711233882983877,0.2621359223300971
M3,alpha,43,103,0.5675912304992617,0.7241538403921495,0.19683205808868964,0.024463968600522634,0.27184466019417475
M3,alpha,44,103,0.6856273919675144,0.6250013715023605,0.14651571575345249,-0.0074519175130234394,0.2912621359223301
M3,alpha,45,103,0.46651533398021877,0.8268597582314388,0.19875994196940777,0.006884003570631205,0.2621359223300971
M3,alpha,46,103,0.8696951735277056,0.7219974857664767,0.09741383303624866,-0.00515931792353797,0.33980582524271846
M3,alpha,47,103,0.8606641816975812,0.6770475448631583,0.12389251917297212,0.02577844894436122,0.32038834951456313
M3,alpha,48,103,0.875353035318152,0.6351504643783319,0.09900987200669957,0.0034624000244358874,0.32038834951456313
M3,alpha,49,103,0.7762034948322919,0.7284121682965319,0.12454621239775772,-0.014181215084761695,0.2912621359223301
M3,kappa,0,103,0.8043659553266351,0.944027337529957,3.287718636180725,0.6515447556358477,0.06796116504854369
M3,kappa,1,103,0.8635160007700476,0.9257393002430414,2.724272597598749,0.6045345399416574,0.05825242718446602
M3,kappa,2,103,0.902771493413006,0.9104665722099575,1.9616972517339466,0.19273381167813947,0.038834951456310676
M3,kappa,3,103,0.8531484091281334,0.9012229746908029,2.389575567569195,0.2015001427288859,0.02912621359223301
M3,kappa,4,103,0.8761700940870409,0.9263089747718024,2.5655339880143697,0.5637059563547689,0.06796116504854369
M3,kappa,5,103,0.8618408809573708,0.8955440304712318,2.614623206924395,0.6082152688483269,0.05825242718446602
M3,kappa,6,103,0.8432080193235352,0.9269283282360565,2.7875539415436656,0.47244399626440015,0.05825242718446602
M3,kappa,7,103,0.7384851689858605,0.8769478970715701,3.7084102329900586,0.6937696149661957,0.07766990291262135
M3,kappa,8,103,0.6671057332488755,0.8799980231511042,3.654664840240154,0.24763152463938215,0.02912621359223301
M3,kappa,9,103,0.8738341476715046,0.9193383204469258,2.4036735514784437,0.40435793895923955,0.05825242718446602
M3,kappa,10,103,0.7146492104850227,0.9026417828033723,4.245219739663419,1.1388076687360158,0.08737864077669903
M3,kappa,11,103,0.8347676787883141,0.893138514254416,2.7677780792628375,0.5221894605790143,0.05825242718446602
M3,kappa,12,103,0.8721032610803503,0.8933159062948566,2.474876165118153,0.48666968941473954,0.04854368932038835
M3,kappa,13,103,0.9426893291797055,0.9234873197359605,1.4980029857869799,0.28514000345956286,0.038834951456310676
M3,kappa,14,103,0.7821878917502884,0.9083957497688159,3.854560987220678,1.1532647404350818,0.0970873786407767
M3,kappa,15,103,0.7122495170470291,0.8955659986558603,3.80323695393489,0.7783904888541351,0.05825242718446602
M3,kappa,16,103,0.7454216171258736,0.8921055785419681,4.096864533870658,1.147578572000775,0.08737864077669903
M3,kappa,17,103,0.8954611270234913,0.9418502176449338,2.195401132686216,0.44289445266782046,0.05825242718446602
M3,kappa,18,103,0.814512901750233,0.9044355482097484,2.6198173715563784,0.1627824581726234,0.02912621359223301
M3,kappa,19,103,0.7590979411472186,0.9236331005417885,3.7683688604567593,1.005460065135086,0.05825242718446602
M3,kappa,20,103,0.8471126151183522,0.9095173677453428,2.9520899212382816,0.7561131264365283,0.08737864077669903
M3,kappa,21,103,0.8466123648389745,0.9119520687117643,2.8230193963134362,0.660314076598923,0.038834951456310676
M3,kappa,22,103,0.8369698807885544,0.8989024166963067,2.7449617646315936,0.40804169598115997,0.05825242718446602
M3,kappa,23,103,0.8990822090426086,0.9281724874304156,2.16292546848706,0.5172207559313994,0.04854368932038835
M3,kappa,24,103,0.7563231523894107,0.8900348171823345,3.032895713372497,0.31401296641021986,0.038834951456310676
M3,kappa,25,103,0.7807558257060625,0.8531157843612985,3.149132945143107,0.5021209113570632,0.04854368932038835
M3,kappa,26,103,0.7895293490097259,0.8529916568459169,3.0923947144100885,0.44405912888841026,0.05825242718446602
M3,kappa,27,103,0.7817791047500977,0.8956868236713168,3.469699086837927,0.7548770367328206,0.06796116504854369
M3,kappa,28,103,0.8871040218342807,0.9191708130391337,2.2731474097523066,0.3983699134624953,0.06796116504854369
M3,kappa,29,103,0.8522076614375127,0.8771291997064304,2.6506244874275238,0.47032133980607005,0.05825242718446602
M3,kappa,30,103,0.8439110162604575,0.9136435858938405,2.9731258107948215,0.7284918033999559,0.06796116504854369
M3,kappa,31,103,0.9452150405326561,0.9164090091269073,1.6740457199792498,0.5245637487917263,0.04854368932038835
M3,kappa,32,103,0.814212713611326,0.9081351114068154,3.2209126760308426,0.6926180018340501,0.08737864077669903
M3,kappa,33,103,0.8241342536168262,0.8512173890218049,2.9885894873965437,0.674455373751914,0.06796116504854369
M3,kappa,34,103,0.7660430038668969,0.9117666633420896,3.8608302954530047,1.0301614409744435,0.07766990291262135
M3,kappa,35,103,0.823219620372359,0.9143381989521895,2.788335734356509,0.36929560648472015,0.038834951456310676
M3,kappa,36,103,0.9028666920983482,0.884408174358213,2.329108151088301,0.663389150849925,0.05825242718446602
M3,kappa,37,103,0.8187106731519652,0.9319224391473699,3.6669916666538014,1.1675601577467323,0.08737864077669903
M3,kappa,38,103,0.7809577837545589,0.933741192845802,3.237925148649592,0.5679576137942948,0.04854368932038835
M3,kappa,39,103,0.8078481541324347,0.9059102675927835,2.950022111157943,0.4334621063527049,0.05825242718446602
M3,kappa,40,103,0.9393125276498083,0.9009122886609195,1.8234175072583532,0.4772567747227824,0.06796116504854369
M3,kappa,41,103,0.8524299087543672,0.8923476596077918,2.6121009413921987,0.44111812194388733,0.06796116504854369
M3,kappa,42,103,0.7920003847741777,0.8792182296382904,3.969841606601821,1.2672745777040584,0.08737864077669903
M3,kappa,43,103,0.8211823286424167,0.9133519901356721,2.9187355793616763,0.4852557935340954,0.05825242718446602
M3,kappa,44,103,0.8182251759413813,0.8995369767824885,3.3659151375366942,0.8924232882923381,0.07766990291262135
M3,kappa,45,103,0.8765312763776245,0.9012528151615413,2.465819847400737,0.5469357852237251,0.06796116504854369
M3,kappa,46,103,0.8991362781836247,0.8760530275571958,2.2250212919729364,0.5530114103263303,0.038834951456310676
M3,kappa,47,103,0.7622141329148868,0.8861498855194893,3.4084583177152354,0.6774761200570857,0.05825242718446602
