model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M1,26,1,-16.3473777896703,34.6947555793406,34.861422246007265,35.952852117362085,0.03742400347751186,0.09291227428093352,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,15,0.4978571285472696,0.8666666666666667,0.15676439022856462,chronological_65_percent,0.5784338728436578,,,,,
M2,26,2,-9.210958155486388,22.421916310972776,22.943655441407557,24.93810938701574,0.3779233179025426,0.48889985950938586,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,15,0.5061310436492249,0.8666666666666667,0.15739141937360052,chronological_65_percent,1.5916421773745744,0.44196360315156596,,,,
M5,26,3,-2.868533570127313,11.737067140254627,12.827976231163717,15.511356754319074,0.6743652200418047,0.8408300324520697,True,100,100,97,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,15,0.3458051244115704,0.8666666666666667,0.11400508163377457,chronological_65_percent,20.0,0.04453444911045718,0.5066348740770782,,,
M6,26,3,-6.236588225193593,18.473176450387186,19.564085541296276,22.247466064451633,0.48747769126076196,0.6539425036710269,True,100,100,85,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10928,15,0.3398663078603399,0.8666666666666667,0.10753042442285082,chronological_65_percent,20.0,0.03783544495448432,0.4703188245732792,,,
M7,26,4,-2.868533570127321,13.737067140254641,15.641829045016546,18.76945329234057,0.6188769492383825,0.8408300324520692,True,100,99,98,kappa;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,15,0.34580512234106353,0.8666666666666667,0.11400508134544797,chronological_65_percent,20.0,0.04453444872379269,0.5066348739423083,0.0,,
M8,26,3,-8.890356026733125,23.78071205346625,24.87162114437534,27.555001667530696,0.34022470483953543,0.5066895172498005,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,15,0.5438364120431639,0.6666666666666666,0.17607466462256244,chronological_65_percent,2.1223105713464947,0.39336495114205866,,,0.2873030340431576,
M3,26,3,-3.3019481331504608,12.603896266300922,13.694805357210011,16.37818588036537,0.6503157953986296,0.8167806078088946,True,100,100,30,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10928,15,0.45832405005712984,0.8666666666666667,0.08488311552564734,chronological_65_percent,20.0,0.05334832132717015,,,,0.7105651196429889
M4,26,3,-2.9135088631721615,11.827017726344323,12.917926817253413,15.60130734040877,0.6718696188018689,0.8383344312121339,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10928,15,0.3368567065418138,0.8666666666666667,0.1126217696226318,chronological_65_percent,20.0,0.042580808307644546,0.5062924222338148,,,
M0,27,0,-18.714973875118524,37.42994775023705,37.42994775023705,37.42994775023705,0.0,0.0,True,1,1,1,,exact,sub-10929,15,0.6931471805599453,0.4666666666666667,0.25,chronological_65_percent,,,,,,
M1,27,1,-18.715036375590397,39.430072751180795,39.59007275118079,40.725909617185124,-0.05343648925962179,-3.3395970675531572e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.6931470139168202,0.5333333333333333,0.24999991667843743,chronological_65_percent,1e-05,,,,,
M2,27,2,-18.6417656722787,41.2835313445574,41.7835313445574,43.87520507656606,-0.10295455446624154,0.003911744858866806,True,100,100,75,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.676277575303012,0.5333333333333333,0.24157518006987347,chronological_65_percent,0.06068553303877785,0.5687287894401694,,,,
M5,27,3,-16.943209810440745,39.88641962088149,40.92989788175105,43.77393021889448,-0.06562851455299948,0.09467093443466312,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.5832527939725869,0.7333333333333333,0.2004460032740748,chronological_65_percent,0.10497530381679122,0.16316665554557783,5.0,,,
M6,27,3,-16.847373438779428,39.694746877558856,40.73822513842842,43.58225747557184,-0.06050767536290416,0.09979177362475844,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.7768555158648408,0.5333333333333333,0.28488326367604816,chronological_65_percent,0.09486666866669767,0.3753378718290649,3.8519999064396946,,,
M7,27,4,-16.750404786279898,41.500809572559795,43.318991390741616,46.68415703657711,-0.10875948450387474,0.10497311414634203,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.6819277577979761,0.5333333333333333,0.24696201148881122,chronological_65_percent,0.09358970170230455,0.30732981953724664,5.0,2.4911579150470082,,
M8,27,3,-17.758028595504076,41.51605719100815,42.559535451877714,45.40356778902114,-0.109166848643149,0.05113260034451361,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.7124774105040343,0.5333333333333333,0.25973614135258744,chronological_65_percent,0.3497669561086407,0.7300675577513313,,,0.1592397381950281,
M3,27,3,-13.54634164822542,33.09268329645084,34.136161557320406,36.980193894463824,0.11587685034261733,0.27617629933028,True,100,100,99,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.5953704696896291,0.6666666666666666,0.20075125651294248,chronological_65_percent,1.2550832395089495,0.16015895241313732,,,,5.0
M4,27,3,-15.087159826569897,36.17431965313979,37.21779791400935,40.061830251152784,0.03354608201635296,0.19384553100401547,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10929,15,0.6245531247201884,0.4666666666666667,0.22963872217141157,chronological_65_percent,0.4598789764305331,0.1775246079668088,2.0136957592106612,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10930,42,0.6931471805599452,0.6904761904761905,0.25,run_1_to_2,,,,,,
M1,41,1,-28.419104403770255,58.83820880754051,58.94077291010461,60.55178087424482,-0.035190147090585724,-2.4631664645724527e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.693149204389112,0.30952380952380953,0.2500010119145833,run_1_to_2,1e-05,,,,,
M2,41,2,-28.419052209761624,60.83810441952325,61.15389389320746,64.26524855293187,-0.07037599442842832,-6.265801861804476e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.6931491985971847,0.5,0.25000100901861966,run_1_to_2,1e-05,0.4710834095414507,,,,
M5,41,3,-22.83076179330512,51.66152358661024,52.31017223525888,56.80223978672316,0.09107531849791699,0.1966383702702802,True,100,100,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.521202562560859,0.6428571428571429,0.1829094104241682,run_1_to_2,0.250917156353667,0.17178726589388052,5.0,,,
M6,41,3,-22.59527935509276,51.19055871018552,51.839207358834166,56.33127491029845,0.09936140010341481,0.204924451875778,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.6194969186405781,0.6904761904761905,0.20682094698193607,run_1_to_2,0.37179947756364107,0.14828047025463478,2.0126657759331397,,,
M7,41,4,-20.739150686726408,49.478301373452815,50.58941248456393,56.332589640270044,0.1294865850842687,0.2702373207807529,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.5429009963361672,0.6428571428571429,0.19073521305848418,run_1_to_2,0.5022783516246856,0.15079377807466202,3.008001202689311,1.024859398076433,,
M8,41,3,-27.269899500936106,60.53979900187221,61.18844765052086,65.68051520198513,-0.06512765605384953,0.04043539571851362,True,100,100,28,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.6400360071163549,0.6904761904761905,0.2241324281192002,run_1_to_2,0.3398330472410094,0.5469585158092334,,,0.05651789375436374,
M3,41,3,-24.886891539039016,55.77378307807803,56.42243172672668,60.91449927819096,0.018724874898049172,0.12428792667041233,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.6309657795851641,0.6904761904761905,0.21909149787934934,run_1_to_2,0.2627807403773627,0.0,,,,3.6017072016933516
M4,41,3,-21.584616738472537,49.169233476945074,49.81788212559372,54.309949677058,0.13492427681097235,0.24048732858333555,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,42,0.5911819458647987,0.6666666666666666,0.2007116675188588,run_1_to_2,0.4928487591689887,0.13518347737758601,2.094857655194608,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10938,42,0.6931471805599452,0.9285714285714286,0.25,run_1_to_2,,,,,,
M1,41,1,-28.419084403732743,58.838168807465486,58.94073291002959,60.551740874169795,-0.03518944333558727,-1.7594114662955462e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,0.6931522996272071,0.07142857142857142,0.2500025595336309,run_1_to_2,1e-05,,,,,
M2,41,2,-28.14156076287719,60.28312152575438,60.598910999438594,63.710265659163,-0.060611713103811866,0.009763654744430306,True,100,100,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,0.7541008892748222,0.3333333333333333,0.2799573070158087,run_1_to_2,0.10599535680775436,0.4491952818801517,,,,
M5,41,3,-15.638427729738662,37.276855459477325,37.92550410812597,42.41757165959025,0.3441568962033827,0.4497199479757459,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,1.0915014092511814,0.4523809523809524,0.3340616592105433,run_1_to_2,0.8625181355824822,0.2502237561380596,5.0,,,
M6,41,3,-20.361201875616008,46.722403751232015,47.37105239988066,51.86311995134494,0.17797341231323985,0.28353646408560307,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,0.7050269690802852,0.6190476190476191,0.24673122070752707,run_1_to_2,1.1704265064066461,0.12119504603176305,1.0109430257911245,,,
M7,41,4,-14.042648263199508,36.08529652639902,37.196407637510134,42.93958479321625,0.3651209957604438,0.5058717314569281,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,1.089099065197983,0.5476190476190477,0.30101073412784374,run_1_to_2,1.2885630686199883,0.17359892796661272,5.0,0.49259345812314986,,
M8,41,3,-25.762332408245996,57.52466481649199,58.17331346514064,62.66538101660491,-0.012079861701863828,0.09348319007049932,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,0.5220890695621135,0.8571428571428571,0.17079527607688755,run_1_to_2,0.653168405397497,0.5660150283024579,,,0.16182299009379983,
M3,41,3,-15.635940206249344,37.27188041249869,37.920529061147334,42.41259661261161,0.34424442639367864,0.44980747816604183,True,100,100,32,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,42,1.807108580305294,0.35714285714285715,0.5064352718025406,run_1_to_2,7.252702640749089,0.024735995819096676,,,,1.3447979804982653
M4,41,3,-15.329577921566582,36.65915584313316,37.30780449178181,41.79987204324608,0.35502460563336724,0.4605876574057305,True,100,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10938,42,0.9285375099067137,0.47619047619047616,0.2648883580015776,run_1_to_2,13.120743300972043,0.01293669663131133,0.942250460046611,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10940,42,0.6931471805599452,0.6904761904761905,0.25,run_1_to_2,,,,,,
M1,42,1,-29.11226658434269,60.22453316868538,60.324533168685385,61.96220278696875,-0.034352801694229655,-2.919768302023229e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.69314944248435,0.30952380952380953,0.25000113096220233,run_1_to_2,1e-05,,,,,
M2,42,2,-29.030532509359002,62.061065018718004,62.36875732641031,65.53640425528474,-0.0658951277951427,0.0028046360567126616,True,100,100,88,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.7049609686652206,0.5238095238095238,0.2558705079416998,run_1_to_2,0.04102480915064578,0.7738603829685075,,,,
M5,42,3,-28.690698300733178,63.381396601466356,64.01297554883477,68.59440545631647,-0.08857174478038227,0.014477900997400872,True,100,100,72,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.6868989124917715,0.5952380952380952,0.2467935431106468,run_1_to_2,0.03524839430186972,0.4285173269918296,5.0,,,
M6,42,3,-27.36548772966556,60.73097545933112,61.36255440669954,65.94398431418122,-0.04305091813721836,0.059998727640564686,True,100,100,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.6914101150947364,0.5952380952380952,0.24838516851421383,run_1_to_2,0.06803222338754611,0.5145294097709152,4.32641602456939,,,
M7,42,4,-26.82081565986415,61.6416313197283,62.72271240080938,68.59230979286177,-0.05869137877711694,0.07870814892659383,True,100,100,91,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.7277089088647577,0.5714285714285714,0.2651386373245999,run_1_to_2,0.10957045593850671,0.5505039513389869,1.523025746353175,5.0,,
M8,42,3,-26.253671792857787,58.507343585715574,59.13892253308399,63.72035244056568,-0.00486017198450668,0.09818947379327647,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.613133319921383,0.7142857142857143,0.21169537939898347,run_1_to_2,0.39202037738619716,1.0,,,0.1244360861290888,
M3,42,3,-25.96288544077189,57.92577088154378,58.557349828912194,63.138779736393886,0.005128304875315186,0.10817795065309832,True,100,100,9,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.7511619422712132,0.5,0.2761212317831215,run_1_to_2,0.7466475858512059,0.07239072379377265,,,,1.7755383513859715
M4,42,3,-25.474591938128473,56.949183876256946,57.58076282362536,62.162192731107055,0.021901129036314172,0.12495077481409722,True,100,100,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,42,0.60730923834024,0.7142857142857143,0.20864846373705412,run_1_to_2,0.1078094196133104,0.4757408584989175,5.0,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10950,42,0.6931471805599452,0.7619047619047619,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112281584342696,60.22456316868539,60.324563168685394,61.96223278696876,-0.03435331694245871,-3.435016530994872e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.6931499186748262,0.23809523809523808,0.25000136905744047,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112236591411452,62.224473182822905,62.53216549051521,65.69981241938964,-0.06870165336651068,-1.8895146551844988e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.6931474188480405,0.5476190476190477,0.25000011914404763,run_1_to_2,1e-05,0.9999999999999999,,,,
M5,42,3,-25.110212271613314,56.22042454322663,56.852003490595045,61.43343339807673,0.0344175275573188,0.13746717333510194,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.7957754033379795,0.5476190476190477,0.2628548977006445,run_1_to_2,0.23863596707169643,0.2616718020594782,5.0,,,
M6,42,3,-24.1897018026225,54.379403605245,55.01098255261342,59.592412460095105,0.06603695347873353,0.1690865992565166,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.7035437673984122,0.5476190476190477,0.24848429112876058,run_1_to_2,0.12111747353029843,0.3197530689343825,5.0,,,
M7,42,4,-22.912637100864792,53.825274201729584,54.906355282810665,60.775952674863056,0.07555409326995322,0.212953620973664,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.8178799255740049,0.5,0.2608502751553446,run_1_to_2,0.27718126622292383,0.26302196015390034,5.0,1.5654251348794426,,
M8,42,3,-27.10619209739807,60.21238419479614,60.843963142164554,65.42539304964625,-0.03414414378492126,0.06890550199286183,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.6163130284863305,0.7142857142857143,0.21330547620755075,run_1_to_2,0.3301909879057833,1.0,,,0.12101224450493887,
M3,42,3,-23.666178353414843,53.332356706829685,53.9639356541981,58.54536556167979,0.08401992214447102,0.18706956792225415,True,100,100,9,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,42,0.7342648786339288,0.40476190476190477,0.2706332991416493,run_1_to_2,1.4691545714373353,0.03280578419353585,,,,1.4317028391976643
M4,42,3,-24.493521366992326,54.98704273398465,55.61862168135307,60.200051588834754,0.05560078731584328,0.15865043309362636,True,100,100,65,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10950,42,0.6540837105790319,0.7619047619047619,0.225849715956298,run_1_to_2,5.113802717899654,0.0035594090374722357,1.0042830062395938,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10951,42,0.6931471805599452,0.40476190476190477,0.25,run_1_to_2,,,,,,
M1,42,1,-28.005373304552336,58.01074660910467,58.11074660910467,59.74841622738804,0.0036688517711719127,0.03801873369709963,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.6667946024893417,0.5952380952380952,0.23703329308623272,run_1_to_2,0.37439617453741714,,,,,
M2,42,2,-27.64129998970874,59.28259997941748,59.59029228710979,62.75793921598422,-0.018175154777497225,0.050524609074358184,True,100,100,67,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.7309089100129413,0.4523809523809524,0.2682139837351083,run_1_to_2,0.2994332795118815,0.24980429875213503,,,,
M5,42,3,-7.8207500138761965,21.641500027752393,22.273078975120814,26.8545088826025,0.6283085146733721,0.7313581604511552,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.19376954665691282,0.9285714285714286,0.05860734428748774,run_1_to_2,2.280439446480546,0.023096317203954556,5.0,,,
M6,42,3,-23.789657003401768,53.579314006803536,54.21089295417195,58.792322861653645,0.0797784450970472,0.18282809087483032,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.8207691720375282,0.5476190476190477,0.29711921557831905,run_1_to_2,1.7254672676402765,0.05554209654747543,0.6142897713726164,,,
M7,42,4,-7.820750013876196,23.641500027752393,24.722581108833474,30.592178500885865,0.5939586327474444,0.7313581604511552,True,100,100,98,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.1937695467481244,0.9285714285714286,0.05860734430570956,run_1_to_2,2.2804394431921615,0.023096317415100584,5.0,0.0,,
M8,42,3,-27.33112170998744,60.66224341997488,61.293822367343296,65.87525227482499,-0.04187044941901081,0.061179196358772336,True,100,100,62,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.7152091966311547,0.42857142857142855,0.26052342083133045,run_1_to_2,0.7956945471590857,0.08354408781946536,,,0.0,
M3,42,3,-8.747708015031963,23.495416030063925,24.126994977432346,28.70842488491403,0.5964676167833777,0.6995172625611608,True,100,100,93,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,42,0.1573258286744028,0.9285714285714286,0.04748613325572518,run_1_to_2,2.1542486675618226,0.0,,,,1.1037739529594197
