participant_id,partner,trait,rating,normalized
sub-10887,friend,0,5.0,1.0
sub-10887,stranger,0,1.0,0.6
sub-10887,computer,0,1.0,0.6
sub-10896,friend,2,4.0,0.9
sub-10896,stranger,2,-4.0,0.1
sub-10896,computer,2,1.0,0.6
sub-10896,friend,1,5.0,1.0
sub-10896,stranger,1,-3.0,0.2
sub-10896,computer,1,3.0,0.8
sub-10896,friend,0,4.0,0.9
sub-10896,stranger,0,4.0,0.9
sub-10896,computer,0,5.0,1.0
sub-10897,friend,2,5.0,1.0
sub-10897,stranger,2,1.0,0.6
sub-10897,computer,2,0.0,0.5
sub-10897,friend,1,5.0,1.0
sub-10897,stranger,1,1.0,0.6
sub-10897,computer,1,0.0,0.5
sub-10897,friend,0,3.0,0.8
sub-10897,stranger,0,1.0,0.6
sub-10897,computer,0,0.0,0.5
sub-10898,friend,2,5.0,1.0
sub-10898,stranger,2,0.0,0.5
sub-10898,computer,2,-5.0,0.0
sub-10898,friend,1,5.0,1.0
sub-10898,stranger,1,3.0,0.8
sub-10898,computer,1,0.0,0.5
sub-10898,friend,0,5.0,1.0
sub-10898,stranger,0,5.0,1.0
sub-10898,computer,0,0.0,0.5
sub-10908,friend,2,5.0,1.0
sub-10908,stranger,2,2.0,0.7
sub-10908,computer,2,2.0,0.7
sub-10908,friend,1,0.0,0.5
sub-10908,stranger,1,1.0,0.6
sub-10908,computer,1,0.0,0.5
sub-10908,friend,0,5.0,1.0
sub-10908,stranger,0,1.0,0.6
sub-10908,computer,0,1.0,0.6
sub-10918,friend,2,5.0,1.0
sub-10918,stranger,2,0.0,0.5
sub-10918,computer,2,0.0,0.5
sub-10918,friend,1,5.0,1.0
sub-10918,stranger,1,0.0,0.5
sub-10918,computer,1,0.0,0.5
sub-10918,friend,0,5.0,1.0
sub-10918,stranger,0,-1.0,0.4
sub-10918,computer,0,5.0,1.0
sub-10924,friend,2,4.0,0.9
sub-10924,stranger,2,2.0,0.7
sub-10924,computer,2,-2.0,0.3
sub-10924,friend,1,3.0,0.8
sub-10924,stranger,1,4.0,0.9
sub-10924,computer,1,-3.0,0.2
sub-10924,friend,0,2.0,0.7
sub-10924,stranger,0,3.0,0.8
sub-10924,computer,0,5.0,1.0
sub-10926,friend,2,2.0,0.7
sub-10926,stranger,2,1.0,0.6
sub-10926,computer,2,-3.0,0.2
sub-10926,friend,1,2.0,0.7
sub-10926,stranger,1,3.0,0.8
sub-10926,computer,1,-2.0,0.3
sub-10926,friend,0,2.0,0.7
sub-10926,stranger,0,3.0,0.8
sub-10926,computer,0,-3.0,0.2
sub-10928,friend,2,5.0,1.0
sub-10928,stranger,2,0.0,0.5
sub-10928,computer,2,0.0,0.5
sub-10928,friend,1,3.0,0.8
sub-10928,stranger,1,0.0,0.5
sub-10928,computer,1,0.0,0.5
sub-10928,friend,0,4.0,0.9
sub-10928,stranger,0,0.0,0.5
sub-10928,computer,0,0.0,0.5
sub-10929,friend,2,5.0,1.0
sub-10929,stranger,2,0.0,0.5
sub-10929,computer,2,0.0,0.5
sub-10929,friend,1,5.0,1.0
sub-10929,stranger,1,0.0,0.5
sub-10929,computer,1,0.0,0.5
sub-10929,friend,0,5.0,1.0
sub-10929,stranger,0,0.0,0.5
sub-10929,computer,0,0.0,0.5
sub-10930,friend,2,5.0,1.0
sub-10930,stranger,2,2.0,0.7
sub-10930,computer,2,-5.0,0.0
sub-10930,friend,1,5.0,1.0
sub-10930,stranger,1,4.0,0.9
sub-10930,computer,1,0.0,0.5
sub-10930,friend,0,4.0,0.9
sub-10930,stranger,0,4.0,0.9
sub-10930,computer,0,0.0,0.5
sub-10938,friend,2,5.0,1.0
sub-10938,stranger,2,0.0,0.5
sub-10938,computer,2,0.0,0.5
sub-10938,friend,1,5.0,1.0
sub-10938,stranger,1,3.0,0.8
sub-10938,computer,1,0.0,0.5
sub-10938,friend,0,5.0,1.0
sub-10938,stranger,0,3.0,0.8
sub-10938,computer,0,0.0,0.5
sub-10940,friend,2,2.0,0.7
sub-10940,stranger,2,0.0,0.5
sub-10940,computer,2,2.0,0.7
sub-10940,friend,1,2.0,0.7
sub-10940,stranger,1,1.0,0.6
sub-10940,computer,1,2.0,0.7
sub-10940,friend,0,0.0,0.5
sub-10940,stranger,0,1.0,0.6
sub-10940,computer,0,3.0,0.8
sub-10950,friend,2,1.0,0.6
sub-10950,stranger,2,1.0,0.6
sub-10950,computer,2,0.0,0.5
sub-10950,friend,1,3.0,0.8
sub-10950,stranger,1,2.0,0.7
sub-10950,computer,1,0.0,0.5
sub-10950,friend,0,3.0,0.8
sub-10950,stranger,0,3.0,0.8
sub-10950,computer,0,0.0,0.5
sub-10951,friend,2,4.0,0.9
sub-10951,stranger,2,-3.0,0.2
sub-10951,computer,2,0.0,0.5
sub-10951,friend,1,4.0,0.9
sub-10951,stranger,1,-1.0,0.4
sub-10951,computer,1,0.0,0.5
sub-10951,friend,0,5.0,1.0
sub-10951,stranger,0,1.0,0.6
sub-10951,computer,0,0.0,0.5
sub-10952,friend,2,5.0,1.0
sub-10952,stranger,2,4.0,0.9
sub-10952,computer,2,0.0,0.5
sub-10952,friend,1,5.0,1.0
sub-10952,stranger,1,5.0,1.0
sub-10952,computer,1,0.0,0.5
sub-10952,friend,0,5.0,1.0
sub-10952,stranger,0,5.0,1.0
sub-10952,computer,0,0.0,0.5
sub-10953,friend,2,0.0,0.5
sub-10953,stranger,2,5.0,1.0
sub-10953,computer,2,0.0,0.5
sub-10953,friend,1,2.0,0.7
sub-10953,stranger,1,0.0,0.5
sub-10953,computer,1,1.0,0.6
sub-10953,friend,0,5.0,1.0
sub-10953,stranger,0,2.0,0.7
sub-10953,computer,0,1.0,0.6
sub-10954,friend,2,5.0,1.0
sub-10954,stranger,2,4.0,0.9
sub-10954,computer,2,0.0,0.5
sub-10954,friend,1,4.0,0.9
sub-10954,stranger,1,4.0,0.9
sub-10954,computer,1,0.0,0.5
sub-10954,friend,0,4.0,0.9
sub-10954,stranger,0,3.0,0.8
sub-10954,computer,0,0.0,0.5
sub-10956,friend,2,5.0,1.0
sub-10956,stranger,2,5.0,1.0
sub-10956,computer,2,0.0,0.5
sub-10956,friend,1,5.0,1.0
sub-10956,stranger,1,5.0,1.0
sub-10956,computer,1,0.0,0.5
sub-10956,friend,0,5.0,1.0
sub-10956,stranger,0,5.0,1.0
sub-10956,computer,0,0.0,0.5
sub-10958,friend,2,5.0,1.0
sub-10958,stranger,2,3.0,0.8
sub-10958,computer,2,0.0,0.5
sub-10958,friend,1,5.0,1.0
sub-10958,stranger,1,3.0,0.8
sub-10958,computer,1,0.0,0.5
sub-10958,friend,0,5.0,1.0
sub-10958,stranger,0,0.0,0.5
sub-10958,computer,0,0.0,0.5
sub-10969,friend,2,5.0,1.0
sub-10969,stranger,2,3.0,0.8
sub-10969,computer,2,1.0,0.6
sub-10969,friend,1,5.0,1.0
sub-10969,stranger,1,5.0,1.0
sub-10969,computer,1,1.0,0.6
sub-10969,friend,0,4.0,0.9
sub-10969,stranger,0,5.0,1.0
sub-10969,computer,0,1.0,0.6
sub-10974,friend,2,5.0,1.0
sub-10974,stranger,2,3.0,0.8
sub-10974,computer,2,0.0,0.5
sub-10974,friend,1,5.0,1.0
sub-10974,stranger,1,5.0,1.0
sub-10974,computer,1,0.0,0.5
sub-10974,friend,0,4.0,0.9
sub-10974,stranger,0,4.0,0.9
sub-10974,computer,0,0.0,0.5
sub-10983,friend,2,5.0,1.0
sub-10983,stranger,2,3.0,0.8
sub-10983,computer,2,0.0,0.5
sub-10983,friend,1,5.0,1.0
sub-10983,stranger,1,0.0,0.5
sub-10983,computer,1,-3.0,0.2
sub-10983,friend,0,5.0,1.0
sub-10983,stranger,0,1.0,0.6
sub-10983,computer,0,0.0,0.5
sub-10984,friend,2,5.0,1.0
sub-10984,stranger,2,0.0,0.5
sub-10984,computer,2,0.0,0.5
sub-10984,friend,1,5.0,1.0
sub-10984,stranger,1,2.0,0.7
sub-10984,computer,1,0.0,0.5
sub-10984,friend,0,5.0,1.0
sub-10984,stranger,0,2.0,0.7
sub-10984,computer,0,0.0,0.5
sub-11005,friend,2,5.0,1.0
sub-11005,stranger,2,-4.0,0.1
sub-11005,computer,2,0.0,0.5
sub-11005,friend,1,2.0,0.7
sub-11005,stranger,1,2.0,0.7
sub-11005,computer,1,1.0,0.6
sub-11005,friend,0,1.0,0.6
sub-11005,stranger,0,2.0,0.7
sub-11005,computer,0,3.0,0.8
sub-11031,friend,2,5.0,1.0
sub-11031,stranger,2,-4.0,0.1
sub-11031,computer,2,-2.0,0.3
sub-11031,friend,1,4.0,0.9
sub-11031,stranger,1,-3.0,0.2
sub-11031,computer,1,-3.0,0.2
sub-11031,friend,0,2.0,0.7
sub-11031,stranger,0,-4.0,0.1
sub-11031,computer,0,-2.0,0.3
