participant_id,partner,trial_bin,high_probability,investment,rt,n
sub-10649,stranger,6,1.0,6.0,1.8587514,5
sub-10652,computer,1,0.5,2.5,1.8241893999999998,4
sub-10652,computer,2,1.0,5.5,1.61996125,4
sub-10652,computer,3,0.5,5.0,1.76260195,6
sub-10652,computer,4,0.8,4.8,2.0923688,5
sub-10652,computer,5,0.5,3.0,1.7327713,6
sub-10652,computer,6,0.3333333333333333,4.0,2.3512323,3
sub-10652,friend,1,1.0,7.0,1.7946601,6
sub-10652,friend,2,0.8333333333333334,5.0,1.7205231,6
sub-10652,friend,3,1.0,3.0,1.64846445,2
sub-10652,friend,4,1.0,5.333333333333333,1.6399713,3
sub-10652,friend,5,1.0,5.666666666666667,1.8388189000000001,6
sub-10652,friend,6,0.4,3.6,1.976596,5
sub-10652,stranger,1,0.5,3.0,2.3024265,4
sub-10652,stranger,2,0.75,5.5,2.0582297,4
sub-10652,stranger,3,0.5,3.0,2.0832152500000003,6
sub-10652,stranger,4,0.5,4.666666666666667,1.8327642499999999,6
sub-10652,stranger,5,1.0,6.0,1.61811025,2
sub-10652,stranger,6,0.5,3.0,1.6263245,6
sub-10656,computer,1,0.0,1.3333333333333333,1.4998185,6
sub-10656,computer,2,0.0,0.0,1.6613269000000002,2
sub-10656,computer,3,0.0,2.0,1.5281125,6
sub-10656,computer,4,0.0,0.4,1.5755962,5
sub-10656,computer,5,0.0,1.5,1.73140085,4
sub-10656,computer,6,0.0,2.4,1.859268,5
sub-10656,friend,1,0.6666666666666666,5.333333333333333,1.766018,3
sub-10656,friend,2,0.5,2.75,1.5928728,8
sub-10656,friend,3,0.3333333333333333,2.0,1.2688646,3
sub-10656,friend,4,0.75,2.0,1.9588166,4
sub-10656,friend,5,0.2,2.4,1.7658881,5
sub-10656,friend,6,0.4,3.2,2.0634632,5
sub-10656,stranger,1,0.6,4.0,1.7512188,5
sub-10656,stranger,2,0.25,1.5,1.6336781,4
sub-10656,stranger,3,0.2,2.4,1.4552996,5
sub-10656,stranger,4,0.4,2.4,1.6033808,5
sub-10656,stranger,5,0.2,2.8,1.8195103,5
sub-10656,stranger,6,0.0,1.0,1.9013184,4
sub-10657,computer,1,0.0,1.6666666666666667,2.01388265,6
sub-10657,computer,2,1.0,3.3333333333333335,2.3641758,3
sub-10657,computer,3,1.0,8.0,2.2608173,5
sub-10657,computer,4,0.5,3.6666666666666665,2.5940152999999997,6
sub-10657,computer,5,1.0,3.3333333333333335,1.9353242,3
sub-10657,computer,6,0.4,4.8,2.0601864,5
sub-10657,friend,1,0.5,4.333333333333333,2.29656305,6
sub-10657,friend,2,0.4,4.4,1.776471,5
sub-10657,friend,3,1.0,5.333333333333333,2.0598264,3
sub-10657,friend,4,0.16666666666666666,2.0,2.1216589,6
sub-10657,friend,5,0.4,3.2,2.2024226,5
sub-10657,friend,6,1.0,5.333333333333333,2.2020593,3
sub-10657,stranger,1,0.5,4.0,2.099126,2
sub-10657,stranger,2,0.8333333333333334,4.666666666666667,2.1222686,6
sub-10657,stranger,3,0.6,3.2,2.118923,5
sub-10657,stranger,4,0.5,5.0,2.2982520500000003,2
sub-10657,stranger,5,1.0,5.666666666666667,2.43536385,6
sub-10657,stranger,6,0.3333333333333333,2.3333333333333335,1.9272192000000001,6
sub-10661,computer,1,1.0,5.0,1.5942215499999999,6
sub-10661,computer,2,1.0,5.0,1.65535495,2
sub-10661,computer,3,1.0,7.333333333333333,1.34610335,6
sub-10661,computer,4,1.0,5.6,1.338854,5
sub-10661,computer,5,1.0,6.0,1.3938473999999998,4
sub-10661,computer,6,1.0,6.4,1.4056575,5
sub-10661,friend,1,1.0,6.666666666666667,1.6803329,3
sub-10661,friend,2,1.0,5.75,1.4013489,8
sub-10661,friend,3,1.0,6.0,1.3757043,3
sub-10661,friend,4,1.0,4.0,1.437418,4
sub-10661,friend,5,1.0,7.2,1.2844746,5
sub-10661,friend,6,1.0,6.4,1.3887213,5
sub-10661,stranger,1,0.6,4.4,1.6543286,5
sub-10661,stranger,2,0.5,2.5,1.5036304999999999,4
sub-10661,stranger,3,0.8,5.2,1.4770681,5
sub-10661,stranger,4,1.0,5.2,1.4417739,5
sub-10661,stranger,5,1.0,6.4,1.3969767,5
sub-10661,stranger,6,1.0,6.5,1.3067582,4
sub-10663,computer,1,0.0,2.0,1.86564055,2
sub-10663,computer,2,0.14285714285714285,2.0,1.9033489,7
sub-10663,computer,3,0.0,0.8,1.8064281,5
sub-10663,computer,4,0.16666666666666666,3.6666666666666665,1.8996688499999999,6
sub-10663,computer,5,0.6666666666666666,4.0,2.0457036,3
sub-10663,computer,6,0.0,1.0,1.93720765,2
sub-10663,friend,1,1.0,8.0,1.614325,3
sub-10663,friend,2,0.25,2.5,2.0281321,4
sub-10663,friend,3,0.25,3.0,1.9316605999999998,4
sub-10663,friend,4,0.0,2.0,1.6962998,3
sub-10663,friend,5,0.6,4.8,2.0271623,5
sub-10663,friend,6,1.0,5.2,1.9807948,5
sub-10663,stranger,1,0.375,3.25,1.9483591,8
sub-10663,stranger,2,0.0,2.0,2.0330639,2
sub-10663,stranger,3,0.6666666666666666,3.3333333333333335,1.9929194,3
sub-10663,stranger,4,0.4,3.6,2.2894022,5
sub-10663,stranger,5,0.75,4.0,2.13087075,4
sub-10663,stranger,6,0.2,2.8,2.0840654,5
sub-10668,computer,1,0.4,2.0,2.4092739,5
sub-10668,computer,2,0.0,0.0,2.4570802499999997,2
sub-10668,computer,3,0.4,4.0,1.8780622,5
sub-10668,friend,1,1.0,6.666666666666667,2.612348,3
sub-10668,friend,2,0.75,4.75,2.07484755,8
sub-10668,friend,3,1.0,5.0,1.644765,2
sub-10668,stranger,1,0.0,1.5,2.4360865,4
sub-10668,stranger,2,0.6666666666666666,3.3333333333333335,2.7932334,3
sub-10668,stranger,3,0.6,4.8,1.8433892,5
sub-10673,computer,1,1.0,8.0,1.16606045,2
sub-10673,computer,2,0.2857142857142857,2.5714285714285716,1.4133952,7
sub-10673,computer,3,0.6,4.4,1.5019228,5
sub-10673,computer,4,0.5,4.666666666666667,1.6911616999999999,6
sub-10673,computer,5,0.25,2.5,1.6680956,4
sub-10673,computer,6,0.5,3.5,1.22786155,4
sub-10673,friend,1,0.75,6.5,1.65634715,4
sub-10673,friend,2,1.0,5.2,1.0817857,5
sub-10673,friend,3,0.6,3.2,1.6534106,5
sub-10673,friend,4,0.3333333333333333,4.0,1.7257932,3
sub-10673,friend,5,0.3333333333333333,3.0,1.9769763,6
sub-10673,friend,6,0.6,4.0,1.7855064,5
sub-10673,stranger,1,0.25,3.0,1.2034452500000001,8
sub-10673,stranger,2,0.0,2.0,1.2875078000000002,2
sub-10673,stranger,3,0.5,2.5,1.7130752,4
sub-10673,stranger,4,0.8,5.2,1.4534055,5
sub-10673,stranger,5,1.0,5.5,1.61696585,4
sub-10673,stranger,6,0.0,2.4,1.6909682,5
sub-10674,computer,1,1.0,5.0,1.8087043500000002,6
sub-10674,computer,2,1.0,5.0,1.54741335,2
sub-10674,computer,3,1.0,7.333333333333333,1.5088282,6
sub-10674,computer,4,1.0,5.6,1.6724038,5
sub-10674,computer,5,1.0,6.0,1.56489645,4
sub-10674,computer,6,1.0,6.4,1.5101695,5
sub-10674,friend,1,1.0,6.666666666666667,1.7516074,3
sub-10674,friend,2,1.0,5.75,1.5049272,8
sub-10674,friend,3,1.0,6.0,1.5045519,3
sub-10674,friend,4,1.0,4.0,1.38606735,4
sub-10674,friend,5,1.0,7.2,1.5159805,5
sub-10674,friend,6,1.0,6.4,1.5322992,5
sub-10674,stranger,1,1.0,6.0,1.8594903,5
sub-10674,stranger,2,1.0,5.5,1.6477262,4
sub-10674,stranger,3,1.0,6.4,1.5821267,5
sub-10674,stranger,4,1.0,5.2,1.5207957,5
sub-10674,stranger,5,1.0,6.4,1.4581423,5
sub-10674,stranger,6,1.0,6.5,1.6503643000000001,4
sub-10677,computer,1,0.5,5.0,1.9725863499999998,2
sub-10677,computer,2,0.42857142857142855,2.857142857142857,2.0329227,7
sub-10677,computer,3,0.2,2.4,2.0665596,5
sub-10677,computer,4,0.16666666666666666,3.6666666666666665,1.8067017,6
sub-10677,computer,5,0.75,3.5,1.7504456,4
sub-10677,computer,6,0.25,2.5,1.75114405,4
sub-10677,friend,1,0.3333333333333333,3.3333333333333335,1.8595439,3
sub-10677,friend,2,0.8,4.0,2.0515752,5
sub-10677,friend,3,1.0,5.5,1.77228335,4
sub-10677,friend,4,0.3333333333333333,2.6666666666666665,1.674363,3
sub-10677,friend,5,1.0,6.333333333333333,1.6289950499999999,6
sub-10677,friend,6,1.0,5.2,1.6145041,5
sub-10677,stranger,1,0.375,3.0,1.98136065,8
sub-10677,stranger,2,0.0,2.0,2.03106585,2
sub-10677,stranger,3,0.75,4.5,1.8595299,4
sub-10677,stranger,4,0.0,1.2,1.8690253,5
sub-10677,stranger,5,0.5,3.5,1.5806351,4
sub-10677,stranger,6,0.2,3.6,1.6670802,5
sub-10685,computer,1,0.0,1.3333333333333333,1.99618265,6
sub-10685,computer,2,0.0,0.0,1.7522212000000001,2
sub-10685,computer,3,0.0,2.0,1.7200677500000001,6
sub-10685,computer,4,0.0,0.4,1.9332275,5
sub-10685,computer,5,0.0,1.5,1.9497499999999999,4
sub-10685,computer,6,0.4,4.0,2.4029732,5
sub-10685,friend,1,1.0,6.666666666666667,1.8090407,3
sub-10685,friend,2,1.0,5.75,1.69107355,8
sub-10685,friend,3,1.0,5.0,1.70936135,2
sub-10685,friend,4,0.5,3.0,1.8609824000000001,4
sub-10685,friend,5,1.0,7.2,1.9163275,5
sub-10685,friend,6,1.0,6.4,1.7233913,5
sub-10685,stranger,1,0.2,2.0,2.0395255,5
sub-10685,stranger,2,0.0,1.0,1.89570375,4
sub-10685,stranger,3,0.2,2.0,2.043788,5
sub-10685,stranger,4,0.6,4.4,1.9961041,5
sub-10685,stranger,5,0.2,3.2,2.316019,5
sub-10685,stranger,6,0.25,2.0,2.1934180000000003,4
sub-10690,computer,1,0.16666666666666666,2.0,1.9925239499999998,6
sub-10690,computer,2,0.6666666666666666,2.0,1.9273353,3
sub-10690,computer,3,0.4,4.8,1.6951121,5
sub-10690,friend,1,0.6666666666666666,4.666666666666667,2.09698545,6
sub-10690,friend,2,1.0,6.0,1.759021,5
sub-10690,friend,3,0.6666666666666666,2.6666666666666665,1.8378786,3
sub-10690,stranger,1,0.0,4.0,1.708268,1
sub-10690,stranger,2,0.5,3.0,1.7778372999999998,6
sub-10690,stranger,3,0.8333333333333334,5.333333333333333,2.024439,6
sub-10691,computer,1,0.8333333333333334,4.333333333333333,1.85189335,6
sub-10691,computer,2,1.0,5.0,1.8392727999999998,2
sub-10691,computer,3,1.0,7.333333333333333,1.84826315,6
sub-10691,computer,4,1.0,5.6,1.6078738,5
sub-10691,computer,5,0.75,5.0,1.91417525,4
sub-10691,computer,6,1.0,6.4,1.8241273,5
sub-10691,friend,1,1.0,6.666666666666667,1.7236831,3
sub-10691,friend,2,1.0,5.75,1.78014655,8
sub-10691,friend,3,1.0,6.0,1.9394919,3
sub-10691,friend,4,1.0,4.0,1.7548786,4
sub-10691,friend,5,1.0,7.2,1.6410476,5
sub-10691,friend,6,0.8,5.2,1.9635623,5
sub-10691,stranger,1,1.0,6.0,1.7203288,5
sub-10691,stranger,2,1.0,5.5,1.85239455,4
sub-10691,stranger,3,1.0,6.4,2.0517259,5
sub-10691,stranger,4,1.0,5.2,1.6852,5
sub-10691,stranger,5,1.0,6.4,1.7529771,5
sub-10691,stranger,6,0.5,5.0,1.7992474999999999,4
sub-10700,computer,1,0.3333333333333333,2.6666666666666665,1.6875225,3
sub-10700,computer,2,0.4,4.0,1.6505055,5
sub-10700,computer,3,0.0,0.6666666666666666,1.6080337999999998,6
sub-10700,computer,4,0.5,4.0,1.4697966,2
sub-10700,computer,5,0.0,2.0,1.52572895,6
sub-10700,computer,6,0.0,0.6666666666666666,1.3987709000000002,6
sub-10700,friend,1,0.6666666666666666,4.666666666666667,1.5080707,6
sub-10700,friend,2,1.0,5.2,1.4824533,5
sub-10700,friend,3,1.0,6.666666666666667,1.3941121,3
sub-10700,friend,4,0.75,5.5,1.4405801,4
sub-10700,friend,5,1.0,8.0,1.5962938,5
sub-10700,friend,6,0.4,2.4,1.6348242,5
sub-10700,stranger,1,0.2,3.2,1.542045,5
sub-10700,stranger,2,0.0,0.5,1.5333785,4
sub-10700,stranger,3,0.0,1.6,1.5500944,5
sub-10700,stranger,4,0.25,3.0,1.6601474999999999,8
sub-10700,stranger,5,0.0,0.6666666666666666,1.4621395,3
sub-10700,stranger,6,0.0,2.6666666666666665,1.5709147,3
sub-10701,computer,1,0.0,2.0,1.7736912,2
sub-10701,computer,2,0.0,1.7142857142857142,1.7018065,7
sub-10701,computer,3,0.0,0.8,1.594544,5
sub-10701,computer,4,0.3333333333333333,3.3333333333333335,1.60001955,6
sub-10701,computer,5,0.25,1.0,1.3922571000000001,4
sub-10701,computer,6,0.5,4.0,1.2403868,4
sub-10701,friend,1,0.5,4.5,1.725276,4
sub-10701,friend,2,0.0,1.2,1.5139294,5
sub-10701,friend,3,0.2,2.8,1.4756176,5
sub-10701,friend,4,0.3333333333333333,4.0,1.5339468,3
sub-10701,friend,5,0.0,2.3333333333333335,1.7305617,6
sub-10701,friend,6,0.0,0.0,1.4210788,5
sub-10701,stranger,1,0.2857142857142857,3.142857142857143,1.9779152,7
sub-10701,stranger,2,0.0,2.0,1.58904695,2
sub-10701,stranger,3,0.0,1.0,1.8300842,4
sub-10701,stranger,4,0.6,4.0,1.853938,5
sub-10701,stranger,5,0.0,0.5,1.3058505,4
sub-10701,stranger,6,0.4,3.6,1.5908118,5
sub-10713,computer,1,0.0,2.0,2.6563159,2
sub-10713,computer,2,0.8333333333333334,4.333333333333333,2.13220575,6
sub-10713,computer,3,0.4,2.8,2.2568798,5
sub-10713,computer,4,0.3333333333333333,4.666666666666667,1.9926643,6
sub-10713,computer,5,0.75,3.5,2.35336675,4
sub-10713,computer,6,0.25,2.0,2.2740282,4
sub-10713,friend,1,0.5,5.5,2.86652945,4
sub-10713,friend,2,0.2,1.6,2.5017388,5
sub-10713,friend,3,0.0,2.0,1.99615945,4
sub-10713,friend,4,0.3333333333333333,2.6666666666666665,1.8471419,3
sub-10713,friend,5,0.8333333333333334,5.666666666666667,2.2591766,6
sub-10713,friend,6,0.2,1.6,2.389933,5
sub-10713,stranger,1,0.14285714285714285,1.7142857142857142,2.2868183,7
sub-10713,stranger,2,0.0,2.0,2.4800385499999997,2
sub-10713,stranger,3,0.0,1.0,1.99269265,4
sub-10713,stranger,4,0.0,1.2,1.702086,5
sub-10713,stranger,5,0.25,2.0,1.9134519499999998,4
sub-10713,stranger,6,0.2,2.8,2.1795251,5
sub-10716,computer,1,0.5,5.0,1.9247869,2
sub-10716,computer,2,0.5714285714285714,3.4285714285714284,1.6951401,7
sub-10716,computer,3,0.6,4.0,1.8863579,5
sub-10716,computer,4,0.16666666666666666,3.6666666666666665,1.83644615,6
sub-10716,computer,5,0.5,3.0,1.7951009,4
sub-10716,computer,6,0.5,3.0,1.8519418,4
sub-10716,friend,1,1.0,8.0,1.8201421500000001,4
sub-10716,friend,2,0.8,4.0,1.7512167,5
sub-10716,friend,3,0.4,2.8,1.8324448,5
sub-10716,friend,4,0.3333333333333333,2.6666666666666665,1.622237,3
sub-10716,friend,5,0.16666666666666666,2.6666666666666665,1.7540972,6
sub-10716,friend,6,1.0,5.2,1.737835,5
sub-10716,stranger,1,0.75,5.0,1.8919521499999998,8
sub-10716,stranger,2,0.5,3.0,1.6892748499999999,2
sub-10716,stranger,3,0.75,4.5,1.57770535,4
sub-10716,stranger,4,0.4,3.6,1.698919,5
sub-10716,stranger,5,0.75,4.0,1.8178661,4
sub-10716,stranger,6,0.2,2.8,1.7682426,5
sub-10718,computer,1,1.0,4.5,1.4369686000000002,4
sub-10718,computer,2,1.0,5.5,1.64823045,4
sub-10718,computer,3,1.0,7.333333333333333,1.5316328,6
sub-10718,computer,4,1.0,6.0,1.4612129,5
sub-10718,computer,5,1.0,5.666666666666667,1.64638045,6
sub-10718,computer,6,1.0,6.666666666666667,1.6570725,3
sub-10718,friend,1,1.0,7.0,1.5328810499999999,6
sub-10718,friend,2,1.0,6.0,1.59474405,6
sub-10718,friend,3,1.0,3.0,1.68379295,2
sub-10718,friend,4,1.0,5.333333333333333,1.525976,3
sub-10718,friend,5,0.8333333333333334,5.0,1.5810661499999998,6
sub-10718,friend,6,1.0,6.8,1.4318475,5
sub-10718,stranger,1,1.0,5.5,1.6147018,4
sub-10718,stranger,2,1.0,7.0,1.58363465,4
sub-10718,stranger,3,1.0,5.666666666666667,1.5290034000000001,6
sub-10718,stranger,4,1.0,7.333333333333333,1.42308785,6
sub-10718,stranger,5,1.0,6.0,1.7280919,2
sub-10718,stranger,6,1.0,4.666666666666667,1.5926,6
sub-10720,computer,1,0.0,2.0,1.664857,2
sub-10720,computer,2,0.5714285714285714,3.4285714285714284,1.4693677,7
sub-10720,computer,3,0.4,2.8,1.8584234,5
sub-10720,computer,4,0.0,2.3333333333333335,1.7771279500000001,6
sub-10720,computer,5,0.75,3.5,1.51809925,4
sub-10720,computer,6,0.25,2.0,1.59688195,4
sub-10720,friend,1,1.0,8.0,1.60704015,4
sub-10720,friend,2,0.6,2.8,1.5285854,5
sub-10720,friend,3,0.8,4.8,1.6432763,5
sub-10720,friend,4,0.3333333333333333,2.6666666666666665,1.5161029,3
sub-10720,friend,5,1.0,6.333333333333333,1.4932400000000001,6
sub-10720,friend,6,1.0,5.2,1.4563595,5
sub-10720,stranger,1,0.5,4.0,1.8035006500000001,8
sub-10720,stranger,2,0.0,2.0,1.7147975999999998,2
sub-10720,stranger,3,0.75,3.5,1.3507916,4
sub-10720,stranger,4,0.8,6.0,1.4180315,5
sub-10720,stranger,5,0.75,4.0,1.5248590000000002,4
sub-10720,stranger,6,0.4,4.0,1.5529854,5
sub-10723,computer,1,0.6666666666666666,4.666666666666667,2.0483015,3
sub-10723,computer,2,0.4,4.4,2.423929,5
sub-10723,computer,3,0.6,1.6,2.0179336,5
sub-10723,computer,4,1.0,5.0,2.0154946000000002,2
sub-10723,computer,5,0.16666666666666666,2.3333333333333335,2.0706397,6
sub-10723,computer,6,0.6666666666666666,4.0,2.2802086,6
sub-10723,friend,1,0.16666666666666666,2.3333333333333335,1.7395268499999998,6
sub-10723,friend,2,0.6,3.6,1.9046695,5
sub-10723,friend,3,1.0,6.666666666666667,1.9108014,3
sub-10723,friend,4,0.25,3.0,1.8429563,4
sub-10723,friend,5,0.6,5.2,1.8001431,5
sub-10723,friend,6,0.6,3.2,2.0185018,5
sub-10723,stranger,1,0.6,4.0,1.6139357,5
sub-10723,stranger,2,0.25,1.0,1.91916135,4
sub-10723,stranger,3,0.4,3.6,2.0586,5
sub-10723,stranger,4,0.5,3.0,1.8107511,8
sub-10723,stranger,5,0.6666666666666666,3.3333333333333335,2.1003184,3
sub-10723,stranger,6,0.3333333333333333,3.3333333333333335,2.1155024,3
sub-10741,computer,1,0.7142857142857143,3.4285714285714284,2.1026263,7
sub-10741,computer,2,0.0,2.0,2.148502,3
sub-10741,computer,3,0.75,6.0,1.7391307999999999,4
sub-10741,computer,4,0.375,2.5,1.93277955,8
sub-10741,computer,5,0.3333333333333333,3.3333333333333335,2.0178835,3
sub-10741,computer,6,0.3333333333333333,4.0,1.5111629,3
sub-10741,friend,1,1.0,7.0,1.9217285,4
sub-10741,friend,2,0.8,3.6,2.2256486,5
sub-10741,friend,3,0.4,4.4,1.6560609,5
sub-10741,friend,4,0.25,3.0,2.23326765,4
sub-10741,friend,5,0.6666666666666666,4.0,1.8708844,6
sub-10741,friend,6,1.0,6.666666666666667,2.1728299,3
sub-10741,stranger,1,0.0,1.3333333333333333,1.4962548,3
sub-10741,stranger,2,0.3333333333333333,3.3333333333333335,1.9858353000000002,6
sub-10741,stranger,3,0.6,3.6,1.8342575,5
sub-10741,stranger,4,0.5,2.0,1.7596508,2
sub-10741,stranger,5,0.4,2.4,2.5266414,5
sub-10741,stranger,6,0.14285714285714285,2.2857142857142856,1.8667606,7
sub-10748,computer,1,1.0,4.8,2.0526094,5
sub-10748,computer,2,0.25,3.0,2.05287565,4
sub-10748,computer,3,0.8,6.4,1.606937,5
sub-10748,computer,4,1.0,6.666666666666667,1.52449075,6
sub-10748,computer,5,1.0,6.666666666666667,1.815766,3
sub-10748,computer,6,0.8,4.0,1.8311874,5
sub-10748,friend,1,1.0,6.0,1.6330248,5
sub-10748,friend,2,0.75,4.0,1.61221905,4
sub-10748,friend,3,1.0,6.0,1.5526111,5
sub-10748,friend,4,1.0,4.666666666666667,1.4404521,3
sub-10748,friend,5,0.7142857142857143,5.428571428571429,1.5920013,7
sub-10748,friend,6,1.0,5.5,1.54199865,4
sub-10748,stranger,1,0.25,4.0,1.7252889,4
sub-10748,stranger,2,0.3333333333333333,3.3333333333333335,1.64122035,6
sub-10748,stranger,3,1.0,4.5,1.5600190999999999,4
sub-10748,stranger,4,0.8,4.8,1.5213757,5
sub-10748,stranger,5,0.75,4.5,1.6088770000000001,4
sub-10748,stranger,6,0.6,4.4,1.9225813,5
sub-10767,computer,1,0.0,1.6666666666666667,1.6176290500000001,6
sub-10767,computer,2,0.0,0.0,1.718239,3
sub-10767,computer,3,0.0,2.0,1.6885598,5
sub-10767,computer,4,0.0,1.1428571428571428,1.6534652,7
sub-10767,computer,5,0.0,0.0,1.4738654,1
sub-10767,computer,6,0.0,2.0,1.6591426,6
sub-10767,friend,1,1.0,6.333333333333333,1.60598245,6
sub-10767,friend,2,1.0,6.0,1.3845263,5
sub-10767,friend,3,1.0,5.333333333333333,1.4186842,3
sub-10767,friend,4,1.0,5.2,1.471227,5
sub-10767,friend,5,1.0,6.333333333333333,1.6473197,6
sub-10767,friend,6,1.0,6.666666666666667,1.4267734,3
sub-10767,stranger,1,0.5,4.0,1.9046386,2
sub-10767,stranger,2,0.6666666666666666,3.6666666666666665,1.6843114,6
sub-10767,stranger,3,0.5,3.6666666666666665,2.1794074500000002,6
sub-10767,stranger,4,0.0,4.0,1.5578843999999998,2
sub-10767,stranger,5,0.5714285714285714,3.4285714285714284,2.0056822,7
sub-10767,stranger,6,0.6,3.6,2.10949,5
sub-10770,computer,1,0.8,5.6,2.2659426,5
sub-10770,computer,2,1.0,8.0,1.891692,3
sub-10770,computer,3,0.8333333333333334,4.0,1.9272991,6
sub-10770,computer,4,0.8,4.0,1.817696,5
sub-10770,computer,5,0.8,6.0,2.0233257,5
sub-10770,computer,6,0.75,4.5,1.7415810999999999,4
sub-10770,friend,1,0.8,3.6,1.9155371,5
sub-10770,friend,2,0.8,6.0,2.0761611,5
sub-10770,friend,3,0.25,4.5,1.61911665,4
sub-10770,friend,4,0.8,4.8,1.479739,5
sub-10770,friend,5,0.75,4.5,1.93019655,4
sub-10770,friend,6,0.6,3.6,2.039989,5
sub-10770,stranger,1,0.5,4.0,2.0117479,4
sub-10770,stranger,2,0.8333333333333334,4.333333333333333,1.92683035,6
sub-10770,stranger,3,0.6666666666666666,4.0,1.93132,3
sub-10770,stranger,4,0.75,3.5,1.8193828,4
sub-10770,stranger,5,0.2,2.4,1.8553706,5
sub-10770,stranger,6,0.8,5.6,1.76794,5
sub-10777,computer,1,0.0,1.3333333333333333,1.35932605,6
sub-10777,computer,2,0.0,0.5,1.22703755,4
sub-10777,computer,3,0.0,2.0,1.6857456,5
sub-10777,computer,4,0.0,2.0,1.890072,1
sub-10777,friend,1,1.0,6.666666666666667,1.3989532,3
sub-10777,friend,2,1.0,6.0,1.37162485,6
sub-10777,friend,3,1.0,5.6,1.6003414,5
sub-10777,stranger,1,0.6,3.2,1.4258173,5
sub-10777,stranger,2,0.25,1.5,1.55929035,4
sub-10777,stranger,3,0.25,2.0,1.9192737000000002,4
sub-10777,stranger,4,0.0,2.0,1.4320233,1
sub-10781,computer,1,0.6666666666666666,5.333333333333333,1.912056,6
sub-10781,computer,2,1.0,3.0,1.7269520999999999,2
sub-10781,computer,3,0.0,1.6666666666666667,1.6479087,6
sub-10781,computer,4,0.0,2.4,1.3945773,5
sub-10781,computer,5,0.0,0.6666666666666666,1.59283675,6
sub-10781,computer,6,0.0,1.3333333333333333,1.5157228,3
sub-10781,friend,1,1.0,6.0,1.5464797,5
sub-10781,friend,2,1.0,6.5,1.3673755,4
sub-10781,friend,3,1.0,5.0,1.3393016,4
sub-10781,friend,4,1.0,5.666666666666667,1.2839426,6
sub-10781,friend,5,1.0,3.0,1.4782706,2
sub-10781,friend,6,0.8333333333333334,7.0,1.40896235,6
sub-10781,stranger,1,0.3333333333333333,2.6666666666666665,2.3442872,3
sub-10781,stranger,2,0.14285714285714285,2.0,1.5661207,7
sub-10781,stranger,3,0.0,1.0,1.5112261999999999,4
sub-10781,stranger,4,0.0,1.3333333333333333,1.58114,3
sub-10781,stranger,5,0.0,2.0,1.4345755,6
sub-10781,stranger,6,0.0,0.8,1.3938384,5
sub-10783,computer,1,0.0,1.0,2.15380965,2
sub-10783,computer,2,0.0,2.4,1.6796893,5
sub-10783,computer,3,0.16666666666666666,1.0,1.75209745,6
sub-10783,computer,4,0.0,2.0,1.60390905,2
sub-10783,computer,5,0.0,2.0,1.8032602,6
sub-10783,computer,6,0.0,0.6666666666666666,2.0176576,6
sub-10783,friend,1,0.6666666666666666,5.0,2.27662015,6
sub-10783,friend,2,1.0,4.5,1.76044235,4
sub-10783,friend,3,0.6666666666666666,4.666666666666667,2.0688355,3
sub-10783,friend,4,0.5,3.5,1.9592098,4
sub-10783,friend,5,0.2,3.2,1.8955054,5
sub-10783,friend,6,0.6,2.0,2.1539924,5
sub-10783,stranger,1,0.2,2.4,1.6595565,5
sub-10783,stranger,2,0.0,0.5,1.76751995,4
sub-10783,stranger,3,0.0,2.0,1.9618734500000001,4
sub-10783,stranger,4,0.125,1.5,1.73659085,8
sub-10783,stranger,5,0.3333333333333333,1.3333333333333333,1.8706402,3
sub-10783,stranger,6,0.0,2.6666666666666665,1.8397539,3
sub-10785,computer,1,0.0,2.0,1.87553795,2
sub-10785,computer,2,0.42857142857142855,3.142857142857143,1.8599786,7
sub-10785,computer,3,0.25,1.0,1.9280261,4
sub-10785,computer,4,0.0,2.3333333333333335,1.9127201500000002,6
sub-10785,computer,5,0.75,3.5,1.9792421500000001,4
sub-10785,computer,6,0.5,3.0,2.0464776,4
sub-10785,friend,1,0.5,4.5,2.085446,4
sub-10785,friend,2,0.4,2.4,2.0579958,5
sub-10785,friend,3,0.4,2.8,1.7563375,5
sub-10785,friend,4,0.0,2.0,1.6531603,3
sub-10785,friend,5,0.16666666666666666,2.6666666666666665,1.83245695,6
sub-10785,friend,6,0.8,3.6,2.3073945,5
sub-10785,stranger,1,0.375,3.0,2.0559812500000003,8
sub-10785,stranger,2,0.0,2.0,2.02996985,2
sub-10785,stranger,3,0.75,4.5,1.92947495,4
sub-10785,stranger,4,0.0,1.2,1.8687631,5
sub-10785,stranger,5,0.25,1.0,1.99482765,4
sub-10785,stranger,6,0.2,2.8,1.9005581,5
sub-10794,computer,1,1.0,4.0,2.04370765,4
sub-10794,computer,2,0.25,2.0,2.37939775,4
sub-10794,computer,3,0.2,3.2,2.06977,5
sub-10794,computer,4,0.3333333333333333,3.3333333333333335,1.9521852000000002,6
sub-10794,computer,5,0.6666666666666666,4.666666666666667,2.134797,3
sub-10794,computer,6,0.6,3.2,1.9607397,5
sub-10794,friend,1,1.0,6.0,1.8245792,5
sub-10794,friend,2,0.75,4.5,2.22883625,4
sub-10794,friend,3,0.4,2.8,2.0364285,5
sub-10794,friend,4,0.6666666666666666,3.3333333333333335,2.176641,3
sub-10794,friend,5,0.42857142857142855,3.4285714285714284,2.137871,7
