participant_id,n_bids_files,age,sex,n_trials,n_valid,n_feedback,n_runs,primary_include,missed_fraction,minimum_partner_feedback,complete_ratings,sensitivity_include
sub-10720,2,33,F,84.0,84.0,79.0,2,True,0.0,24.0,True,True
sub-10723,2,21,M,84.0,83.0,68.0,2,True,0.011904761904761862,22.0,True,True
sub-10741,2,37,F,84.0,83.0,70.0,2,True,0.011904761904761862,23.0,True,True
sub-10748,2,33,F,84.0,84.0,82.0,2,True,0.0,27.0,True,True
sub-10767,2,25,F,84.0,84.0,72.0,2,True,0.0,16.0,True,True
sub-10770,2,64,M,84.0,83.0,78.0,2,True,0.011904761904761862,25.0,True,True
sub-10777,1,38,M,44.0,44.0,33.0,2,False,0.0,9.0,True,False
sub-10781,2,37,M,84.0,83.0,64.0,2,True,0.011904761904761862,18.0,True,True
sub-10783,2,51,F,84.0,81.0,59.0,2,True,0.0357142857142857,16.0,True,True
sub-10785,2,61,F,84.0,83.0,73.0,2,True,0.011904761904761862,23.0,True,True
sub-10794,2,39,M,84.0,83.0,78.0,2,True,0.011904761904761862,25.0,True,True
sub-10800,2,26,F,84.0,80.0,77.0,2,True,0.04761904761904767,24.0,True,True
sub-10801,2,34,F,84.0,84.0,77.0,2,True,0.0,22.0,True,True
sub-10802,2,42,F,84.0,84.0,80.0,2,True,0.0,25.0,True,True
sub-10803,1,21,F,42.0,42.0,37.0,1,True,0.0,12.0,False,True
sub-10804,2,25,F,84.0,81.0,77.0,2,True,0.0357142857142857,24.0,True,True
sub-10806,2,27,M,84.0,82.0,66.0,2,True,0.023809523809523836,17.0,True,True
sub-10807,2,58,M,84.0,81.0,80.0,2,True,0.0357142857142857,26.0,True,True
sub-10809,2,68,M,84.0,83.0,63.0,2,True,0.011904761904761862,17.0,True,True
sub-10810,2,68,M,84.0,84.0,83.0,2,True,0.0,27.0,True,True
sub-10812,2,62,M,84.0,84.0,79.0,2,True,0.0,25.0,True,True
sub-10817,2,27,F,84.0,84.0,80.0,2,True,0.0,25.0,True,True
sub-10827,2,23,O,84.0,56.0,46.0,2,True,0.33333333333333337,15.0,True,False
sub-10831,2,25,F,84.0,84.0,78.0,2,True,0.0,24.0,True,True
sub-10834,2,40,M,84.0,84.0,84.0,2,True,0.0,28.0,True,True
sub-10836,2,37,F,42.0,41.0,36.0,1,True,0.023809523809523836,12.0,False,True
sub-10838,2,23,M,84.0,75.0,56.0,2,True,0.1071428571428571,18.0,True,True
sub-10843,2,27,M,84.0,84.0,73.0,2,True,0.0,24.0,True,True
sub-10850,2,32,O,84.0,84.0,82.0,2,True,0.0,27.0,True,True
sub-10854,2,46,F,84.0,84.0,81.0,2,True,0.0,25.0,True,True
sub-10857,2,22,M,84.0,84.0,75.0,2,True,0.0,23.0,True,True
sub-10858,2,80,M,84.0,83.0,73.0,2,True,0.011904761904761862,18.0,True,True
sub-10860,2,25,M,84.0,82.0,75.0,2,True,0.023809523809523836,20.0,True,True
sub-10862,2,60,M,84.0,82.0,71.0,2,True,0.023809523809523836,22.0,True,True
sub-10863,2,42,M,84.0,83.0,81.0,2,True,0.011904761904761862,26.0,True,True
sub-10866,2,72,M,84.0,84.0,79.0,2,True,0.0,24.0,True,True
sub-10875,2,32,M,84.0,84.0,83.0,2,True,0.0,27.0,True,True
sub-10881,1,62,F,42.0,38.0,31.0,1,True,0.09523809523809523,9.0,True,True
sub-10886,1,55,M,42.0,40.0,33.0,1,True,0.04761904761904767,11.0,False,True
sub-10887,2,35,F,84.0,84.0,74.0,2,True,0.0,24.0,True,True
sub-10896,2,28,F,84.0,81.0,74.0,2,True,0.0357142857142857,23.0,True,True
sub-10897,1,31,F,42.0,41.0,36.0,1,True,0.023809523809523836,9.0,True,True
sub-10898,2,61,F,84.0,79.0,70.0,2,True,0.059523809523809534,20.0,True,True
sub-10908,2,42,F,84.0,83.0,81.0,2,True,0.011904761904761862,26.0,True,True
sub-10913,0,67,F,,,,0,False,,,False,False
sub-10918,2,24,O,84.0,84.0,64.0,2,True,0.0,17.0,True,True
sub-10924,2,32,F,84.0,84.0,84.0,2,True,0.0,28.0,True,True
sub-10926,1,35,F,42.0,42.0,31.0,1,True,0.0,8.0,True,True
sub-10928,1,55,F,42.0,41.0,30.0,1,True,0.023809523809523836,8.0,True,True
sub-10929,1,42,F,42.0,42.0,39.0,1,True,0.0,12.0,True,True
sub-10930,2,49,F,84.0,83.0,76.0,2,True,0.011904761904761862,22.0,True,True
sub-10938,2,58,F,84.0,83.0,77.0,2,True,0.011904761904761862,23.0,True,True
sub-10940,2,22,M,84.0,84.0,76.0,2,True,0.0,24.0,True,True
sub-10950,2,24,F,84.0,84.0,80.0,2,True,0.0,26.0,True,True
sub-10951,2,21,M,84.0,84.0,65.0,2,True,0.0,16.0,True,True
sub-10952,1,32,M,42.0,42.0,42.0,1,True,0.0,14.0,True,True
sub-10953,2,63,F,84.0,84.0,60.0,2,True,0.0,16.0,True,True
sub-10954,2,46,F,84.0,59.0,47.0,2,True,0.29761904761904767,13.0,True,False
sub-10956,2,28,F,84.0,84.0,73.0,2,True,0.0,19.0,True,True
sub-10958,2,34,F,84.0,82.0,64.0,2,True,0.023809523809523836,19.0,True,True
sub-10969,2,26,F,84.0,84.0,71.0,2,True,0.0,22.0,True,True
sub-10974,2,80,F,42.0,38.0,37.0,1,True,0.09523809523809523,11.0,True,True
sub-10977,1,41,F,42.0,42.0,34.0,1,True,0.0,9.0,False,True
sub-10983,2,24,F,84.0,80.0,71.0,2,True,0.04761904761904767,21.0,True,True
sub-10984,2,52,M,84.0,81.0,71.0,2,True,0.0357142857142857,22.0,True,True
sub-11005,2,36,F,84.0,81.0,67.0,2,True,0.0357142857142857,20.0,True,True
sub-11031,2,23,F,84.0,83.0,73.0,2,True,0.011904761904761862,21.0,True,True
